year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate
2003,6,1,  ,  ,     ,34.953,137.717,26.662,6.01,252.3,13.5,125.3,98,34,0.01,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2003,4,21,  ,  ,     ,33.796,133.547,26.315,5.94,230.0,6.4,95.5,53,33,0.015,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2002,10,18,  ,  ,     ,33.892,133.89,25.471,5.96,239.2,7.3,100.3,84,40,0.008,1123200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2002,6,1,  ,  ,     ,33.866,134.521,24.761,5.89,269.8,14.1,143.9,109,36,0.005,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2002,3,16,  ,  ,     ,34.599,137.32899,20.688,5.94,230.7,10.6,110.1,66,63,0.006,1209600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2002,2,12,  ,  ,     ,33.793,133.117,28.648,6.11,214.7,4.4,93.3,106,44,0.01,1296000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2001,9,15,  ,  ,     ,35.003,137.41499,28.415,6.07,242.9,13.7,117.5,85,34,0.014,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2001,8,16,  ,  ,     ,33.613,132.918,28.286,6.11,210.8,5.7,89.2,61,47,0.016,1036800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2000,12,20,  ,  ,     ,35.057,138.58299,15.587,5.87,230.4,16.6,88.2,127,45,0.003,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2000,11,7,  ,  ,     ,32.286,131.89,25.639,6.26,200.8,27.7,82.8,79,32,0.03,3456000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2000,9,7,  ,  ,     ,34.969,137.116,25.182,6.14,214.1,17.0,76.2,129,32,0.013,1296000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1999,5,2,  ,  ,     ,33.671,133.379,26.248,6.03,221.7,5.8,80.1,65,50,0.011,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1998,8,16,  ,  ,     ,34.749,137.368,23.4,6.01,238.1,11.3,104.8,71,47,0.01,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1998,5,11,  ,  ,     ,33.793,133.261,28.342,6.01,226.8,5.4,92.8,67,34,0.014,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1998,1,23,  ,  ,     ,33.589,132.692,27.007,6.05,203.1,13.7,82.6,69,45,0.012,259200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,11,26,  ,  ,     ,34.954,137.013,26.81,6.06,213.0,17.8,89.9,112,33,0.011,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,10,7,  ,  ,     ,33.779,134.42,24.359,5.97,266.5,8.0,154.3,76,32,0.012,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,9,12,  ,  ,     ,33.606,132.91701,25.301,6.38,203.2,9.6,85.3,122,70,0.014,2332800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,8,11,  ,  ,     ,34.823,137.44501,25.244,5.88,251.5,12.8,114.2,46,42,0.011,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,5,4,  ,  ,     ,31.946,131.77299,23.707,6.22,196.9,25.6,68.8,107,34,0.018,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,3,19,  ,  ,     ,33.838,133.39799,27.735,6.19,225.1,5.4,97.8,97,43,0.014,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1997,2,4,  ,  ,     ,31.744,131.54601,29.092,6.35,196.2,32.6,35.5,82,40,0.032,3456000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
1994,12,1,  ,  ,     ,35.466,138.72701,7.4,5.8,199.0,33.0,59.0,36,40,0.011,86400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1995,4,27,  ,  ,     ,35.164,138.133,27.5,6.1,242.0,19.0,128.0,33,58,0.023,3456000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1995,8,2,  ,  ,     ,34.916,137.174,28.0,6.17,289.0,14.0,169.0,43,46,0.028,1036800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1996,4,23,  ,  ,     ,34.766,137.339,24.8,5.99,276.0,11.0,154.0,42,58,0.013,1209600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1996,10,7,  ,  ,     ,35.415,138.588,19.3,5.79,214.0,24.0,93.0,42,42,0.009,6134400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1997,1,26,  ,  ,     ,35.31,138.69099,3.8,5.63,191.0,35.0,79.0,39,59,0.004,4320000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1997,8,12,  ,  ,     ,34.771,137.289,24.5,6.0,282.0,13.0,125.0,54,42,0.014,691200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1998,1,25,  ,  ,     ,34.477,138.312,13.7,5.76,246.0,8.0,95.0,56,51,0.005,6912000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1998,12,10,  ,  ,     ,34.806,137.856,20.8,5.91,262.0,18.0,114.0,69,56,0.006,5356800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1999,9,11,  ,  ,     ,34.747,137.239,24.0,5.91,274.0,12.0,141.0,46,34,0.014,2678400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1999,11,23,  ,  ,     ,35.44,138.476,26.8,6.09,238.0,27.0,88.0,41,77,0.014,345600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2000,9,19,  ,  ,     ,34.935,137.46899,28.2,5.83,272.0,15.0,151.0,14,42,0.029,0.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2000,10,12,  ,  ,     ,35.805,138.82401,34.4,6.16,236.0,44.0,119.0,41,41,0.033,4320000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2001,11,30,  ,  ,     ,35.386,138.563,16.9,5.72,201.0,27.0,82.0,32,26,0.015,6912000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2001,12,27,  ,  ,     ,34.989,137.67599,28.7,5.96,270.0,19.0,97.0,49,43,0.013,6566400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2002,8,14,  ,  ,     ,34.742,138.291,15.1,5.75,241.0,14.0,92.0,59,42,0.005,6912000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2003,2,13,  ,  ,     ,34.374,137.882,14.7,5.55,256.0,7.0,82.0,35,57,0.003,86400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2003,10,4,  ,  ,     ,34.926,137.89799,23.8,5.84,252.0,18.0,116.0,49,28,0.014,6912000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2004,1,5,  ,  ,     ,34.674,137.49699,21.1,5.91,266.0,13.0,149.0,55,62,0.007,864000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2004,6,27,  ,  ,     ,34.801,137.166,25.3,5.92,280.0,12.0,167.0,41,30,0.02,1209600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2004,12,17,  ,  ,     ,34.795,137.34599,25.2,5.97,279.0,13.0,128.0,43,47,0.014,2678400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2005,7,21,  ,  ,     ,34.873,137.502,26.3,5.96,273.0,16.0,133.0,41,40,0.016,86400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2005,12,1,  ,  ,     ,34.914,138.655,14.9,5.71,235.0,12.0,105.0,53,64,0.003,3974400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2006,11,18,  ,  ,     ,35.851,138.78999,39.0,5.95,234.0,44.0,98.0,40,35,0.019,2246400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2007,2,11,  ,  ,     ,34.827,137.364,26.1,5.99,280.0,14.0,143.0,40,49,0.016,2332800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2007,5,17,  ,  ,     ,35.339,138.22501,28.0,5.95,239.0,28.0,90.0,40,36,0.018,5184000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2009,8,7,  ,  ,     ,34.683,137.492,20.0,5.66,256.0,13.0,118.0,18,9,0.06,259200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2009,12,13,  ,  ,     ,35.512,138.071,42.7,5.88,256.0,41.0,102.0,41,39,0.013,2937600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2010,11,16,  ,  ,     ,34.84,137.33501,26.8,5.84,285.0,14.0,140.0,43,55,0.008,864000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2011,7,30,  ,  ,     ,34.902,137.52499,27.0,5.96,272.0,16.0,136.0,34,40,0.021,4924800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2011,9,22,  ,  ,     ,35.47,138.63499,17.7,5.75,207.0,25.0,64.0,40,53,0.006,518400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2012,1,8,  ,  ,     ,34.827,138.162,19.0,5.57,245.0,14.0,136.0,29,50,0.005,5011200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2012,6,16,  ,  ,     ,35.706,138.60699,35.8,5.87,240.0,45.0,97.0,27,37,0.02,691200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2012,10,4,  ,  ,     ,35.461,138.694,10.2,5.66,199.0,31.0,66.0,41,40,0.006,2764800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2013,11,6,  ,  ,     ,35.418,138.724,10.6,5.75,212.0,29.0,101.0,66,38,0.005,3283200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2014,2,6,  ,  ,     ,34.69,137.709,20.8,6.07,267.0,14.0,141.0,58,90,0.008,4924800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2014,11,28,  ,  ,     ,35.396,138.033,35.5,6.0,243.0,31.0,102.0,21,23,0.066,691200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2015,4,14,  ,  ,     ,34.82,137.444,25.7,6.02,280.0,15.0,150.0,49,57,0.012,1728000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2016,11,4,  ,  ,     ,35.589,138.11099,47.3,5.97,255.0,44.0,110.0,38,43,0.018,1382400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2017,2,11,  ,  ,     ,35.078,137.961,28.5,5.73,253.0,19.0,115.0,28,51,0.009,86400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2017,12,1,  ,  ,     ,34.814,137.37,26.3,6.1,283.0,13.0,134.0,40,61,0.019,1468800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2018,12,18,  ,  ,     ,35.478,138.552,18.3,5.58,202.0,32.0,96.0,12,29,0.022,3628800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2019,2,4,  ,  ,     ,34.845,137.314,26.5,5.95,280.0,13.0,158.0,32,42,0.02,1728000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
2019,7,26,  ,  ,     ,34.707,137.457,21.3,5.81,267.0,15.0,139.0,54,37,0.008,3196800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30
1994,12,29,  ,  ,     ,35.815,140.356,34.4,6.12,262.0,17.0,134.0,41,58,0.02,1728000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1996,5,19,  ,  ,     ,34.881,140.811,10.4,6.53,260.0,12.0,87.0,51,31,0.127,950400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1996,11,2,  ,  ,     ,35.244,139.485,3.6,5.5,282.0,27.0,123.0,34,53,0.003,6825600.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1997,2,11,  ,  ,     ,34.851,141.75,13.3,6.66,260.0,5.0,121.0,41,38,0.199,3456000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1997,4,8,  ,  ,     ,35.962,139.754,40.7,5.92,257.0,34.0,96.0,49,32,0.015,864000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1997,11,11,  ,  ,     ,35.247,140.8,17.6,5.74,248.0,20.0,81.0,38,37,0.009,3283200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1998,2,24,  ,  ,     ,34.594,141.62,9.6,6.29,279.0,9.0,122.0,40,40,0.053,86400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1998,3,4,  ,  ,     ,35.911,140.131,35.8,5.96,255.0,25.0,129.0,44,48,0.013,6393600.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1998,10,11,  ,  ,     ,34.764,141.74001,12.5,6.69,266.0,5.0,128.0,40,40,0.212,3974400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1999,5,10,  ,  ,     ,35.339,140.838,20.6,5.97,242.0,19.0,72.0,52,48,0.012,3024000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2000,3,28,  ,  ,     ,34.894,140.492,10.8,5.79,280.0,14.0,109.0,47,43,0.007,5011200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2001,7,23,  ,  ,     ,34.992,140.23399,13.2,5.73,292.0,13.0,124.0,19,22,0.03,6480000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2002,10,8,  ,  ,     ,34.856,140.92599,9.7,6.67,257.0,11.0,82.0,46,44,0.156,864000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2003,2,28,  ,  ,     ,35.754,140.258,30.8,6.11,262.0,21.0,119.0,58,60,0.013,2851200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2003,4,21,  ,  ,     ,35.087,140.59399,16.0,5.66,274.0,15.0,108.0,12,32,0.026,1900800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2006,2,12,  ,  ,     ,35.183,141.02499,15.0,5.91,250.0,14.0,100.0,28,53,0.016,6912000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2006,7,15,  ,  ,     ,34.809,140.21001,9.0,5.72,297.0,13.0,152.0,52,49,0.005,6220800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2006,12,5,  ,  ,     ,35.283,140.70599,23.2,5.72,267.0,20.0,81.0,34,63,0.006,172800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2007,4,14,  ,  ,     ,34.81,141.995,11.9,6.97,241.0,5.0,64.0,36,42,0.606,3283200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2007,7,16,  ,  ,     ,35.259,139.31,2.0,5.31,272.0,24.0,140.0,20,39,0.004,1555200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2007,8,16,  ,  ,     ,34.912,140.83,10.5,6.6,260.0,13.0,90.0,56,37,0.122,604800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2008,2,23,  ,  ,     ,34.771,139.91499,6.8,5.41,308.0,13.0,136.0,53,57,0.001,1555200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2009,1,20,  ,  ,     ,35.311,141.147,14.8,5.82,237.0,17.0,89.0,61,52,0.005,3196800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2009,2,27,  ,  ,     ,35.266,140.013,17.9,5.75,304.0,24.0,180.0,46,53,0.006,6307200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2009,8,8,  ,  ,     ,35.416,139.918,25.4,5.72,301.0,15.0,140.0,60,11,0.019,5356800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2009,12,18,  ,  ,     ,35.356,141.39999,11.8,6.2,239.0,18.0,97.0,77,112,0.007,1987200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2010,7,16,  ,  ,     ,35.813,140.616,34.4,5.8,241.0,9.0,85.0,29,41,0.013,3456000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2010,10,3,  ,  ,     ,34.641,140.66901,3.7,5.79,280.0,18.0,124.0,39,36,0.011,3110400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2010,10,22,  ,  ,     ,35.234,140.255,23.6,5.77,299.0,18.0,124.0,48,47,0.006,4147200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2011,10,28,  ,  ,     ,34.822,140.814,9.5,6.69,262.0,11.0,93.0,49,37,0.183,950400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2012,2,5,  ,  ,     ,35.788,141.263,22.9,5.96,215.0,10.0,34.0,41,37,0.018,4320000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2012,5,28,  ,  ,     ,35.338,141.138,15.3,6.16,237.0,17.0,85.0,56,58,0.017,4320000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2013,3,22,  ,  ,     ,35.073,140.465,14.3,5.65,277.0,20.0,109.0,32,24,0.013,86400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2014,1,3,  ,  ,     ,35.082,141.08501,12.4,6.5,252.0,13.0,96.0,45,59,0.067,1123200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2014,4,12,  ,  ,     ,35.19,140.795,15.9,5.69,256.0,21.0,134.0,51,50,0.004,2073600.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2014,4,30,  ,  ,     ,36.109,140.76401,35.6,5.87,234.0,18.0,98.0,45,35,0.013,6220800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2015,1,26,  ,  ,     ,35.488,140.304,30.3,5.89,282.0,12.0,130.0,59,59,0.006,6912000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2016,12,1,  ,  ,     ,34.552,141.608,8.2,6.38,282.0,11.0,131.0,39,40,0.074,4838400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2017,1,19,  ,  ,     ,36.082,140.539,38.0,5.85,243.0,21.0,78.0,43,38,0.012,864000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2017,4,29,  ,  ,     ,35.476,139.748,19.1,5.73,290.0,25.0,134.0,39,37,0.009,5529600.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2018,1,17,  ,  ,     ,34.686,141.621,11.4,6.38,274.0,7.0,129.0,41,39,0.073,6048000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2018,2,16,  ,  ,     ,35.249,140.871,16.3,5.58,243.0,20.0,66.0,51,38,0.004,0.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
2018,6,13,  ,  ,     ,34.781,140.896,8.2,6.79,258.0,11.0,87.0,61,39,0.205,1123200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30
1995,1,16,  ,  ,     ,35.35,142.091,9.8,6.84,186.0,14.0,112.0,39,41,0.359,1900800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1995,4,12,  ,  ,     ,36.155,142.202,14.1,6.36,205.0,15.0,110.0,41,39,0.068,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1995,7,3,  ,  ,     ,34.864,142.10699,8.0,6.88,182.0,14.0,73.0,40,40,0.41,6652800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1995,8,3,  ,  ,     ,36.497,142.22701,18.5,6.79,208.0,15.0,77.0,40,41,0.291,6220800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1995,10,19,  ,  ,     ,36.19,140.121,68.3,6.09,188.0,24.0,102.0,39,38,0.029,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1995,11,21,  ,  ,     ,36.221,141.034,39.4,6.13,203.0,19.0,125.0,44,37,0.031,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1996,1,2,  ,  ,     ,35.327,141.548,21.7,6.24,181.0,17.0,91.0,39,42,0.044,432000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1997,4,28,  ,  ,     ,35.033,140.722,47.8,6.05,182.0,23.0,96.0,37,40,0.026,1036800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1997,7,26,  ,  ,     ,36.088,140.584,49.4,6.01,182.0,23.0,81.0,33,41,0.025,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1997,10,2,  ,  ,     ,35.322,142.049,10.5,6.38,185.0,14.0,96.0,40,41,0.071,1382400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1997,10,10,  ,  ,     ,36.46,142.5,13.8,6.35,213.0,13.0,100.0,40,40,0.066,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1998,2,21,  ,  ,     ,35.793,142.151,10.9,6.21,194.0,14.0,64.0,39,42,0.04,4492800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1998,7,7,  ,  ,     ,34.955,142.123,7.6,6.59,183.0,14.0,92.0,40,41,0.149,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1998,10,30,  ,  ,     ,35.389,142.03101,11.0,6.54,185.0,14.0,93.0,41,41,0.12,2937600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1999,3,4,  ,  ,     ,35.737,141.886,16.3,6.39,192.0,15.0,109.0,42,36,0.079,432000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1999,5,8,  ,  ,     ,36.287,141.002,40.6,6.09,200.0,20.0,68.0,47,52,0.017,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1999,7,8,  ,  ,     ,35.221,140.132,66.4,6.18,173.0,21.0,96.0,37,43,0.037,5875200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1999,9,10,  ,  ,     ,36.274,140.37399,59.7,6.07,192.0,24.0,74.0,48,36,0.024,4665600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
1999,9,24,  ,  ,     ,35.105,142.05,9.7,6.49,185.0,15.0,57.0,40,40,0.106,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2000,2,6,  ,  ,     ,35.799,142.092,12.2,6.43,193.0,14.0,56.0,36,47,0.082,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2000,6,4,  ,  ,     ,35.721,140.813,40.7,6.29,175.0,22.0,91.0,19,29,0.15,864000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2000,12,9,  ,  ,     ,35.754,141.44,25.9,6.08,184.0,15.0,106.0,38,49,0.022,2764800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2001,3,18,  ,  ,     ,36.404,141.185,40.3,5.94,211.0,17.0,94.0,35,39,0.019,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2001,6,9,  ,  ,     ,35.575,141.979,12.9,6.29,188.0,15.0,66.0,41,40,0.052,2764800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2001,10,30,  ,  ,     ,35.483,141.866,14.9,6.36,185.0,15.0,71.0,42,39,0.066,5270400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2001,12,23,  ,  ,     ,36.661,141.173,44.5,5.98,209.0,18.0,112.0,39,38,0.02,2073600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2002,4,16,  ,  ,     ,35.355,142.02499,11.1,6.38,185.0,14.0,101.0,40,39,0.075,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2003,4,27,  ,  ,     ,35.472,141.55299,22.1,5.97,182.0,16.0,53.0,37,39,0.02,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2004,4,4,  ,  ,     ,36.545,141.30099,40.4,6.14,211.0,16.0,114.0,36,45,0.032,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2004,5,9,  ,  ,     ,35.429,142.164,8.6,6.8,186.0,13.0,57.0,38,41,0.321,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2004,12,7,  ,  ,     ,36.192,140.88499,41.6,6.09,193.0,21.0,106.0,51,43,0.02,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2005,4,14,  ,  ,     ,35.915,140.804,40.5,6.29,177.0,22.0,71.0,30,57,0.05,4060800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2005,8,4,  ,  ,     ,34.815,142.136,7.6,6.78,184.0,13.0,110.0,40,40,0.287,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2005,8,30,  ,  ,     ,35.227,140.80701,43.3,6.17,177.0,24.0,70.0,41,38,0.036,6048000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2005,10,20,  ,  ,     ,36.534,141.496,36.4,6.47,213.0,16.0,101.0,50,71,0.046,432000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2005,12,1,  ,  ,     ,34.816,140.78,45.2,6.31,181.0,22.0,100.0,62,41,0.036,3283200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2006,3,10,  ,  ,     ,35.201,142.02299,10.6,6.29,185.0,15.0,90.0,41,40,0.052,6393600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2006,5,1,  ,  ,     ,35.844,140.967,35.2,6.0,177.0,22.0,77.0,51,38,0.016,3542400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2006,10,28,  ,  ,     ,35.737,142.078,12.0,6.18,192.0,14.0,109.0,39,42,0.035,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2007,12,10,  ,  ,     ,35.686,141.924,14.9,6.21,190.0,15.0,63.0,42,39,0.039,691200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2008,4,8,  ,  ,     ,35.306,140.12399,66.5,6.07,177.0,23.0,44.0,44,41,0.023,1209600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2008,5,26,  ,  ,     ,35.539,142.015,11.9,6.46,187.0,14.0,52.0,40,39,0.099,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2008,10,5,  ,  ,     ,35.059,140.925,39.9,6.28,181.0,23.0,75.0,74,36,0.031,5702400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2008,12,2,  ,  ,     ,36.469,141.87199,25.5,6.08,206.0,17.0,76.0,39,38,0.027,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2008,12,21,  ,  ,     ,36.661,142.28999,19.6,6.48,207.0,14.0,70.0,39,41,0.104,3456000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2009,2,4,  ,  ,     ,35.467,141.92,13.7,6.3,186.0,15.0,80.0,41,40,0.056,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2009,3,4,  ,  ,     ,35.479,141.44,24.6,6.06,179.0,16.0,97.0,41,41,0.024,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2009,6,13,  ,  ,     ,36.165,140.94,40.3,5.94,195.0,20.0,114.0,34,41,0.018,1728000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2009,7,7,  ,  ,     ,35.931,140.724,43.4,6.04,177.0,23.0,81.0,42,44,0.019,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2009,9,7,  ,  ,     ,36.387,140.429,59.5,6.16,197.0,25.0,66.0,52,42,0.024,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2010,3,18,  ,  ,     ,35.818,142.121,11.8,6.28,195.0,14.0,89.0,39,41,0.053,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
