year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate
2011,7,10,  ,  ,     ,33.805,134.558,23.95,5.82,276.5,15.5,134.2,74,38,0.006,3196800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2011,6,28,  ,  ,     ,34.72,136.826,26.732,5.79,213.1,17.6,83.9,47,36,0.009,691200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2011,2,3,  ,  ,     ,33.756,136.448,19.168,5.76,240.0,14.6,115.5,47,32,0.009,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,11,15,  ,  ,     ,34.46,137.882,11.684,5.67,236.7,15.7,101.1,80,41,0.003,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,9,21,  ,  ,     ,33.678,132.25101,39.146,6.09,200.9,39.5,68.8,94,34,0.013,3283200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,7,22,  ,  ,     ,33.858,134.351,25.201,5.75,276.5,15.0,144.9,27,26,0.018,1382400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,7,10,  ,  ,     ,33.846,133.423,27.631,5.86,231.5,6.7,100.8,60,32,0.01,1382400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,4,20,  ,  ,     ,35.154,137.923,27.356,5.78,242.0,23.4,82.0,29,37,0.013,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2010,3,26,  ,  ,     ,34.384,136.254,33.725,5.73,216.6,21.5,73.7,62,17,0.011,2160000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,8,11,  ,  ,     ,31.51,133.162,5.289,6.67,258.4,6.1,126.9,45,30,0.231,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,7,16,  ,  ,     ,34.432,136.295,31.269,5.88,215.7,32.0,101.3,74,34,0.008,3196800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,6,20,  ,  ,     ,33.065,135.29401,5.712,6.37,236.8,5.5,113.1,58,26,0.075,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,4,13,  ,  ,     ,33.465,132.787,28.546,5.78,211.1,5.7,87.9,18,43,0.019,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,4,6,  ,  ,     ,31.991,131.922,23.698,5.71,201.5,14.2,77.2,33,20,0.018,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2009,3,2,  ,  ,     ,32.064,131.618,32.468,5.91,197.3,31.4,80.6,88,20,0.013,2851200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2008,9,21,  ,  ,     ,35.588,138.655,18.914,5.79,217.2,28.8,71.3,42,34,0.011,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2008,8,28,  ,  ,     ,35.316,138.267,26.249,5.87,235.5,21.9,76.3,87,29,0.008,1814400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2008,1,5,  ,  ,     ,35.187,138.09599,25.326,5.84,239.7,23.1,99.2,56,43,0.007,3024000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2007,12,4,  ,  ,     ,32.781,135.705,4.685,6.58,268.1,2.8,156.1,55,30,0.138,345600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2007,9,10,  ,  ,     ,32.981,133.299,18.612,5.71,227.0,8.9,88.9,50,31,0.008,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2007,6,24,  ,  ,     ,32.56,131.922,28.301,6.1,200.6,33.0,98.0,54,43,0.019,2505600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2007,6,17,  ,  ,     ,33.786,134.925,25.008,5.77,285.2,23.3,151.6,52,35,0.008,432000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2007,4,15,  ,  ,     ,35.35,137.181,42.516,5.78,272.9,18.0,148.1,54,31,0.009,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,11,21,  ,  ,     ,32.975,132.17799,30.289,5.93,204.0,21.4,85.4,93,21,0.013,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,11,11,  ,  ,     ,34.82,136.92599,27.378,5.76,218.4,16.4,88.4,51,25,0.011,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,6,20,  ,  ,     ,33.325,135.033,10.15,5.9,244.2,13.8,117.8,28,33,0.024,1728000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,6,15,  ,  ,     ,34.511,136.427,31.836,5.83,216.1,22.1,114.3,102,28,0.006,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,6,2,  ,  ,     ,33.835,133.63699,26.39,5.77,237.9,6.8,105.3,38,23,0.016,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2006,3,18,  ,  ,     ,33.43,136.02,13.889,5.5,271.0,18.5,108.7,60,47,0.002,345600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,10,29,  ,  ,     ,33.506,132.589,28.205,5.85,203.1,14.1,77.5,43,35,0.013,1296000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,8,28,  ,  ,     ,34.066,133.51199,31.627,5.73,255.5,10.9,137.9,70,29,0.006,1123200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,6,13,  ,  ,     ,32.107,131.65199,32.033,6.2,198.5,31.4,72.1,128,36,0.014,2592000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,5,3,  ,  ,     ,33.951,138.282,4.072,6.1,223.0,9.9,72.4,48,29,0.031,691200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,2,16,  ,  ,     ,33.867,133.67599,25.92,5.73,249.2,11.1,96.4,43,45,0.006,950400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,2,3,  ,  ,     ,31.781,131.591,28.489,5.94,197.0,30.2,72.1,99,30,0.008,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2005,1,21,  ,  ,     ,35.267,138.78799,3.928,5.61,201.0,18.9,77.1,105,47,0.002,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2004,6,2,  ,  ,     ,35.59,138.569,23.853,5.86,223.5,23.2,106.5,29,44,0.015,1382400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2004,3,12,  ,  ,     ,32.663,132.19701,25.029,5.78,206.4,20.4,105.4,78,34,0.005,432000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2004,1,3,  ,  ,     ,32.198,131.901,20.57,6.14,198.6,30.9,81.6,116,67,0.006,3283200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,11,6,  ,  ,     ,34.853,137.342,26.371,5.71,251.1,13.5,112.0,36,39,0.008,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,7,9,  ,  ,     ,30.894,131.91299,14.152,6.28,197.4,12.9,77.1,35,31,0.075,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,4,6,  ,  ,     ,31.86,131.758,23.5,5.96,196.3,23.1,38.0,94,29,0.01,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,3,8,  ,  ,     ,33.429,132.923,27.783,5.75,219.0,5.5,86.7,11,29,0.039,777600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,2,15,  ,  ,     ,34.724,138.34599,11.403,5.59,216.7,10.0,97.8,64,17,0.007,2160000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2003,1,7,  ,  ,     ,31.423,132.567,3.079,6.43,214.1,11.8,104.8,51,30,0.091,3283200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,12,22,  ,  ,     ,33.694,134.51801,22.255,5.6,267.1,10.7,135.2,31,33,0.008,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,11,21,  ,  ,     ,34.812,138.166,16.109,5.64,231.0,16.7,116.3,45,27,0.007,1641600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,10,20,  ,  ,     ,34.795,136.81599,28.303,5.72,212.5,17.8,93.8,62,29,0.006,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,8,28,  ,  ,     ,35.072,138.476,12.664,5.71,216.3,20.7,76.8,73,30,0.005,2246400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,8,9,  ,  ,     ,33.541,132.948,28.21,5.98,214.3,5.1,98.8,66,38,0.012,1468800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,6,30,  ,  ,     ,35.596,136.5,49.773,6.02,211.2,26.1,77.7,48,35,0.02,1123200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,3,20,  ,  ,     ,33.41,136.10899,12.709,5.74,259.0,16.5,99.3,10,39,0.034,2505600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2002,1,1,  ,  ,     ,34.553,136.705,26.13,5.91,211.4,18.8,105.9,62,34,0.011,2332800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2001,12,12,  ,  ,     ,35.045,138.47701,16.073,5.63,228.0,17.3,111.7,107,28,0.003,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2001,8,10,  ,  ,     ,33.696,134.756,21.91,5.92,262.2,9.3,143.3,83,34,0.009,1555200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2001,4,4,  ,  ,     ,34.989,137.37399,29.931,5.66,255.4,14.4,110.0,38,25,0.01,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2001,2,10,  ,  ,     ,33.28,132.257,29.813,6.12,204.2,34.8,97.3,83,40,0.014,2937600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2001,1,11,  ,  ,     ,33.611,132.991,28.379,5.94,214.8,5.0,97.2,82,34,0.009,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,12,11,  ,  ,     ,33.764,134.104,24.489,5.73,255.4,6.5,142.0,53,35,0.007,345600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,10,7,  ,  ,     ,33.624,133.51401,24.247,5.95,222.9,7.4,116.1,126,40,0.005,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,6,26,  ,  ,     ,33.461,132.853,28.531,5.8,215.6,4.9,107.9,32,31,0.016,432000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,6,23,  ,  ,     ,31.102,131.77901,18.089,6.15,198.4,14.4,58.0,30,29,0.061,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,6,1,  ,  ,     ,34.379,136.702,26.059,5.98,223.0,18.5,104.9,120,40,0.006,2073600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,5,10,  ,  ,     ,33.63,138.203,3.109,6.82,223.7,4.1,123.0,48,29,0.387,1641600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,3,27,  ,  ,     ,33.831,136.42599,21.364,5.84,241.1,15.1,115.0,57,29,0.011,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,2,15,  ,  ,     ,34.896,136.871,29.027,5.83,212.7,17.9,62.8,88,21,0.01,1468800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,2,12,  ,  ,     ,33.762,133.37199,26.995,5.84,222.9,6.0,81.1,68,28,0.009,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2000,2,9,  ,  ,     ,35.367,137.916,36.245,5.91,242.0,28.4,125.8,27,25,0.035,864000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,11,25,  ,  ,     ,35.386,138.742,6.918,5.74,211.6,26.7,73.5,49,41,0.006,1123200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,10,27,  ,  ,     ,33.911,134.24001,25.891,5.72,266.6,12.5,142.7,69,24,0.007,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,9,21,  ,  ,     ,34.288,136.22099,32.236,5.88,215.4,20.1,63.1,35,26,0.023,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,9,12,  ,  ,     ,33.598,132.79201,28.997,6.02,209.6,6.2,101.1,48,33,0.021,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,8,8,  ,  ,     ,33.705,134.511,22.549,5.67,267.3,10.5,120.5,35,33,0.009,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,5,6,  ,  ,     ,35.009,137.713,28.41,5.85,261.4,17.9,135.0,49,52,0.007,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,3,27,  ,  ,     ,33.805,134.293,24.772,5.79,266.9,8.8,139.9,56,28,0.01,691200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1999,1,6,  ,  ,     ,30.802,132.272,3.106,6.67,184.7,8.7,75.9,51,30,0.204,3456000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,12,28,  ,  ,     ,34.481,132.922,45.827,5.94,225.6,17.5,95.2,54,30,0.016,777600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,11,13,  ,  ,     ,34.841,138.397,12.665,5.77,230.1,17.1,110.5,77,51,0.004,3283200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,11,6,  ,  ,     ,33.52,132.728,28.889,6.02,207.6,6.8,66.4,38,33,0.026,691200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,9,22,  ,  ,     ,32.74,132.067,29.119,6.1,202.4,24.3,96.8,43,29,0.035,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,7,20,  ,  ,     ,34.793,138.11,17.832,5.74,236.9,15.1,132.4,59,40,0.005,3456000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1998,7,11,  ,  ,     ,33.825,134.084,24.269,5.73,268.3,12.3,135.3,28,38,0.011,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1997,11,19,  ,  ,     ,34.816,134.67999,58.959,6.06,299.2,18.6,156.5,78,34,0.015,2246400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
1997,5,30,  ,  ,     ,35.112,138.526,11.871,5.69,215.6,21.4,87.2,77,37,0.004,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05
2020,1,6,  ,  ,     ,33.739,134.367,23.786,5.85,266.5,8.0,127.8,65,40,0.007,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,11,13,  ,  ,     ,34.958,137.065,27.244,5.99,218.0,16.6,83.6,92,27,0.012,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,11,8,  ,  ,     ,33.491,132.536,27.331,5.97,201.5,18.7,76.5,74,40,0.01,172800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,9,15,  ,  ,     ,33.797,134.312,23.085,5.86,269.5,13.3,131.2,69,49,0.006,172800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,8,14,  ,  ,     ,33.827,133.485,26.843,6.22,221.0,5.2,97.3,125,59,0.009,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,6,25,  ,  ,     ,34.693,137.255,22.14,5.83,227.9,11.8,103.1,68,51,0.005,1555200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,5,19,  ,  ,     ,33.882,133.91299,25.56,5.82,238.7,6.1,111.0,79,30,0.007,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,3,5,  ,  ,     ,33.859,133.502,26.529,6.29,219.3,5.7,92.6,146,51,0.011,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,3,1,  ,  ,     ,34.849,136.942,26.815,5.9,214.5,17.3,76.2,76,31,0.009,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,2,9,  ,  ,     ,33.062,132.56,25.804,6.26,205.4,11.4,79.4,39,51,0.038,3456000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,2,6,  ,  ,     ,34.938,137.30701,28.67,5.81,252.6,14.2,127.7,26,23,0.028,1209600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2019,1,25,  ,  ,     ,34.596,132.272,75.324,6.21,204.0,67.1,88.4,52,31,0.04,3196800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,11,6,  ,  ,     ,33.815,134.505,23.7,6.04,260.4,8.9,120.2,126,49,0.006,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,10,1,  ,  ,     ,33.527,132.73399,28.233,6.07,206.8,8.6,71.2,38,41,0.026,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,9,26,  ,  ,     ,34.889,136.834,29.836,6.06,209.7,15.4,63.9,106,45,0.008,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,7,18,  ,  ,     ,32.911,132.226,27.134,6.08,203.4,22.4,52.4,82,39,0.013,3024000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,4,15,  ,  ,     ,34.937,136.87399,29.638,6.03,211.8,17.4,77.4,100,25,0.014,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,2,28,  ,  ,     ,33.87,133.30299,27.771,6.22,219.6,5.6,94.2,121,62,0.009,1123200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2018,2,7,  ,  ,     ,35.196,136.504,36.969,6.04,201.1,33.6,97.1,154,41,0.006,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2017,12,17,  ,  ,     ,31.245,132.032,13.784,6.2,197.3,13.8,71.7,123,28,0.018,1296000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2017,11,27,  ,  ,     ,34.925,137.605,25.349,6.16,244.9,13.1,107.0,105,45,0.011,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2017,7,22,  ,  ,     ,33.586,133.01199,28.292,6.0,216.1,4.6,76.6,53,50,0.012,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2017,4,22,  ,  ,     ,34.831,136.795,29.662,5.96,210.9,16.6,65.0,80,33,0.011,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2017,3,6,  ,  ,     ,33.96,133.806,26.052,6.04,229.4,6.4,104.8,116,39,0.008,518400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,12,9,  ,  ,     ,34.398,136.392,31.821,5.83,217.3,17.2,91.1,72,27,0.009,259200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,11,22,  ,  ,     ,33.78,134.52299,24.211,5.93,270.6,10.3,141.2,76,32,0.01,1296000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,10,26,  ,  ,     ,33.446,132.59,28.185,6.0,202.3,12.0,68.8,46,36,0.019,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,10,21,  ,  ,     ,34.696,138.075,20.277,5.86,251.6,10.4,120.5,106,76,0.002,950400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,8,24,  ,  ,     ,33.737,133.086,29.002,5.9,227.8,5.5,83.8,31,21,0.035,1900800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,7,28,  ,  ,     ,33.625,138.149,3.255,6.72,232.6,5.5,99.7,43,31,0.282,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2016,1,4,  ,  ,     ,34.982,137.46001,28.235,6.0,246.7,13.3,105.6,82,24,0.016,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2015,11,3,  ,  ,     ,33.704,133.33299,26.974,6.04,225.2,5.8,95.4,52,46,0.015,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2015,9,30,  ,  ,     ,33.763,134.27,24.238,5.84,263.5,7.5,129.1,57,34,0.009,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2015,5,30,  ,  ,     ,33.702,132.985,28.624,6.07,212.9,5.2,88.1,78,43,0.012,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2015,4,19,  ,  ,     ,33.788,134.35899,24.415,5.73,268.6,9.4,150.6,60,31,0.007,2073600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2015,4,13,  ,  ,     ,34.905,137.582,26.119,6.05,253.6,14.4,117.9,65,42,0.014,3110400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,12,31,  ,  ,     ,33.845,133.597,26.423,5.82,228.8,6.2,109.0,69,29,0.009,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,8,28,  ,  ,     ,32.33,132.116,23.473,6.06,204.8,14.3,63.6,65,27,0.021,1728000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,7,9,  ,  ,     ,34.758,136.755,29.699,6.04,211.7,16.4,86.6,116,33,0.009,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,5,14,  ,  ,     ,33.911,133.47,27.468,6.14,222.4,5.6,97.3,117,35,0.013,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,4,15,  ,  ,     ,33.795,134.588,24.376,5.83,272.7,12.0,150.1,81,31,0.007,259200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,1,26,  ,  ,     ,34.858,137.494,24.179,6.11,239.7,12.4,112.0,95,47,0.01,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2014,1,4,  ,  ,     ,32.965,132.28799,25.777,6.12,203.6,22.5,81.8,101,45,0.01,1987200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2013,11,30,  ,  ,     ,33.768,134.48801,24.095,5.99,266.9,8.4,134.7,89,36,0.009,1036800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2013,10,27,  ,  ,     ,33.546,132.58701,27.861,5.94,203.2,16.6,91.3,47,36,0.015,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2013,6,6,  ,  ,     ,33.818,133.396,27.512,6.06,226.4,5.8,101.4,75,39,0.013,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2013,4,8,  ,  ,     ,34.88,137.092,25.776,5.97,220.7,15.9,77.0,71,39,0.01,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2013,3,4,  ,  ,     ,33.774,135.89301,24.227,5.82,259.4,26.0,139.9,45,38,0.01,1468800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,12,25,  ,  ,     ,34.671,136.50999,30.96,5.95,207.8,21.4,65.9,78,38,0.009,1728000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,12,2,  ,  ,     ,33.843,133.748,25.27,6.18,227.5,6.2,104.0,99,56,0.011,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,11,3,  ,  ,     ,35.033,137.642,29.874,5.95,257.0,15.0,119.5,75,25,0.014,2678400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,10,18,  ,  ,     ,32.582,132.07001,21.04,6.29,199.8,29.9,77.2,154,59,0.009,3283200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,8,6,  ,  ,     ,33.869,134.186,25.49,5.79,267.6,11.4,145.1,47,25,0.013,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,6,7,  ,  ,     ,33.843,133.41701,27.594,6.05,224.5,5.4,104.4,100,44,0.009,1900800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,5,15,  ,  ,     ,34.696,137.37601,20.723,5.98,228.5,11.9,94.6,83,66,0.005,604800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2012,1,4,  ,  ,     ,33.777,133.185,28.159,6.21,215.6,4.6,94.2,107,55,0.011,518400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,12,22,  ,  ,     ,33.562,138.077,3.266,6.66,233.0,4.8,86.5,32,30,0.316,518400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,11,21,  ,  ,     ,32.268,131.94,21.116,6.11,198.5,28.7,84.9,121,52,0.007,3369600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,9,20,  ,  ,     ,34.406,136.40401,31.894,5.9,214.9,15.7,88.4,49,22,0.021,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,8,11,  ,  ,     ,33.748,133.41701,26.718,6.07,230.0,6.5,104.4,49,47,0.017,1036800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,7,30,  ,  ,     ,35.002,137.70599,27.994,5.89,258.2,17.4,118.0,49,44,0.01,1036800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2011,3,22,  ,  ,     ,33.773,134.383,23.573,5.83,264.7,9.6,129.9,88,47,0.004,1555200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,12,14,  ,  ,     ,33.593,132.783,28.321,6.07,204.6,7.2,87.1,86,39,0.012,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,11,7,  ,  ,     ,33.792,134.71201,24.369,5.92,273.7,12.8,138.2,101,31,0.008,3283200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,9,25,  ,  ,     ,34.19,136.407,27.826,5.91,218.3,16.2,70.4,36,54,0.012,2332800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,8,15,  ,  ,     ,33.488,132.81599,27.667,6.02,205.6,6.8,67.1,67,50,0.01,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,5,26,  ,  ,     ,34.754,137.242,21.791,5.99,224.1,14.2,89.9,72,60,0.007,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,5,18,  ,  ,     ,32.961,132.683,24.272,6.04,213.9,9.8,92.6,58,47,0.013,2678400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,4,19,  ,  ,     ,33.781,134.463,23.811,6.04,266.6,9.9,132.3,94,42,0.009,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,3,15,  ,  ,     ,34.841,137.39799,25.765,5.83,249.6,12.9,128.5,49,39,0.009,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,3,5,  ,  ,     ,33.178,132.82899,25.928,6.25,210.1,6.8,76.6,33,67,0.034,2764800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2010,1,29,  ,  ,     ,31.729,131.90601,18.764,6.2,196.9,18.3,69.5,153,43,0.009,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,12,28,  ,  ,     ,33.92,133.99001,25.484,6.06,242.1,7.5,119.5,94,37,0.011,950400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,11,5,  ,  ,     ,33.45,132.64999,29.168,5.97,208.0,7.1,83.0,12,29,0.08,950400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,10,19,  ,  ,     ,34.711,136.868,25.313,6.03,211.3,18.1,74.2,107,46,0.007,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,8,31,  ,  ,     ,34.932,138.66,8.764,5.93,225.6,17.6,110.6,109,70,0.003,3456000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,5,31,  ,  ,     ,33.72,133.414,26.424,5.99,230.4,6.7,97.7,33,44,0.021,950400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
2009,5,16,  ,  ,     ,34.713,137.50301,21.475,5.94,238.1,11.2,102.6,88,66,0.004,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05
