,index,year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate,depth,time,ID,date,start,end,mid_time_deciyear,type,Named_SSEs,Start,End,Average date of GPS maximum speed,Date of maximum moment rate,Maximum moment rate,Total moment released,start_yr,start_doy,start_dec_year,end_yr,end_doy,end_dec_year,Mw_Est,cent_long,cent_lat,Event,Start_year,Start_month,Start_day,End_year,End_month,End_day,Duration,Lon_geom,Lat_geom,Z_geom,Lon_pot,Lat_pot,Z_pot,Lon_mom,Lat_mom,Z_mom,Mw,Area,Potency,Moment,Max_slip,Mean_slip,Max_slip_rate,Mean_slip_rate,Start_time,End_time,year_time,SSE_number_michel2019,min_start,max_start,min_end,max_end,len,wid,str,M0,dur,Mw_error,Duration_error,Longitude,Latitude,Depth,Time,Aseismic_percent
1028,,,,,,,,-38.8744,177.726,,5.76,,,,,,,7171200.0,,"Williams et al., in prep.",,15.6137,2013-10-04 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,44.0,2013.0,8.0,24.0,2013.0,11.0,15.0,83.0,177.726,-38.8744,-15.6137,177.769,-38.9034,-14.691,177.7682,-38.9027,-14.7181,5.76,887.05076,19912200.0,4.86021e+17,44.93,22.45,258.04,94.49,2013-08-24,2013-11-15,,,,,,,,,,,,,,,,,,
1029,,2013.0,10.0,5.0,,,,60.073,-145.539,15.517,6.42,,2.0,106.0,,,0.0228,4320000.0,,Okada et al. (2023),,15.517,2013-10-05 00:00:00.000000,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,,,,,,,,,,,,,,,,123.3,37.9,262.0,5.33e+18,50.0,,,,,,,
1030,3.0,2013.0,10.0,7.0,,,,26.149,128.196,16.5,5.91,234.0,12.0,89.0,66.0,26.0,0.013,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,16.5,2013-10-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2.0,2013.0,10.0,19.0,,,,24.402,125.93,22.0,6.36,240.0,20.0,138.0,68.0,39.0,0.04,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,22.0,2013-10-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1.0,2013.0,10.0,24.0,,,,33.48,132.67999,29.5,5.98,205.0,13.0,86.0,38.0,44.0,0.017,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,29.5,2013-10-24 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,40.0,2013.0,10.0,26.0,,,,33.815,136.041,24.542,5.67,247.8,21.0,122.2,31.0,37.0,0.009,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,24.542,2013-10-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,0.0,2013.0,11.0,7.0,,,,28.361,130.726,7.4,5.99,216.0,18.0,100.0,22.0,40.0,0.034,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,7.4,2013-11-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,2013.0,11.0,9.0,,,,17.8,-100.5,,7.3,,,,,,,45964800.0,,Radiguet et al. (2016),,32.5,2013-11-09 00:00:00.000000,,,,,,long_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,43.0,2013.0,11.0,30.0,,,,33.768,134.48801,24.095,5.99,266.9,8.4,134.7,89.0,36.0,0.009,1036800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,24.095,2013-11-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,39.0,2013.0,12.0,9.0,,,,35.363,138.202,34.219,5.95,248.8,24.7,101.7,80.0,56.0,0.006,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,34.219,2013-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,,,,,,,-37.978,178.6477,,5.86,,,,,,,4924800.0,,"Williams et al., in prep.",,12.7219,2013-12-20 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,47.0,2013.0,11.0,22.0,2014.0,1.0,18.0,57.0,178.6477,-37.978,-12.7219,178.6472,-37.9835,-12.6993,178.6169,-37.9906,-13.1178,5.86,2818.77541,35093800.0,7.00897e+17,16.32,12.45,122.94,78.68,2013-11-22,2014-01-18,,,,,,,,,,,,,,,,,,
1047,42.0,2014.0,1.0,4.0,,,,32.965,132.28799,25.777,6.12,203.6,22.5,81.8,101.0,45.0,0.01,1987200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,25.777,2014-01-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,,,,,,,34.97,140.7,,6.5,,,,,,,1555200.0,,Lou et al. in prep.,,33.8795852661,2014-01-04 15:36:00.000000,a11,2014.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,63.0,2014.0,1.0,9.0,,,,34.45,136.39,29.0,5.6,210.0,15.0,85.0,18.0,19.0,0.023,216000.0,AIST-SSE,Itaba et al. (2014b),2018-06-26,29.0,2014-01-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,2014.0,1.0,11.0,,,,16.25,-97.5,,7.1,,,,,,,13564800.0,,Cruz-Atienza et al. (2021),,31.0,2014-01-11 00:00:00.000000,,,,,,short_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,,,,,,,-21.06,-70.25,,6.09,,,,,,,1806624.0,,"Jara et al., 2023",,35.57,2014-01-15 14:23:59.999999,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,20.91,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,0.08,3.12,-70.25,-21.06,35.57,2014.04,100.0
1055,41.0,2014.0,1.0,26.0,,,,34.858,137.494,24.179,6.11,239.7,12.4,112.0,95.0,47.0,0.01,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,24.179,2014-01-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,58.0,2014.0,2.0,15.0,,,,33.95,135.81,31.0,5.3,239.0,24.0,114.0,11.0,19.0,0.013,302400.0,AIST-SSE,Itaba et al. (2014b),2018-06-26,31.0,2014-02-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,43.75,-123.5,,6.09,,,,,,,4257359.999999713,,Michel et al. 2019,,33.2730865479,2014-02-21 02:24:00.000003,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.14,43,2014.03,2014.13,2014.21,2014.22,,,,,,,,,,,,
1060,,2014.0,2.0,22.0,,,,61.805,-150.348,39.351,6.5,,12.0,73.0,,,0.0167,2592000.0,,Okada et al. (2023),,39.351,2014-02-22 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,119.9,70.6,224.0,7.06e+18,30.0,,,,,,,
1062,,,,,,,,9.989,-84.90482,,6.9,,,,,,,,,Xie et al. (2020),,40.0,2014-03-01 00:00:00.000000,,,,,,,2014.0,2013/07/10,2014/07/10,2014/03/01,2014/03/05,4.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,38.0,2014.0,3.0,3.0,,,,35.697,138.716,20.785,5.77,217.1,28.8,85.7,68.0,26.0,0.008,2851200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,20.785,2014-03-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,47.0,-123.0,,5.55,,,,,,,3153600.0000043022,,Michel et al. 2019,,39.4775924683,2014-03-07 16:48:00.000002,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.18,44,2014.12,2014.12,2014.2,2014.24,,,,,,,,,,,,
1065,1.0,2014.0,3.0,21.0,,,,33.10953,132.83807,24.133,6.5,235.8,12.2,114.3,51.0,61.0,0.049,19440000.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,24.133,2014-03-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,56.0,2014.0,4.0,9.0,,,,34.84,137.73,27.0,5.7,273.0,16.0,148.0,55.0,48.0,0.004,691200.0,AIST-SSE,Itaba et al. (2014b),2018-06-26,27.0,2014-04-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,63.0,2014.0,4.0,12.0,,,,35.309,140.71001,46.8,5.89,176.0,23.0,48.0,39.0,41.0,0.014,3283200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,46.8,2014-04-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,34.0,2014.0,4.0,12.0,,,,35.19,140.795,15.9,5.69,256.0,21.0,134.0,51.0,50.0,0.004,2073600.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,15.9,2014-04-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,40.0,2014.0,4.0,15.0,,,,33.795,134.588,24.376,5.83,272.7,12.0,150.1,81.0,31.0,0.007,259200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,24.376,2014-04-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,55.0,2014.0,4.0,21.0,,,,34.82,137.72,26.0,5.4,261.0,11.0,136.0,17.0,30.0,0.009,691200.0,AIST-SSE,Itaba et al. (2014b),2018-06-26,26.0,2014-04-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,54.0,2014.0,4.0,24.0,,,,34.52,136.52,28.0,5.0,216.0,14.0,91.0,30.0,30.0,0.001,129600.0,AIST-SSE,Itaba et al. (2014b),2018-06-26,28.0,2014-04-24 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,,-38.8832,176.9574,,5.8,,,,,,,5875200.0,,"Williams et al., in prep.",,32.7046,2014-04-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,48.0,2014.0,3.0,27.0,2014.0,6.0,3.0,68.0,176.9574,-38.8832,-32.7046,176.9592,-38.8768,-32.8789,176.9565,-38.8762,-33.0005,5.8,981.74014,14203500.0,5.68378e+17,17.05,14.47,102.55,77.68,2014-03-27,2014-06-03,,,,,,,,,,,,,,,,,,
1073,35.0,2014.0,4.0,30.0,,,,36.109,140.76401,35.6,5.87,234.0,18.0,98.0,45.0,35.0,0.013,6220800.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,35.6,2014-04-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,39.0,2014.0,5.0,14.0,,,,33.911,133.47,27.468,6.14,222.4,5.6,97.3,117.0,35.0,0.013,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,27.468,2014-05-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,-22.23,-70.36,,5.71,,,,,,,798335.9999999999,,"Jara et al., 2023",,30.21,2014-05-23 08:24:00.000003,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,9.24,,,,,,,,,,5.71,,,,,,,,,,,,,,,,,,,,,0.23,4.68,-70.36,-22.23,30.21,2014.39,99.22
1081,,,,,,,,-38.5015,178.5143,,5.81,,,,,,,7689600.0,,"Williams et al., in prep.",,8.9752,2014-05-23 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,49.0,2014.0,4.0,9.0,2014.0,7.0,7.0,89.0,178.5143,-38.5015,-8.9752,178.5079,-38.5008,-9.039,178.492,-38.4917,-9.3711,5.81,1763.08319,37124900.0,5.83927e+17,27.85,21.06,128.98,83.6,2014-04-09,2014-07-07,,,,,,,,,,,,,,,,,,
1082,,,,,,,,24.0,121.8,,6.4,,,,,,,2476880.785414298,,Chen et al. (2018),,17.197637558,2014-06-07 16:07:24.319775,,,2014.3927068723704,2014.4712482468444,2014.4319775596073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,,46.75,-123.5,,5.74,,,,,,,3626640.000000287,,Michel et al. 2019,,31.6163864136,2014-06-10 14:24:00.000002,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.44,45 & 46,2014.33,2014.44,2014.49,2014.51,,,,,,,,,,,,
1084,,,,,,,,46.0,-123.0,,5.78,,,,,,,,,Michel et al. 2019,,37.9420890808,2014-06-17 21:36:00.000001,46,,2014.41,2014.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.46,,,,,,,,,,,,,,,,,
1085,,,,,,,,-19.83,-70.52,,5.91,,,,,,,1516320.0000000002,,"Jara et al., 2023",,34.12,2014-06-17 21:36:00.000001,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,17.55,,,,,,,,,,5.91,,,,,,,,,,,,,,,,,,,,,0.05,3.35,-70.52,-19.83,34.12,2014.46,93.0
1086,48.0,2014.0,6.0,26.0,,,,33.72,135.53999,27.0,5.5,272.0,18.0,147.0,16.0,30.0,0.012,216000.0,AIST-SSE,Itaba et al. (2015),2018-06-26,27.0,2014-06-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,2014.0,6.0,28.0,,,,62.435,-148.549,37.651,6.53,,15.0,62.0,,,0.0194,3196800.0,,Okada et al. (2023),,37.651,2014-06-28 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,,,,,,,,,,,,,,,,122.0,66.8,222.0,7.9e+18,37.0,,,,,,,
1091,38.0,2014.0,7.0,9.0,,,,34.758,136.755,29.699,6.04,211.7,16.4,86.6,116.0,33.0,0.009,345600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,29.699,2014-07-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,,,,,,,34.54,140.72,,6.4,,,,,,,864000.0,,Lou et al. in prep.,,33.8795852661,2014-07-14 13:04:47.999997,b07,2014.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,40.0,2014.0,8.0,3.0,,,,35.45,138.14999,41.0,5.7,247.0,16.0,122.0,67.0,10.0,0.014,432000.0,AIST-SSE,Itaba et al. (2015),2018-06-26,41.0,2014-08-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,-40.4032,175.2493,,7.33,,,,,,,102643200.0,,"Williams et al., in prep.",,36.2675,2014-08-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,38.0,2012.0,12.0,23.0,2016.0,3.0,25.0,1188.0,175.2493,-40.4032,-36.2675,175.2948,-40.3932,-35.3928,175.2523,-40.401,-36.2617,7.33,18256.6727,2442690000.0,1.11561e+20,250.66,133.8,400.69,41.14,2012-12-23,2016-03-25,,,,,,,,,,,,,,,,,,
1100,37.0,2014.0,8.0,28.0,,,,32.33,132.116,23.473,6.06,204.8,14.3,63.6,65.0,27.0,0.021,1728000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,23.473,2014-08-28 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,,,,41.0,-123.5,,6.26,,,,,,,4099680.0000034417,,Michel et al. 2019,,30.5805854797,2014-08-29 21:36:00.000003,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.66,47 & 50,2014.59,2014.61,2014.71,2014.75,,,,,,,,,,,,
1103,,,,,,,,-40.5713,177.3668,,5.87,,,,,,,1814400.0,,"Williams et al., in prep.",,8.0014,2014-08-31 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,52.0,2014.0,8.0,21.0,2014.0,9.0,11.0,21.0,177.3668,-40.5713,-8.0014,177.3629,-40.5811,-8.0081,177.3429,-40.6103,-8.0504,5.87,6411.25839,28595800.0,7.13796e+17,5.39,4.46,104.65,77.48,2014-08-21,2014-09-11,,,,,,,,,,,,,,,,,,
1104,,,,,,,,-39.2605,176.5657,,6.0,,,,,,,8899200.0,,"Williams et al., in prep.",,32.4357,2014-09-01 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,50.0,2014.0,7.0,12.0,2014.0,10.0,23.0,103.0,176.5657,-39.2605,-32.4357,176.5722,-39.26,-32.2373,176.5634,-39.2535,-32.7324,6.0,1216.11781,28718100.0,1.12353e+18,26.0,23.61,125.13,83.71,2014-07-12,2014-10-23,,,,,,,,,,,,,,,,,,
1105,,,,,,,,-37.7057,178.8661,,5.69,,,,,,,2246400.0,,"Williams et al., in prep.",,11.2308,2014-09-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,53.0,2014.0,8.0,21.0,2014.0,9.0,16.0,26.0,178.8661,-37.7057,-11.2308,178.8648,-37.6963,-11.274,178.8572,-37.6744,-11.4103,5.69,3607.15568,20090000.0,3.86671e+17,7.02,5.57,114.27,77.87,2014-08-21,2014-09-16,,,,,,,,,,,,,,,,,,
1106,,,,,,,,-15.36,-74.45,,5.95,,,,,,,2334528.0,,"Jara et al., 2023",,54.24,2014-09-06 04:48:00.000002,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,27.02,,,,,,,,,,5.95,,,,,,,,,,,,,,,,,,,,,0.1,3.49,-74.45,-15.36,54.24,2014.68,99.6
1107,,,,,,,,-23.67,-70.92,,5.85,,,,,,,1394496.0000000002,,"Jara et al., 2023",,19.03,2014-09-06 04:48:00.000002,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,16.14,,,,,,,,,,5.85,,,,,,,,,,,,,,,,,,,,,0.08,2.32,-70.92,-23.67,19.03,2014.68,100.0
1108,,,,,,,,47.0,-123.0,,6.02,,,,,,,2522880.000001291,,Michel et al. 2019,,39.4775924683,2014-09-09 20:24:00.000002,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.69,48,2014.62,2014.65,2014.69,2014.74,,,,,,,,,,,,
1109,,,,,,,,40.25,-123.0,,5.66,,,,,,,,,Michel et al. 2019,,42.365806579600005,2014-09-09 20:24:00.000002,50,,2014.66,2014.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.69,,,,,,,,,,,,,,,,,
1110,,,,,,,,47.0,-124.0,,5.31,,,,,,,,,Michel et al. 2019,,24.9442214966,2014-09-09 20:24:00.000002,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.69,,,,,,,,,,,,,,,,,
1112,36.0,2014.0,9.0,21.0,,,,33.36,132.52,30.0,5.9,209.0,16.0,84.0,57.0,55.0,0.008,216000.0,AIST-SSE,Itaba et al. (2015),2018-06-26,30.0,2014-09-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,36.0,2014.0,9.0,26.0,,,,33.731,134.125,24.255,5.67,254.1,5.7,129.3,51.0,35.0,0.006,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,24.255,2014-09-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,35.0,2014.0,10.0,4.0,,,,35.585,138.507,22.541,5.88,224.7,29.2,76.1,10.0,53.0,0.037,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,22.541,2014-10-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,,,,-39.3983,176.2113,,6.11,,,,,,,13564800.0,,"Williams et al., in prep.",,40.2668,2014-10-20 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,51.0,2014.0,8.0,3.0,2015.0,1.0,7.0,157.0,176.2113,-39.3983,-40.2668,176.3556,-39.4427,-33.1644,176.3387,-39.4329,-34.0907,6.11,1927.78238,40963100.0,1.63587e+18,46.16,21.25,142.41,49.62,2014-08-03,2015-01-07,,,,,,,,,,,,,,,,,,
1120,31.0,2014.0,11.0,2.0,,,,33.72,135.62,27.0,5.4,272.0,18.0,147.0,30.0,30.0,0.004,172800.0,AIST-SSE,Ochi et al. (2015),2018-06-26,27.0,2014-11-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,65.0,2014.0,11.0,12.0,,,,36.727,141.12399,46.8,6.12,208.0,18.0,100.0,23.0,30.0,0.069,4406400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,46.8,2014-11-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,2014.0,11.0,19.0,,,,59.884,-145.14,14.177,6.55,,3.0,95.0,,,0.0411,8553600.0,,Okada et al. (2023),,14.177,2014-11-19 00:00:00.000000,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,,,,,,,,,,,,,,,84.5,48.7,244.0,8.45e+18,99.0,,,,,,,
1123,36.0,2014.0,11.0,28.0,,,,35.396,138.033,35.5,6.0,243.0,31.0,102.0,21.0,23.0,0.066,691200.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,35.5,2014-11-28 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,,,,,,,48.0,-123.5,,6.4,,,,,,,3468960.0000040154,,Michel et al. 2019,,35.8536949158,2014-12-02 19:12:00.000002,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.92,51,2014.86,2014.86,2014.96,2014.98,,,,,,,,,,,,
1125,,,,,,,,48.0,-124.0,,5.39,,,,,,,,,Michel et al. 2019,,31.187953948999997,2014-12-06 10:48:00.000002,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.93,,,,,,,,,,,,,,,,,
1126,,2014.0,12.0,7.0,,,,61.232,-149.659,30.541,6.35,,4.0,92.0,,,0.0101,1641600.0,,Okada et al. (2023),,30.541,2014-12-07 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,,,,,115.3,72.1,248.0,4.21e+18,19.0,,,,,,,
1127,33.0,2014.0,12.0,9.0,,,,34.551,136.651,27.49,5.72,211.2,18.7,97.5,49.0,28.0,0.009,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,27.49,2014-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,,,,,,,,-38.9449,178.2417,,6.67,,,,,,,17366400.0,,"Williams et al., in prep.",,9.9337,2014-12-14 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,54.0,2014.0,9.0,5.0,2015.0,3.0,25.0,201.0,178.2417,-38.9449,-9.9337,178.2737,-39.0115,-8.579,178.2367,-39.0017,-9.1614,6.67,14142.04003,659709000.0,1.13752e+19,127.79,46.65,1048.3,85.0,2014-09-05,2015-03-25,,,,,,,,,,,,,,,,,,
1129,32.0,2014.0,12.0,26.0,,,,33.83,133.61,28.0,6.1,241.0,12.0,116.0,58.0,39.0,0.021,432000.0,AIST-SSE,Ochi et al. (2015),2018-06-26,28.0,2014-12-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,66.0,2015.0,1.0,2.0,,,,35.52,142.008,12.0,6.39,187.0,14.0,70.0,39.0,39.0,0.078,4406400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,12.0,2015-01-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,25.0,2015.0,1.0,7.0,,,,33.95,135.94,29.0,5.8,239.0,24.0,114.0,32.0,50.0,0.01,345600.0,AIST-SSE,Ochi et al. (2015),2018-06-26,29.0,2015-01-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,29.0,2015.0,1.0,10.0,,,,33.34,132.56,31.0,5.9,219.0,14.0,94.0,38.0,50.0,0.01,259200.0,AIST-SSE,Ochi et al. (2015),2018-06-26,31.0,2015-01-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,-38.9163,177.0297,,6.03,,,,,,,6566400.0,,"Williams et al., in prep.",,29.6422,2015-01-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,57.0,2014.0,12.0,11.0,2015.0,2.0,25.0,76.0,177.0297,-38.9163,-29.6422,177.0114,-38.9033,-30.5406,177.0082,-38.8963,-30.8553,6.03,2236.72554,31607100.0,1.2251e+18,20.06,14.13,116.32,68.01,2014-12-11,2015-02-25,,,,,,,,,,,,,,,,,,
