,index,year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate,depth,time,ID,date,start,end,mid_time_deciyear,type,Named_SSEs,Start,End,Average date of GPS maximum speed,Date of maximum moment rate,Maximum moment rate,Total moment released,start_yr,start_doy,start_dec_year,end_yr,end_doy,end_dec_year,Mw_Est,cent_long,cent_lat,Event,Start_year,Start_month,Start_day,End_year,End_month,End_day,Duration,Lon_geom,Lat_geom,Z_geom,Lon_pot,Lat_pot,Z_pot,Lon_mom,Lat_mom,Z_mom,Mw,Area,Potency,Moment,Max_slip,Mean_slip,Max_slip_rate,Mean_slip_rate,Start_time,End_time,year_time,SSE_number_michel2019,min_start,max_start,min_end,max_end,len,wid,str,M0,dur,Mw_error,Duration_error,Longitude,Latitude,Depth,Time,Aseismic_percent
269,154.0,2003.0,4.0,26.0,,,,24.213,123.807,30.8,6.45,258.0,28.0,96.0,37.0,49.0,0.08,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,30.8,2003-04-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,27.0,2003.0,4.0,27.0,,,,35.472,141.55299,22.1,5.97,182.0,16.0,53.0,37.0,39.0,0.02,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,22.1,2003-04-27 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,13.0,2003.0,5.0,8.0,,,,32.97915,132.83669,19.454,6.9,240.0,15.0,109.7,82.0,53.0,0.154,28425600.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,19.454,2003-05-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,763.0,2003.0,6.0,2.0,,,,34.783,137.339,25.0,6.03,272.0,11.0,131.0,57.0,36.0,0.016,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,25.0,2003-06-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,153.0,2003.0,6.0,9.0,,,,27.323,129.528,13.4,6.14,211.0,17.0,96.0,61.0,39.0,0.021,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.4,2003-06-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,762.0,2003.0,6.0,17.0,,,,33.763,134.578,20.5,5.74,254.0,13.0,96.0,50.0,35.0,0.007,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,20.5,2003-06-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,152.0,2003.0,6.0,21.0,,,,31.814,131.636,28.4,6.18,208.0,34.0,76.0,83.0,39.0,0.018,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,28.4,2003-06-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,97.0,2003.0,7.0,9.0,,,,30.894,131.91299,14.152,6.28,197.4,12.9,77.1,35.0,31.0,0.075,518400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,14.152,2003-07-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,761.0,2003.0,7.0,14.0,,,,34.689,138.72701,10.2,5.87,226.0,12.0,85.0,103.0,38.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,10.2,2003-07-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,760.0,2003.0,7.0,30.0,,,,33.957,135.36,41.9,6.0,311.0,36.0,173.0,68.0,35.0,0.013,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,41.9,2003-07-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,151.0,2003.0,7.0,31.0,,,,25.946,128.25101,13.5,5.89,243.0,10.0,117.0,27.0,39.0,0.02,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.5,2003-07-31 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,759.0,2003.0,8.0,7.0,,,,34.681,136.67799,27.2,6.06,213.0,13.0,91.0,85.0,36.0,0.012,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,27.2,2003-08-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,150.0,2003.0,8.0,14.0,,,,28.304,130.82401,4.1,6.1,212.0,16.0,87.0,38.0,40.0,0.029,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,4.1,2003-08-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,758.0,2003.0,9.0,13.0,,,,33.761,134.439,21.2,5.92,248.0,11.0,124.0,70.0,36.0,0.009,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,21.2,2003-09-13 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,149.0,2003.0,9.0,20.0,,,,25.7,127.89,13.5,5.96,222.0,10.0,52.0,44.0,39.0,0.016,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.5,2003-09-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,40.23,141.96,,6.5,,,,,,,3283200.0,,Lou et al. in prep.,,54.9599952698,2003-09-27 08:52:48.000002,b02,2003.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,148.0,2003.0,9.0,30.0,,,,30.239,131.87801,11.4,6.26,207.0,9.0,65.0,35.0,39.0,0.053,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,11.4,2003-09-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,17.0,2003.0,10.0,4.0,,,,34.926,137.89799,23.8,5.84,252.0,18.0,116.0,49.0,28.0,0.014,6912000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,23.8,2003-10-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,147.0,2003.0,10.0,6.0,,,,33.054,132.78101,19.3,6.34,225.0,16.0,95.0,81.0,47.0,0.027,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,19.3,2003-10-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,146.0,2003.0,11.0,4.0,,,,24.481,124.222,45.6,6.09,273.0,37.0,120.0,32.0,40.0,0.032,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,45.6,2003-11-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,117.0,2003.0,12.0,9.0,,,,33.672,134.82899,21.422,5.86,273.4,13.4,156.2,75.0,42.0,0.006,1555200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,21.422,2003-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,144.0,2003.0,12.0,25.0,,,,25.95,128.653,12.7,5.95,256.0,9.0,90.0,80.0,38.0,0.008,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.7,2003-12-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,95.0,2004.0,1.0,3.0,,,,32.198,131.901,20.57,6.14,198.6,30.9,81.6,116.0,67.0,0.006,3283200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,20.57,2004-01-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,116.0,2004.0,1.0,9.0,,,,34.93,136.965,27.484,6.03,213.1,17.8,75.6,102.0,29.0,0.012,432000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,27.484,2004-01-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,2004.0,1.0,11.0,,,,16.4,-97.5,,7.3,,,,,,,11318400.0,,Graham et al. (2016),,30.0,2004-01-11 00:00:00.000000,,,,,,short_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,143.0,2004.0,1.0,14.0,,,,27.477,129.946,9.0,6.25,216.0,12.0,101.0,53.0,39.0,0.036,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,9.0,2004-01-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,142.0,2004.0,1.0,19.0,,,,26.745,129.58501,7.2,6.35,208.0,9.0,74.0,45.0,39.0,0.059,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,7.2,2004-01-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,41.0,2004.0,2.0,10.0,,,,33.172,132.56599,42.0,6.0,235.0,28.0,118.0,28.0,47.0,0.021,259200.0,Sekine2010-SSE,Sekine et al. (2010),2018-06-25,42.0,2004-02-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,6.0,2004.0,4.0,1.0,,,,33.383,133.263,18.2,6.247654420604471,237.8,9.8,105.5,121.0,36.0,0.018,,Takagi2016-SSE,Takagi et al. (2016),2018-06-25,18.2,2004-04-01 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,28.0,2004.0,4.0,4.0,,,,36.545,141.30099,40.4,6.14,211.0,16.0,114.0,36.0,45.0,0.032,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,40.4,2004-04-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,753.0,2004.0,4.0,14.0,,,,33.813,134.22099,24.5,5.91,256.0,11.0,135.0,62.0,34.0,0.011,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,24.5,2004-04-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,0.0,2004.0,4.0,16.0,,,,32.57034,133.57948,30.438,5.89666584090503,229.9,17.5,128.2,54.0,36.0,0.012,,Yano2022-SSE,Yano and Kano (2022),2022-09-19,30.438,2004-04-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,140.0,2004.0,4.0,26.0,,,,28.355,130.797,5.6,6.19,215.0,17.0,107.0,35.0,40.0,0.042,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,5.6,2004-04-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,139.0,2004.0,5.0,9.0,,,,26.849,128.90601,21.2,5.99,216.0,21.0,57.0,36.0,39.0,0.021,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,21.2,2004-05-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,29.0,2004.0,5.0,9.0,,,,35.429,142.164,8.6,6.8,186.0,13.0,57.0,38.0,41.0,0.321,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,8.6,2004-05-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,138.0,2004.0,5.0,10.0,,,,26.856,128.911,21.2,6.0,216.0,21.0,57.0,37.0,39.0,0.022,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,21.2,2004-05-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,93.0,2004.0,6.0,2.0,,,,35.59,138.569,23.853,5.86,223.5,23.2,106.5,29.0,44.0,0.015,1382400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,23.853,2004-06-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,19.0,2004.0,6.0,27.0,,,,34.801,137.166,25.3,5.92,280.0,12.0,167.0,41.0,30.0,0.02,1209600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,25.3,2004-06-27 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,11.0,2004.0,7.0,23.0,,,,33.42809,133.36406,22.864,6.3,239.4,12.7,102.7,48.0,35.0,0.059,31968000.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,22.864,2004-07-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,750.0,2004.0,8.0,12.0,,,,33.997,134.146,29.2,5.9,264.0,17.0,124.0,68.0,35.0,0.009,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,29.2,2004-08-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,137.0,2004.0,9.0,6.0,,,,25.808,127.966,13.7,5.76,223.0,10.0,81.0,19.0,39.0,0.018,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.7,2004-09-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,136.0,2004.0,9.0,7.0,,,,30.323,131.218,24.3,6.31,205.0,21.0,83.0,41.0,42.0,0.052,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,24.3,2004-09-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,134.0,2004.0,9.0,29.0,,,,25.835,128.19501,12.4,5.68,230.0,8.0,88.0,27.0,39.0,0.01,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.4,2004-09-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,5.0,2004.0,10.0,1.0,,,,33.543,133.20799,19.9,6.2087271330236025,191.5,12.9,72.4,36.0,34.0,0.056,,Takagi2016-SSE,Takagi et al. (2016),2018-06-25,19.9,2004-10-01 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,111.0,2004.0,10.0,13.0,,,,32.94,132.202,25.05,6.21,200.3,27.0,90.6,97.0,49.0,0.013,1728000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,25.05,2004-10-13 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,39.3,142.51,,6.6,,,,,,,518400.0,,Lou et al. in prep.,,34.5104789734,2004-10-22 08:41:16.800001,b03,2004.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,133.0,2004.0,11.0,19.0,,,,23.436,123.871,11.3,6.81,257.0,10.0,146.0,49.0,40.0,0.259,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,11.3,2004-11-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,30.0,2004.0,12.0,7.0,,,,36.192,140.88499,41.6,6.09,193.0,21.0,106.0,51.0,43.0,0.02,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,41.6,2004-12-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,132.0,2004.0,12.0,9.0,,,,24.318,124.051,33.5,6.44,259.0,29.0,116.0,85.0,43.0,0.039,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,33.5,2004-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,20.0,2004.0,12.0,17.0,,,,34.795,137.34599,25.2,5.97,279.0,13.0,128.0,43.0,47.0,0.014,2678400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,25.2,2004-12-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,748.0,2004.0,12.0,17.0,,,,33.802,134.32201,22.9,5.79,253.0,13.0,116.0,37.0,36.0,0.011,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,22.9,2004-12-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,7.0,2004.0,12.0,26.0,,,,33.09622,133.99403,35.862,5.90791254285506,231.8,21.4,56.2,47.0,43.0,0.012,,Yano2022-SSE,Yano and Kano (2022),2022-09-19,35.862,2004-12-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,131.0,2004.0,12.0,29.0,,,,28.557,130.136,29.0,6.09,226.0,26.0,80.0,54.0,39.0,0.02,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,29.0,2004-12-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,746.0,2004.0,12.0,29.0,,,,33.263,132.733,26.8,6.03,230.0,15.0,107.0,72.0,34.0,0.014,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,26.8,2004-12-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,130.0,2004.0,12.0,29.0,,,,25.492,128.08099,11.1,6.21,234.0,7.0,56.0,70.0,38.0,0.024,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,11.1,2004-12-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,745.0,2005.0,1.0,4.0,,,,33.914,135.952,27.6,5.84,243.0,24.0,114.0,42.0,34.0,0.013,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,27.6,2005-01-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,129.0,2005.0,1.0,7.0,,,,30.58,131.423,20.4,6.12,200.0,21.0,76.0,50.0,39.0,0.024,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,20.4,2005-01-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,35.44,141.11,,6.1,,,,,,,691200.0,,Lou et al. in prep.,,27.1540336609,2005-01-13 09:50:24.000003,a03,2005.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,92.0,2005.0,1.0,21.0,,,,35.267,138.78799,3.928,5.61,201.0,18.9,77.1,105.0,47.0,0.002,1036800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,3.928,2005-01-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,91.0,2005.0,2.0,3.0,,,,31.781,131.591,28.489,5.94,197.0,30.2,72.1,99.0,30.0,0.008,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,28.489,2005-02-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,90.0,2005.0,2.0,16.0,,,,33.867,133.67599,25.92,5.73,249.2,11.1,96.4,43.0,45.0,0.006,950400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,25.92,2005-02-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,12.0,2005.0,2.0,21.0,,,,32.51009,132.01901,18.473,6.6,198.5,32.0,86.6,90.0,50.0,0.066,36806400.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,18.473,2005-02-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,128.0,2005.0,3.0,6.0,,,,24.851,125.089,59.3,6.27,242.0,31.0,101.0,44.0,39.0,0.046,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,59.3,2005-03-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,8.0,2005.0,3.0,7.0,,,,33.21245,131.82669,47.345,5.9569510978917855,235.7,0.2,135.3,57.0,42.0,0.012,,Yano2022-SSE,Yano and Kano (2022),2022-09-19,47.345,2005-03-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,31.0,2005.0,4.0,14.0,,,,35.915,140.804,40.5,6.29,177.0,22.0,71.0,30.0,57.0,0.05,4060800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,40.5,2005-04-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,127.0,2005.0,4.0,20.0,,,,33.625,133.429,27.9,6.13,245.0,8.0,113.0,80.0,35.0,0.017,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,27.9,2005-04-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,743.0,2005.0,4.0,25.0,,,,34.726,138.50101,15.3,5.73,240.0,9.0,104.0,59.0,41.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,15.3,2005-04-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,126.0,2005.0,5.0,8.0,,,,28.321,130.855,3.3,6.11,210.0,17.0,84.0,35.0,39.0,0.032,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,3.3,2005-05-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,125.0,2005.0,5.0,17.0,,,,25.864,128.27,12.3,5.79,236.0,8.0,101.0,33.0,38.0,0.012,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.3,2005-05-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,124.0,2005.0,6.0,2.0,,,,23.593,123.731,14.4,6.53,256.0,13.0,118.0,29.0,42.0,0.157,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,14.4,2005-06-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,123.0,2005.0,6.0,10.0,,,,25.962,128.429,13.3,5.81,252.0,10.0,82.0,46.0,39.0,0.009,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.3,2005-06-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,88.0,2005.0,6.0,13.0,,,,32.107,131.65199,32.033,6.2,198.5,31.4,72.1,128.0,36.0,0.014,2592000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,32.033,2005-06-13 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,122.0,2005.0,7.0,2.0,,,,27.694,128.93401,37.8,6.13,203.0,27.0,37.0,28.0,40.0,0.044,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,37.8,2005-07-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,24.0,2005.0,7.0,9.0,,,,34.582,136.69299,25.0,5.9,228.0,13.0,103.0,45.0,38.0,0.012,345600.0,Sekine2010-SSE,Sekine et al. (2010),2018-06-25,25.0,2005-07-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,21.0,2005.0,7.0,21.0,,,,34.873,137.502,26.3,5.96,273.0,16.0,133.0,41.0,40.0,0.016,86400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,26.3,2005-07-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,120.0,2005.0,8.0,28.0,,,,24.196,124.18,28.4,6.37,261.0,24.0,112.0,70.0,43.0,0.037,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,28.4,2005-08-28 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
