Short_Name,previous,next,Zone,id,Trench_Name,Lon,Lat,Lon1,Lat1,Lon2,Lat2,Az,ZT,Xarc,EXarc,Harc1,EHarc1,Tsp,ETsp,Tsp1,ETsp1,Tsed,ETsed,Tsed1,ETsed1,Tchannel,ETchannel,Tchannel1,ETchannel1,MT,MT1,UPN,UPS,Rsw,Riw,Rlw,ERsw,ERiw,ERlw,A,Phi,Tt_slab,Te_slab,alphaS,alphaD,Rc,Ztomo,Zseis,M56_SP_Name,M56_SP_ref,M56_UP_Name,M56_UP_ref,M56_ARC_Name,M56_ARC_ref,M56_vs,M56_Azvs,M56_Ovs,M56_vsn,M56_vszn,M56_vc,M56_Azvc,M56_Ovc,M56_vcn,M56_vd,M56_Azvd,M56_Ovd,M56_vdn,Vup1,Az_Vup1,OVup1,Vupn1,Vsub1,Az_Vsub1,OVsub1,Vsubn1,Vt1,Az_Vt1,OVt1,Vtn1,Vup2,Az_Vup2,OVup2,Vupn2,Vsub2,Az_Vsub2,OVsub2,Vsubn2,Vt2,Az_Vt2,OVt2,Vtn2,Vup3,Az_Vup3,OVup3,Vupn3,Vsub3,Az_Vsub3,OVsub3,Vsubn3,Vt3,Az_Vt3,OVt3,Vtn3,Vup4,Az_Vup4,OVup4,Vupn4,Vsub4,Az_Vsub4,OVsub4,Vsubn4,Vt4,Az_Vt4,OVt4,Vtn4,N15_SP_Name,N15_SP_ref,N15_UP_Name,N15_UP_ref,N15_ARC_Name,N15_ARC_ref,N15_vs,N15_Azvs,N15_Ovs,N15_vsn,N15_vszn,N15_vc,N15_Azvc,N15_Ovc,N15_vcn,N15_vd,N15_Azvd,N15_Ovd,N15_vdn,Vup5,Az_Vup5,OVup5,Vupn5,Vsub5,Az_Vsub5,OVsub5,Vsubn5,Vt5,Az_Vt5,OVt5,Vtn5,Vup6,Az_Vup6,OVup6,Vupn6,Vsub6,Az_Vsub6,OVsub6,Vsubn6,Vt6,Az_Vt6,OVt6,Vtn6,Vup7,Az_Vup7,OVup7,Vupn7,Vsub7,Az_Vsub7,OVsub7,Vsubn7,Vt7,Az_Vt7,OVt7,Vtn7,Vup8,Az_Vup8,OVup8,Vupn8,Vsub8,Az_Vsub8,OVsub8,Vsubn8,Vt8,Az_Vt8,OVt8,Vtn8,Vup9,Az_Vup9,OVup9,Vupn9,Vsub9,Az_Vsub9,OVsub9,Vsubn9,Vt9,Az_Vt9,OVt9,Vtn9,Ux,Ux1,Uz,Uz1,Dx,Dx1,Dz,Dz1,W,W1,theta,theta1,N,N1,tau,tau1,MR,MR1,MMRR,MMRR1,Mmax,Mmax1,SeismicC1,Phi_sed,Phi_channel
SAM11,SAM10,SAM12,SAM,11,Central America,274,9.4,272.6,7.1,278.2,16.4,30,3.8,196,-,130,15,-,-,0.4,-,0.7,-,-,-,0.9,-,-,-,erosional,undefined, continental,compressive,138,433,244,99,411,176,19,836,41,19,29,57,260,400,259,COCOS,Argus et al. (2011),CARIBBEAN,Argus et al. (2011),PANAMA,Argus et al. (2011),67,27,3,67,44,77,23,7,76,11,359,31,9,12,247,143,9,69,17,13,67,13,302,88,0,7,144,114,3,74,28,2,73,7,37,7,-7,5,148,118,2,74,27,3,74,7,20,10,-7,14,78,48,-10,86,31,1,86,20,44,14,-19,COCOS,Gripp & Gordon (2002),CARIBBEAN,Gripp & Gordon (2002),-,-,83,29,1,83,57,83,29,1,83,-,-,-,0,30,254,44,22,66,10,20,62,30,254,44,22,5,69,19,5,78,32,0,78,5,69,19,5,10,69,6,9,74,32,1,74,10,69,6,9,10,245,35,8,76,24,6,75,10,245,35,8,8,69,39,-6,90,32,2,90,8,69,39,-6,-,32,-,14,-,165,-,48,-,138,-,14,9,24,132,166,0,9.43,0,8.1,0,7.4,0.03,48,29
SAM12,SAM11,SAM13,SAM,12,Central America,276,8.4,274.7,6,280.1,15.4,29,3,165,-,96,8,-,-,0.7,-,-,-,1.4,-,-,-,1,-,undefined,erosional, continental,compressive,175,686,498,74,351,193,16,-,37,17,20,-,540,100,96,COCOS,Argus et al. (2011),CARIBBEAN,Argus et al. (2011),PANAMA,Argus et al. (2011),70,28,1,70,-,80,24,5,79,11,359,30,10,11,249,140,9,72,17,12,71,13,304,85,-1,7,141,112,3,77,28,1,77,7,36,7,-7,5,143,114,2,77,27,2,77,8,21,8,-8,15,75,46,-10,90,31,2,90,21,44,15,-20,COCOS,Gripp & Gordon (2002),CARIBBEAN,Gripp & Gordon (2002),PANAMA,Freymuller et al. (1993),77,-,1,77,21,88,-,0,88,-,-,-,11,31,-,45,22,70,11,18,67,26,274,65,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,37,8,-17,32,32,14,14,90,165,47,48,67,138,29,14,14,24,204,166,2.3,9.43,8.3,8.1,7.4,7.4,0.03,38,27
SAM42,SAM41,SAM43,SAM,42,Andean,279.2,-9,276.7,-10.2,286.5,-5.4,64,6.3,-,-,-,-,-,-,0.3,-,1,-,1,-,-,-,0.7,-,undefined,erosional, continental,neutral,117,258,131,39,87,49,29,870,50,23,11,49,540,1200,650,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),PERUVIAN SLIVER,Villegas-Lanza et al. (2016),65,76,12,63,30,67,79,15,65,4,128,64,2,32,265,159,30,36,74,10,35,29,259,111,28,18,257,167,17,50,80,16,48,16,244,132,16,19,262,162,18,49,78,14,47,16,251,123,16,7,332,92,0,66,74,10,65,3,5,5,-2,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),-,-,73,82,18,70,34,73,82,18,70,-,-,-,0,48,264,20,45,26,79,15,25,48,264,20,45,13,336,25,12,61,75,17,58,13,336,25,12,17,336,13,17,57,75,20,53,17,336,13,17,24,271,27,21,50,78,14,49,24,271,27,21,9,336,88,0,72,75,11,71,9,336,88,0,-,2,-,10,-,115,-,44,-,118,-,17,3,25,44,71,0,11.56,0,7.9,0,7.8,0.02,42,32
SAM43,SAM42,SAM44,SAM,43,Andean,280.4,-11,278,-12.4,287.4,-6.8,58.9,6.3,-,-,-,-,-,-,0.3,-,0.3,-,0.4,-,-,-,0.8,-,undefined,erosional, continental,neutral,98,232,154,30,115,76,41,1230,59,27,12,49,490,1200,627,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),PERUVIAN SLIVER,Villegas-Lanza et al. (2016),65,76,17,63,30,68,79,20,64,5,123,64,2,32,265,154,28,37,73,14,36,28,260,115,26,18,256,162,17,51,79,21,47,15,244,137,15,19,262,157,17,50,77,19,47,16,251,128,15,7,336,83,-1,67,73,14,65,4,15,1,-3,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),-,-,74,81,23,68,35,74,81,23,68,-,-,-,0,48,263,24,44,27,79,19,26,48,263,24,44,13,334,27,12,62,75,22,58,13,334,27,12,17,334,15,17,58,75,25,52,17,334,15,17,24,268,29,21,51,78,20,48,24,268,29,21,8,334,85,-1,73,75,16,70,8,334,85,-1,-,50,-,10,-,123,-,43,-,79,-,24,0,35,0,106,0,95.54,0,8.5,0,8.2,0.28,57,18
SAM44,SAM43,SAM45,SAM,44,Andean,281.7,-13,279.4,-14.5,288.5,-8.4,55.5,5.9,-,-,-,-,-,-,0.2,-,-,-,0.4,-,-,-,0.8,-,undefined,erosional, continental,neutral,97,215,90,28,136,29,43,1333,60,27,12,52,400,1200,622,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),PERUVIAN SLIVER,Villegas-Lanza et al. (2016),66,76,20,62,31,70,78,23,64,5,118,62,2,32,265,151,27,38,72,17,37,28,260,117,25,18,256,159,17,52,79,23,47,15,244,139,15,19,262,154,17,51,77,21,47,15,251,130,15,7,339,77,-2,69,72,17,66,5,22,5,-4,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),-,-,75,81,25,68,35,75,81,25,68,-,-,-,0,48,263,28,43,28,77,22,26,48,263,28,43,12,341,33,10,64,74,24,59,12,341,33,10,17,341,20,16,59,74,27,52,17,341,20,16,23,270,35,19,53,77,21,49,23,270,35,19,9,341,74,-2,75,74,18,71,9,341,74,-2,-,50,-,10,-,123,-,43,-,79,-,24,1,35,15,106,0,95.54,0,8.5,0,8.2,0.28,54,22
SAM45,SAM44,SAM46,SAM,45,Andean,283.4,-15,281.2,-16.7,289.7,-9.7,50,4.7,-,-,-,-,-,-,0.2,-,-,-,0.4,-,-,-,-,-,undefined,erosional, continental,neutral,113,325,337,24,119,145,45,1350,62,28,13,51,340,1200,637,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),PERUVIAN SLIVER,Villegas-Lanza et al. (2016),67,75,25,60,30,70,77,27,63,5,112,62,2,31,265,145,26,40,71,21,37,27,260,121,23,18,256,154,16,53,78,28,47,14,244,144,14,19,261,149,16,52,76,26,47,15,252,135,14,7,342,68,-3,70,72,22,65,5,27,5,-5,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),-,-,76,-,30,66,35,76,-,30,66,-,-,-,0,48,263,33,40,29,75,25,26,48,263,33,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,348,63,-4,63,50,20,10,110,123,56,43,59,79,38,24,17,35,251,106,4.7,95.54,8.5,8.5,7.7,8.2,0.28,54,-
SAM46,SAM45,SAM47,SAM,46,Andean,285.9,-17,284.1,-19.1,291,-10.6,37.8,6.9,291,-,100,4,-,-,0.1,-,-,-,0.4,-,-,-,-,-,undefined,erosional, continental,compressive,158,425,223,31,109,88,46,1150,63,29,17,50,360,1200,599,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ALTIPLANO,Argus et al. (2011),60,75,38,47,25,71,76,38,56,12,79,41,9,31,265,133,21,41,69,32,35,19,268,130,12,18,255,143,14,54,76,38,42,6,248,150,5,19,261,137,14,53,74,36,43,7,264,133,5,7,345,53,-4,72,70,32,60,13,46,8,-13,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),-,-,77,79,41,58,34,77,79,41,58,-,-,-,0,48,262,44,34,29,73,35,24,48,262,44,34,12,346,53,7,65,71,39,51,12,346,53,7,16,346,38,13,61,71,41,45,16,346,38,13,23,271,53,14,55,73,36,44,23,271,53,14,10,346,52,-6,77,71,33,64,10,346,52,-6,-,38,-,12,-,135,-,51,-,105,-,22,4,160,59,205,0,621.35,0,8.8,0,8.8,0.57,54,-
SAM47,SAM46,SAM48,SAM,47,Andean,288,-19,285.6,-20.5,294.9,-14.3,56.4,7,291,-,100,4,-,-,0.1,-,-,-,0.4,-,-,-,1.5,-,undefined,erosional, continental,compressive,135,444,319,49,275,196,53,1590,67,31,25,41,520,1200,590,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ALTIPLANO,Argus et al. (2011),59,75,19,56,30,72,75,19,68,14,73,17,13,31,264,152,27,42,68,12,41,18,273,144,14,18,255,162,17,54,75,19,51,4,259,158,4,18,261,156,17,54,73,17,52,5,279,137,4,7,347,69,-3,73,69,13,71,16,45,11,-16,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),68,78,21,63,38,78,77,21,73,-,-,-,9,48,261,25,44,30,72,16,29,38,261,25,35,11,346,35,9,67,71,19,63,2,346,86,0,16,346,19,15,62,71,22,57,6,36,9,6,23,268,32,19,55,73,17,53,13,274,38,10,9,346,71,-3,78,71,14,76,13,36,21,-12,-,38,-,12,-,135,-,51,-,105,-,22,5,160,73,205,0,621.35,0,8.8,0,8.8,0.57,54,14
SAM48,SAM47,SAM49,SAM,48,Andean,288.7,-21,285.8,-21.2,297.3,-19.9,84.4,6.9,341,-,113,6,-,-,0.1,-,-,-,0.1,-,-,-,1.5,-,undefined,erosional, continental,compressive,188,807,402,46,410,236,53,1537,67,31,23,40,620,1100,599,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ALTIPLANO,Argus et al. (2011),58,75,9,57,29,73,75,10,72,15,73,11,15,30,264,180,30,43,68,16,41,16,275,169,16,18,254,170,17,55,75,10,54,3,262,178,3,18,260,176,18,55,73,12,53,4,290,155,4,8,350,95,1,74,69,16,71,18,48,37,-14,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),73,77,7,72,42,79,77,7,78,-,-,-,6,48,261,3,48,31,72,12,30,42,261,3,42,11,351,7,11,68,70,9,67,5,351,18,5,15,351,8,15,64,70,7,63,9,21,11,9,22,271,7,22,57,72,12,56,16,275,10,16,10,351,86,1,80,70,14,78,12,21,63,-5,-,38,-,12,-,135,-,51,-,105,-,22,3,160,44,205,0,621.35,0,8.8,0,8.8,0.57,63,8
SAM49,SAM48,SAM50,SAM,49,Andean,288.7,-23,285.8,-22.7,297.5,-23.5,94.7,7.9,367,-,113,6,-,-,0.1,-,-,-,0.1,-,-,-,0.3,-,undefined,erosional, continental,compressive,188,709,413,23,355,208,51,1683,66,30,18,45,700,1000,549,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),72,71,24,65,33,73,75,20,69,5,35,60,3,30,264,170,30,44,68,26,39,28,255,160,26,18,254,160,17,56,75,20,52,17,238,143,13,18,260,166,18,55,73,22,51,17,244,150,14,7,352,103,2,75,69,26,67,4,31,64,-2,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),74,77,17,71,40,79,78,17,75,-,-,-,5,48,261,14,47,32,72,23,30,43,261,14,42,11,351,4,11,69,70,19,65,6,351,4,6,15,351,18,14,65,70,17,62,10,17,20,9,22,271,4,22,58,72,22,54,17,274,1,17,10,351,76,2,81,70,25,74,11,17,78,-2,19,38,10,12,144,135,46,51,130,105,16,22,22,160,320,205,13,621.35,8.8,8.8,8,8.8,0.57,63,18
SAM50,SAM49,SAM51,SAM,50,Andean,288.6,-25,285.6,-24.8,297.5,-25.1,93.3,7.5,315,-,110,7,-,-,0.1,-,-,-,0.1,-,-,-,-,-,undefined,erosional, continental,compressive,198,797,443,49,411,191,47,1598,63,29,17,47,700,900,590,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),72,71,22,66,34,74,75,18,70,5,40,54,3,30,264,171,29,44,69,25,40,27,255,162,26,18,254,161,17,56,75,18,53,16,237,143,13,18,260,167,18,56,73,20,52,16,244,150,14,7,355,99,1,75,69,24,69,4,38,55,-2,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),74,78,16,71,41,80,77,16,77,-,-,-,6,48,261,12,47,32,72,21,30,42,261,12,41,11,352,2,11,69,71,18,66,5,352,9,5,15,352,19,14,65,71,15,62,9,24,23,8,22,269,4,22,58,73,20,55,16,272,1,16,9,352,78,2,81,71,23,75,11,24,69,-4,-,38,-,12,-,135,-,51,-,105,-,22,12,160,174,205,0,621.35,0,8.8,0,8.8,0.57,63,-
SAM51,SAM50,SAM52,SAM,51,Andean,288.3,-27,285.3,-26.4,297.3,-28.2,101.1,7.5,319,-,110,7,-,-,0.1,-,-,-,0.1,-,-,-,-,-,undefined,erosional, continental,compressive,171,695,400,51,371,201,46,1426,62,29,14,49,400,800,618,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),72,71,30,62,31,74,75,26,66,5,45,56,3,29,264,163,28,45,69,32,38,27,254,153,24,17,254,153,15,56,75,26,51,16,236,135,11,18,260,159,17,56,74,28,50,16,243,142,12,7,357,104,2,76,70,31,65,5,45,56,-3,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),74,78,23,68,37,80,78,23,73,-,-,-,6,48,261,20,45,33,73,28,29,42,261,20,39,11,352,10,11,70,71,25,63,5,352,1,5,15,352,27,14,66,71,23,61,9,24,31,8,22,269,12,22,59,74,28,53,16,272,9,16,9,352,71,3,82,71,30,71,11,24,77,-3,37,38,12,12,109,135,37,51,76,105,19,22,21,160,307,205,3.8,621.35,8.4,8.8,7.6,8.8,0.57,63,-
SAM52,SAM51,SAM53,SAM,52,Andean,287.7,-29,284.7,-28.5,296.9,-29.9,99.4,6.2,-,-,-,-,-,-,0.1,-,0.2,-,-,-,-,-,-,-,undefined,erosional, continental,compressive,149,390,188,34,199,117,45,-,61,28,14,-,300,670,140,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),72,71,28,63,-,74,76,24,68,5,52,47,3,29,264,165,28,46,70,29,40,26,254,154,23,17,254,155,16,57,76,23,52,16,235,136,11,18,260,161,17,56,74,25,51,16,242,142,12,7,0,99,1,76,70,29,66,5,52,47,-3,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),75,78,22,69,47,80,78,21,75,-,-,-,5,47,261,18,45,33,74,25,30,41,261,18,39,10,358,11,10,70,72,23,64,4,358,1,4,14,358,25,13,66,72,20,62,8,28,31,7,21,270,10,21,59,74,25,54,15,273,6,15,9,358,78,2,82,72,28,72,12,28,71,-4,40,38,15,12,121,135,50,51,88,105,24,22,11,160,160,205,0.26,621.35,7.7,8.8,6.6,8.8,0.57,60,-
SAM53,SAM52,SAM54,SAM,53,Andean,287.5,-30.5,284.4,-30.3,296.9,-30.7,94.3,6.1,-,-,-,-,-,-,0.2,-,0.3,-,-,-,-,-,-,-,undefined,erosional, continental,compressive,147,328,168,27,110,51,40,1320,58,27,13,50,240,670,194,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),71,72,23,66,33,74,76,19,70,5,57,38,4,29,264,170,28,46,70,24,42,26,253,159,24,17,254,160,16,57,76,18,54,15,234,140,12,18,260,166,17,57,74,20,53,15,241,147,13,7,2,92,0,76,70,24,70,5,56,39,-4,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),75,-,17,72,38,80,-,16,77,-,-,-,5,47,-,13,46,33,74,20,31,41,261,13,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,28,66,-5,22,38,10,12,125,135,53,51,111,105,23,22,28,160,407,205,0.81,621.35,8,8.8,6.8,8.8,0.57,57,-
SAM54,SAM53,SAM55,SAM,54,Andean,287.4,-32,284.2,-31.7,297,-32.3,94.8,5.8,-,-,-,-,-,-,0.2,-,0.5,-,-,-,-,-,0.9,-,undefined,erosional, continental,compressive,181,596,318,43,428,264,39,-,57,26,12,-,280,670,161,NAZCA,Argus et al. (2011),SOUTH_AMERICA,Argus et al. (2011),ANDEAN MICROPLATE,Brooks et al. (2003),71,72,23,65,-,74,76,19,70,5,61,34,4,28,264,169,28,46,71,24,42,25,253,158,23,17,254,159,16,57,76,19,54,15,233,139,11,17,260,165,17,57,74,20,53,15,240,146,12,7,5,90,0,77,71,24,70,6,59,36,-5,NAZCA,Gripp & Gordon (2002),SOUTH_AMERICA,Gripp & Gordon (2002),ANDES,Klotz et al. (2001),75,78,18,72,48,80,78,17,77,-,-,-,5,47,261,14,46,34,74,21,32,41,261,14,39,10,358,6,10,71,72,18,67,4,358,4,4,14,358,21,13,67,72,16,64,8,28,26,7,21,270,5,21,60,74,21,57,15,273,2,15,9,358,83,1,83,72,23,76,12,28,67,-5,45,38,12,12,113,135,57,51,82,105,34,22,24,160,348,205,0.29,621.35,7.7,8.8,6.5,8.8,0.57,52,23
