segment_idx,b_value,Mc_KS,num_eq,min_time,max_time
128,0.5115252244738129,,4,2013-09-04 07:52:46.499000+00:00,2016-08-29 18:56:28.553000+00:00
129,0.8061930855994242,4.0,618,2006-05-04 23:14:31.853000+00:00,2016-10-04 02:37:00.943000+00:00
130,1.0246353462340678,4.0,1646,2006-05-03 11:44:08.353000+00:00,2016-10-04 08:28:19.555000+00:00
131,1.177770634307963,4.0,607,2006-05-04 03:45:23.610000+00:00,2016-09-25 10:12:36.821000+00:00
132,0.9587337272349545,4.0,725,2006-05-20 03:23:44.793000+00:00,2016-09-14 02:48:03.708000+00:00
133,0.9493144702596861,4.0,116,2006-07-13 09:18:37.777000+00:00,2016-09-12 00:01:12.734000+00:00
