publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
2881635,earthquake,2008-03-18 17:03:16.695000+00:00,2013-02-18T14:09:00.000Z,167.04001,-45.45886,2.383,54.0033,ML,,GROPE,reviewed,manual,nz1dr,13,8,6,0.08,244,0.14062,0.093,3,2008
2881626,earthquake,2008-03-18 16:42:06.940000+00:00,2013-02-18T14:09:00.000Z,172.3623,-41.36865,2.733,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,17,12,16,0.555,145,0.28726,0.148,3,2008
2881623,earthquake,2008-03-18 16:32:26.720000+00:00,2013-02-18T14:09:00.000Z,177.57509,-38.66311,2.268,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,6,0.329,79,0.21949,0.202,3,2008
2881610,earthquake,2008-03-18 15:53:02.845000+00:00,2013-02-18T14:09:00.000Z,176.7092,-37.81068,2.166,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,11,4,0.127,206,0.25456,0.082,3,2008
2881602,earthquake,2008-03-18 15:30:51.266000+00:00,2013-02-18T14:09:00.000Z,178.80084,-38.37369,2.773,26.8075,ML,,GROPE,reviewed,manual,nz1dr,13,10,8,0.479,248,0.2487,0.203,3,2008
2881597,earthquake,2008-03-18 15:09:03.820000+00:00,2013-02-18T14:09:00.000Z,172.66304,-41.26694,3.365,210.7524,ML,,GROPE,reviewed,manual,nz1dr,22,19,14,0.451,114,0.21885,0.366,3,2008
2881594,earthquake,2008-03-18 14:59:53.129000+00:00,2013-02-18T14:09:00.000Z,176.82652,-37.75735,2.479,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,16,8,0.233,94,0.24904,0.115,3,2008
2881578,earthquake,2008-03-18 14:18:26.649000+00:00,2013-02-18T14:09:00.000Z,175.22182,-39.24771,1.775,17.8476,ML,,GROPE,reviewed,manual,nz1dr,14,11,11,0.106,278,0.08882,0.118,3,2008
2881778,earthquake,2008-03-18 14:05:32.424000+00:00,2013-02-18T14:09:00.000Z,176.87338,-37.7358,2.662,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,14,9,0.275,94,0.29858,0.218,3,2008
2881574,earthquake,2008-03-18 14:04:45.098000+00:00,2013-02-18T14:09:00.000Z,176.8683,-37.73705,2.437,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,11,6,0.271,94,0.31411,0.096,3,2008
2881571,earthquake,2008-03-18 13:54:28.927000+00:00,2013-02-18T14:09:00.000Z,177.34979,-36.99796,4.105,155.5213,ML,,GROPE,reviewed,manual,nz1dr,22,16,17,0.949,207,0.11435,0.167,3,2008
2881562,earthquake,2008-03-18 13:31:20.121000+00:00,2013-02-18T14:09:00.000Z,177.68805,-39.03151,1.953,18.4248,ML,,GROPE,reviewed,manual,nz1dr,9,6,3,0.014,135,0.24672,0.183,3,2008
2881557,earthquake,2008-03-18 13:16:02.231000+00:00,2013-02-18T14:09:00.000Z,176.83736,-37.75036,2.219,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,17,13,9,0.244,94,0.35041,0.168,3,2008
2881555,earthquake,2008-03-18 13:12:28.467000+00:00,2013-02-18T14:09:00.000Z,176.08983,-38.6287,-9.0,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,4,0,0.006,188,0.28633,0.0,3,2008
2881543,earthquake,2008-03-18 12:40:39.836000+00:00,2013-02-18T14:09:00.000Z,176.80403,-37.73866,1.914,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,7,0.225,177,0.37939,0.246,3,2008
2881541,earthquake,2008-03-18 12:30:40.615000+00:00,2013-02-18T14:09:00.000Z,176.34138,-40.3549,2.067,28.3219,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.144,183,0.17958,0.224,3,2008
2881529,earthquake,2008-03-18 11:58:16.082000+00:00,2013-02-18T14:09:00.000Z,176.82599,-37.78605,1.917,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,6,0.233,218,0.27341,0.124,3,2008
2881527,earthquake,2008-03-18 11:57:05.485000+00:00,2013-02-18T14:09:00.000Z,167.63814,-44.89576,2.409,86.79,ML,,GROPE,reviewed,manual,nz1dr,13,11,12,0.301,192,0.1694,0.126,3,2008
2881524,earthquake,2008-03-18 11:45:12.843000+00:00,2013-02-18T14:09:00.000Z,176.86012,-37.75182,2.365,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,8,0.26,226,0.25956,0.176,3,2008
2881521,earthquake,2008-03-18 11:39:09.542000+00:00,2013-02-18T14:09:00.000Z,173.72194,-39.20357,1.341,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.133,326,0.18919,0.064,3,2008
2881506,earthquake,2008-03-18 10:53:06.483000+00:00,2013-02-18T14:09:00.000Z,174.32164,-40.99821,2.397,64.0808,ML,,GROPE,reviewed,manual,nz1dr,13,9,6,0.216,130,0.13141,0.152,3,2008
2881505,earthquake,2008-03-18 10:48:33.174000+00:00,2013-02-18T14:09:00.000Z,178.26743,-38.39222,2.797,28.2057,ML,,GROPE,reviewed,manual,nz1dr,12,8,4,0.104,198,0.28739,0.158,3,2008
2881481,earthquake,2008-03-18 09:28:55.339000+00:00,2013-02-18T14:09:00.000Z,176.67624,-37.84092,1.829,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,7,0.096,199,0.27696,0.165,3,2008
2881460,earthquake,2008-03-18 08:22:43.560000+00:00,2013-02-18T14:09:00.000Z,172.41782,-41.02524,2.229,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.215,171,0.11975,0.299,3,2008
2881457,earthquake,2008-03-18 08:11:21.848000+00:00,2013-02-18T14:09:00.000Z,176.18056,-38.35513,2.621,126.9229,ML,,GROPE,reviewed,manual,nz1dr,8,5,6,0.738,278,0.18131,0.156,3,2008
2881456,earthquake,2008-03-18 08:09:09.812000+00:00,2013-02-18T14:09:00.000Z,175.75192,-40.41813,2.901,35.6578,ML,,GROPE,reviewed,manual,nz1dr,46,39,15,0.277,58,0.22678,0.137,3,2008
2881447,earthquake,2008-03-18 07:38:16.488000+00:00,2013-02-18T14:09:00.000Z,177.96291,-38.96986,1.911,23.3657,ML,,GROPE,reviewed,manual,nz1dr,6,3,1,0.077,285,0.03138,0.0,3,2008
2881432,earthquake,2008-03-18 06:57:30.243000+00:00,2013-02-18T14:09:00.000Z,174.0777,-40.27817,2.581,94.8565,ML,,GROPE,reviewed,manual,nz1dr,30,19,9,0.538,106,0.24948,0.073,3,2008
2881431,earthquake,2008-03-18 06:51:00.759000+00:00,2013-02-18T14:09:00.000Z,175.8627,-38.27663,3.006,132.7423,ML,,GROPE,reviewed,manual,nz1dr,12,9,7,0.982,247,0.12371,0.148,3,2008
2881430,earthquake,2008-03-18 06:49:30.309000+00:00,2013-02-18T14:09:00.000Z,176.59077,-38.1466,1.617,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,3,0.098,194,0.19287,0.265,3,2008
2881409,earthquake,2008-03-18 05:45:04.912000+00:00,2013-02-18T14:09:00.000Z,177.89705,-38.0583,3.166,32.8064,ML,,GROPE,reviewed,manual,nz1dr,13,7,4,0.285,141,0.23684,0.221,3,2008
2881388,earthquake,2008-03-18 04:35:34.340000+00:00,2013-02-18T14:09:00.000Z,175.30675,-39.23834,1.572,16.4198,ML,,GROPE,reviewed,manual,nz1dr,11,7,8,0.061,242,0.10543,0.273,3,2008
2881386,earthquake,2008-03-18 04:29:36.519000+00:00,2013-02-18T14:08:00.000Z,176.91537,-37.54344,3.406,135.4439,ML,,GROPE,reviewed,manual,nz1dr,14,9,10,0.733,226,0.09387,0.14,3,2008
2881370,earthquake,2008-03-18 03:32:58.724000+00:00,2013-02-18T14:08:00.000Z,174.34821,-40.50905,1.993,57.9824,ML,,GROPE,reviewed,manual,nz1dr,13,9,5,0.438,221,0.27507,0.223,3,2008
2881342,earthquake,2008-03-18 01:59:37.639000+00:00,2013-02-18T14:08:00.000Z,167.45612,-45.03106,2.422,83.7858,ML,,GROPE,reviewed,manual,nz1dr,10,6,7,0.485,199,0.18046,0.243,3,2008
2881327,earthquake,2008-03-18 01:20:40.371000+00:00,2013-02-18T14:08:00.000Z,176.81218,-39.80385,2.406,56.4031,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.05,167,0.3373,0.233,3,2008
2881326,earthquake,2008-03-18 01:16:20.633000+00:00,2013-02-18T14:08:00.000Z,175.9135,-38.02732,3.603,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,50,40,31,0.261,73,0.27802,0.249,3,2008
2881310,earthquake,2008-03-18 00:42:10.075000+00:00,2013-02-18T14:08:00.000Z,176.21881,-40.27126,2.401,46.9159,ML,,GROPE,reviewed,manual,nz1dr,16,10,5,0.05,150,0.15409,0.264,3,2008
2881287,earthquake,2008-03-17 23:37:56.965000+00:00,2013-02-18T14:08:00.000Z,176.95245,-39.43579,1.896,41.9466,ML,,GROPE,reviewed,manual,nz1dr,5,3,2,0.364,242,0.11652,0.187,3,2008
2881280,quarry blast,2008-03-17 23:17:26.572000+00:00,2013-02-18T14:08:00.000Z,170.42999,-45.36,2.515,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,10,0.349,191,0.27393,0.192,3,2008
2881258,earthquake,2008-03-17 21:50:53.706000+00:00,2013-02-18T14:08:00.000Z,178.54781,-37.73224,2.045,35.7352,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.255,263,0.11669,0.138,3,2008
2881255,earthquake,2008-03-17 21:37:54.672000+00:00,2013-02-18T14:08:00.000Z,176.92995,-39.76043,2.511,49.165,ML,,GROPE,reviewed,manual,nz1dr,19,13,8,0.054,142,0.16959,0.142,3,2008
2881253,earthquake,2008-03-17 21:29:19.934000+00:00,2013-02-18T14:08:00.000Z,173.94977,-40.71499,2.363,73.2765,ML,,GROPE,reviewed,manual,nz1dr,11,7,3,0.091,198,0.22565,0.134,3,2008
2881230,earthquake,2008-03-17 20:40:20.958000+00:00,2013-02-18T14:08:00.000Z,175.80917,-38.76831,3.029,132.3216,ML,,GROPE,reviewed,manual,nz1dr,14,8,7,0.515,257,0.18311,0.251,3,2008
2881218,earthquake,2008-03-17 20:01:45.186000+00:00,2013-02-18T14:08:00.000Z,177.05679,-38.04949,3.044,82.8908,ML,,GROPE,reviewed,manual,nz1dr,25,21,7,0.216,142,0.1785,0.199,3,2008
2881217,earthquake,2008-03-17 19:54:52.754000+00:00,2013-02-18T14:08:00.000Z,178.4294,-37.73583,2.771,31.5987,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.197,232,0.11814,0.169,3,2008
2881205,earthquake,2008-03-17 19:18:15.620000+00:00,2013-02-18T14:08:00.000Z,176.68358,-37.82422,1.911,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,5,0.104,217,0.08597,0.061,3,2008
2881201,earthquake,2008-03-17 19:04:59.339000+00:00,2013-02-18T14:08:00.000Z,167.58197,-44.87289,2.273,75.3335,ML,,GROPE,reviewed,manual,nz1dr,11,8,8,0.315,201,0.19997,0.245,3,2008
2881191,earthquake,2008-03-17 18:41:49.477000+00:00,2013-02-18T14:08:00.000Z,165.91702,-46.63794,3.27,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,7,0.707,298,0.40086,0.247,3,2008
2881185,earthquake,2008-03-17 18:27:29.631000+00:00,2013-02-18T14:08:00.000Z,175.93692,-38.53114,2.964,154.0876,ML,,GROPE,reviewed,manual,nz1dr,15,10,9,0.769,229,0.40764,0.281,3,2008
2881180,earthquake,2008-03-17 18:15:15.811000+00:00,2013-02-18T14:08:00.000Z,174.93677,-39.12554,1.846,31.3191,ML,,GROPE,reviewed,manual,nz1dr,12,8,7,0.139,152,0.15584,0.151,3,2008
2881179,earthquake,2008-03-17 18:09:55.511000+00:00,2013-02-18T14:08:00.000Z,176.78362,-37.36489,3.257,193.2751,ML,,GROPE,reviewed,manual,nz1dr,13,8,12,0.931,254,0.1535,0.307,3,2008
2881171,earthquake,2008-03-17 17:41:38.271000+00:00,2013-02-18T14:08:00.000Z,166.25528,-46.11318,2.625,26.9095,ML,,GROPE,reviewed,manual,nz1dr,9,5,10,0.301,282,0.44682,0.232,3,2008
2881164,earthquake,2008-03-17 17:22:33.325000+00:00,2013-02-18T14:08:00.000Z,175.93073,-38.76417,2.946,102.5105,ML,,GROPE,reviewed,manual,nz1dr,31,29,12,0.401,174,0.19874,0.208,3,2008
2881139,earthquake,2008-03-17 15:56:38.882000+00:00,2013-02-18T14:08:00.000Z,178.48758,-39.20626,2.29,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,6,0.454,245,0.39287,0.113,3,2008
2881132,earthquake,2008-03-17 15:34:40.605000+00:00,2013-02-18T14:08:00.000Z,177.08017,-36.4473,3.383,262.1925,ML,,GROPE,reviewed,manual,nz1dr,17,12,10,1.485,281,0.18927,0.197,3,2008
2881241,earthquake,2008-03-17 15:34:23.642000+00:00,2013-02-18T14:08:00.000Z,166.3994,-46.85545,2.601,70.6211,ML,,GROPE,reviewed,manual,nz1dr,10,6,10,0.715,287,0.20416,0.368,3,2008
2881110,earthquake,2008-03-17 14:22:39.429000+00:00,2013-03-13T11:23:00.000Z,174.57631,-39.27325,4.7,217.6125,Mw,,GROPE,reviewed,manual,nz1dr,72,68,0,0.204,57,0.21916,0.0,3,2008
2881103,earthquake,2008-03-17 14:02:37.311000+00:00,2013-02-18T14:08:00.000Z,169.03046,-44.05087,1.923,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,7,0.178,146,0.30967,0.202,3,2008
2881087,earthquake,2008-03-17 13:03:25.357000+00:00,2013-02-18T14:08:00.000Z,173.92867,-42.00088,1.713,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.287,223,0.24425,0.15,3,2008
2881072,earthquake,2008-03-17 12:04:20.702000+00:00,2013-02-18T14:08:00.000Z,173.41884,-40.44456,2.659,158.207,ML,,GROPE,reviewed,manual,nz1dr,13,8,4,0.524,218,0.30543,0.263,3,2008
2881068,earthquake,2008-03-17 11:53:27.874000+00:00,2013-02-18T14:08:00.000Z,175.98354,-41.16408,2.411,21.0373,ML,,GROPE,reviewed,manual,nz1dr,19,18,7,0.09,200,0.26676,0.089,3,2008
2881059,earthquake,2008-03-17 11:28:55.150000+00:00,2013-02-18T14:08:00.000Z,176.91708,-39.98749,2.876,45.2121,ML,,GROPE,reviewed,manual,nz1dr,19,14,3,0.062,202,0.32414,0.104,3,2008
2881043,earthquake,2008-03-17 10:37:04.526000+00:00,2013-02-18T14:08:00.000Z,174.92091,-40.12654,2.047,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,10,9,0.373,187,0.24899,0.188,3,2008
2881041,earthquake,2008-03-17 10:30:59.502000+00:00,2013-02-18T14:08:00.000Z,175.65665,-41.52151,2.05,24.3642,ML,,GROPE,reviewed,manual,nz1dr,16,11,8,0.124,238,0.24654,0.164,3,2008
2881033,earthquake,2008-03-17 10:11:26.741000+00:00,2013-02-18T14:08:00.000Z,176.87975,-40.6561,2.008,31.4894,ML,,GROPE,reviewed,manual,nz1dr,9,6,5,0.483,268,0.2752,0.262,3,2008
2881024,earthquake,2008-03-17 09:39:35.995000+00:00,2013-02-18T14:08:00.000Z,170.96381,-43.15275,2.162,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,6,0.183,104,0.20473,0.392,3,2008
2881023,earthquake,2008-03-17 09:35:07.925000+00:00,2013-02-18T14:08:00.000Z,173.37778,-41.48963,2.562,70.0602,ML,,GROPE,reviewed,manual,nz1dr,23,16,9,0.271,59,0.2314,0.185,3,2008
2881012,earthquake,2008-03-17 09:06:15.708000+00:00,2013-02-18T14:08:00.000Z,167.39101,-44.74314,2.358,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,11,0.388,224,0.33078,0.148,3,2008
2880998,earthquake,2008-03-17 08:14:18.617000+00:00,2013-02-18T14:08:00.000Z,176.79987,-37.81132,1.681,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.197,212,0.25248,0.142,3,2008
2880992,earthquake,2008-03-17 07:55:00.222000+00:00,2013-02-18T14:08:00.000Z,178.58687,-38.83241,2.574,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,3,0.456,258,0.24268,0.399,3,2008
2880990,earthquake,2008-03-17 07:45:04.649000+00:00,2013-02-18T14:08:00.000Z,175.68297,-38.8456,1.579,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,0.073,156,0.08998,0.226,3,2008
2880984,earthquake,2008-03-17 07:26:03.801000+00:00,2013-02-18T14:08:00.000Z,176.58363,-40.29083,2.039,20.3418,ML,,GROPE,reviewed,manual,nz1dr,10,7,4,0.25,173,0.28491,0.224,3,2008
2880978,earthquake,2008-03-17 07:01:56.850000+00:00,2013-02-18T14:08:00.000Z,175.20135,-39.26847,1.77,17.9938,ML,,GROPE,reviewed,manual,nz1dr,16,12,13,0.115,141,0.10038,0.206,3,2008
2881228,earthquake,2008-03-17 06:38:58.700000+00:00,2013-02-18T14:08:00.000Z,175.41568,-38.61747,3.505,215.2823,ML,,GROPE,reviewed,manual,nz1dr,16,13,15,0.769,212,0.15724,0.246,3,2008
2880972,earthquake,2008-03-17 06:38:47.798000+00:00,2013-02-18T14:08:00.000Z,166.71951,-45.12003,3.521,20.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,11,0.462,234,0.15874,0.197,3,2008
2880947,earthquake,2008-03-17 05:15:18.363000+00:00,2013-02-18T14:08:00.000Z,177.18527,-39.05482,2.525,58.1669,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.381,173,0.19512,0.155,3,2008
2880942,earthquake,2008-03-17 04:58:40.015000+00:00,2013-02-18T14:08:00.000Z,176.54388,-39.6861,2.634,30.4582,ML,,GROPE,reviewed,manual,nz1dr,27,23,11,0.279,57,0.35377,0.14,3,2008
2880929,earthquake,2008-03-17 04:06:27.582000+00:00,2013-02-18T14:08:00.000Z,174.09305,-42.30987,3.016,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,24,19,7,0.423,167,0.27083,0.23,3,2008
2880918,earthquake,2008-03-17 03:33:43.223000+00:00,2013-02-18T14:08:00.000Z,176.29243,-38.64843,-9.0,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,0,0.092,250,0.17572,0.0,3,2008
2880913,earthquake,2008-03-17 03:19:56.580000+00:00,2013-02-18T14:08:00.000Z,176.52937,-40.64468,2.337,21.9943,ML,,GROPE,reviewed,manual,nz1dr,9,6,4,0.219,233,0.23108,0.138,3,2008
2880909,earthquake,2008-03-17 03:07:26.770000+00:00,2013-02-18T14:08:00.000Z,174.6853,-40.2916,2.155,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,7,0.582,155,0.23565,0.124,3,2008
2880898,earthquake,2008-03-17 02:27:40.132000+00:00,2013-02-18T14:08:00.000Z,167.01744,-45.39672,3.052,59.4151,ML,,GROPE,reviewed,manual,nz1dr,16,10,6,0.119,247,0.17401,0.171,3,2008
2880893,earthquake,2008-03-17 02:06:32.610000+00:00,2013-02-18T14:08:00.000Z,178.26886,-38.39163,3.239,27.3563,ML,,GROPE,reviewed,manual,nz1dr,14,9,4,0.105,198,0.28355,0.206,3,2008
2880891,earthquake,2008-03-17 02:00:30.088000+00:00,2013-02-18T14:08:00.000Z,175.92725,-38.24778,3.262,138.2155,ML,,GROPE,reviewed,manual,nz1dr,16,11,13,0.932,249,0.12787,0.136,3,2008
2880864,earthquake,2008-03-17 00:44:36.058000+00:00,2013-02-18T14:08:00.000Z,175.19093,-39.25756,1.775,16.9743,ML,,GROPE,reviewed,manual,nz1dr,12,9,9,0.125,219,0.09981,0.159,3,2008
2880857,earthquake,2008-03-17 00:26:47.852000+00:00,2013-02-18T14:08:00.000Z,175.42235,-41.01258,1.749,24.8013,ML,,GROPE,reviewed,manual,nz1dr,10,5,2,0.133,157,0.09228,0.313,3,2008
2880836,earthquake,2008-03-16 23:12:43.866000+00:00,2013-02-18T14:08:00.000Z,177.47383,-36.87437,3.281,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,11,5,0.691,221,0.15813,0.231,3,2008
2880803,quarry blast,2008-03-16 21:25:23.568000+00:00,2013-02-18T14:08:00.000Z,175.07001,-37.62001,2.34,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.361,177,0.05619,0.228,3,2008
2880802,earthquake,2008-03-16 21:21:37.423000+00:00,2013-02-18T14:08:00.000Z,174.07771,-41.83693,2.779,14.7052,ML,,GROPE,reviewed,manual,nz1dr,22,18,8,0.133,140,0.22393,0.237,3,2008
2880792,earthquake,2008-03-16 20:48:58.993000+00:00,2013-02-18T14:08:00.000Z,176.95343,-39.85223,3.121,49.5452,ML,,GROPE,reviewed,manual,nz1dr,38,33,6,0.082,167,0.23078,0.121,3,2008
2880785,earthquake,2008-03-16 20:24:41.367000+00:00,2013-02-18T14:08:00.000Z,173.46928,-41.62387,2.263,52.6548,ML,,GROPE,reviewed,manual,nz1dr,13,8,5,0.318,75,0.22499,0.205,3,2008
2880775,earthquake,2008-03-16 19:51:46.328000+00:00,2013-02-18T14:08:00.000Z,172.89944,-41.30908,2.682,102.6692,ML,,GROPE,reviewed,manual,nz1dr,11,7,3,0.373,106,0.18509,0.053,3,2008
2880771,earthquake,2008-03-16 19:41:12.070000+00:00,2013-02-18T14:08:00.000Z,175.62952,-39.14619,2.096,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,17,17,11,0.033,59,0.27375,0.155,3,2008
2880754,earthquake,2008-03-16 19:04:54.732000+00:00,2013-02-18T14:07:00.000Z,174.81378,-41.37074,2.718,18.7808,ML,,GROPE,reviewed,manual,nz1dr,24,20,11,0.058,112,0.1903,0.212,3,2008
2880753,earthquake,2008-03-16 19:01:43.482000+00:00,2013-02-18T14:07:00.000Z,175.63264,-39.14094,1.786,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,9,5,0.035,118,0.30285,0.129,3,2008
2880744,earthquake,2008-03-16 18:35:23.421000+00:00,2013-02-18T14:07:00.000Z,176.51614,-40.18689,2.893,47.345,ML,,GROPE,reviewed,manual,nz1dr,16,10,6,0.134,143,0.17094,0.156,3,2008
2880717,earthquake,2008-03-16 17:10:43.872000+00:00,2013-02-18T14:07:00.000Z,174.32961,-41.59865,2.61,12.9676,ML,,GROPE,reviewed,manual,nz1dr,28,21,10,0.175,122,0.16991,0.315,3,2008
2880710,earthquake,2008-03-16 16:53:54.363000+00:00,2013-02-18T14:07:00.000Z,177.32222,-37.53998,3.273,117.2653,ML,,GROPE,reviewed,manual,nz1dr,14,10,14,0.739,225,0.19204,0.309,3,2008
2880706,earthquake,2008-03-16 16:41:42.292000+00:00,2013-02-18T14:07:00.000Z,172.28343,-42.36925,2.496,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,7,0.414,143,0.34226,0.355,3,2008
2880699,earthquake,2008-03-16 16:22:31.122000+00:00,2013-02-18T14:07:00.000Z,167.35138,-44.79438,3.31,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,8,12,0.427,216,0.22882,0.376,3,2008
2880698,earthquake,2008-03-16 16:17:34.608000+00:00,2013-02-18T14:07:00.000Z,167.42336,-44.82747,2.067,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,5,0.389,216,0.39347,0.39,3,2008
2880696,earthquake,2008-03-16 16:10:14.321000+00:00,2013-02-18T14:07:00.000Z,178.2422,-38.39501,3.329,26.7221,ML,,GROPE,reviewed,manual,nz1dr,15,10,7,0.094,193,0.20972,0.241,3,2008
2880682,earthquake,2008-03-16 15:26:50.421000+00:00,2013-02-18T14:07:00.000Z,174.81836,-40.07929,2.87,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,34,27,6,0.347,111,0.37998,0.27,3,2008
2880668,earthquake,2008-03-16 14:45:11.475000+00:00,2013-02-18T14:07:00.000Z,175.38287,-38.7836,3.538,205.9315,ML,,GROPE,reviewed,manual,nz1dr,33,26,18,0.292,203,0.23672,0.148,3,2008
2880666,earthquake,2008-03-16 14:39:35.515000+00:00,2013-02-18T14:07:00.000Z,176.71394,-39.83394,2.132,47.7538,ML,,GROPE,reviewed,manual,nz1dr,11,6,5,0.131,130,0.15575,0.138,3,2008
2880653,earthquake,2008-03-16 14:09:30.631000+00:00,2013-02-18T14:07:00.000Z,174.03835,-41.6252,2.157,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,10,0.152,83,0.26728,0.294,3,2008
2880637,earthquake,2008-03-16 13:26:52.752000+00:00,2013-02-18T14:07:00.000Z,167.79153,-44.56348,2.36,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,7,10,0.147,210,0.17899,0.251,3,2008
2880619,earthquake,2008-03-16 12:47:45.872000+00:00,2013-02-18T14:07:00.000Z,167.36063,-44.68162,2.118,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,5,0.404,229,0.35556,0.358,3,2008
2880617,earthquake,2008-03-16 12:42:30.626000+00:00,2013-02-18T14:07:00.000Z,175.41245,-39.43851,1.824,11.0732,ML,,GROPE,reviewed,manual,nz1dr,18,14,16,0.069,115,0.19058,0.221,3,2008
2880599,earthquake,2008-03-16 11:58:20.851000+00:00,2013-02-18T14:07:00.000Z,174.07292,-41.82933,1.844,10.3704,ML,,GROPE,reviewed,manual,nz1dr,8,5,5,0.131,161,0.22002,0.054,3,2008
2880584,earthquake,2008-03-16 11:23:43.298000+00:00,2013-02-18T14:07:00.000Z,175.75079,-40.89218,1.904,31.7061,ML,,GROPE,reviewed,manual,nz1dr,8,5,3,0.153,112,0.07831,0.056,3,2008
2880582,earthquake,2008-03-16 11:19:02.951000+00:00,2013-02-18T14:07:00.000Z,175.97186,-40.81718,2.436,51.3434,ML,,GROPE,reviewed,manual,nz1dr,19,14,8,0.076,135,0.14619,0.191,3,2008
2880580,earthquake,2008-03-16 11:11:43.052000+00:00,2013-02-18T14:07:00.000Z,174.07542,-41.83039,2.698,13.4341,ML,,GROPE,reviewed,manual,nz1dr,22,18,6,0.13,140,0.15873,0.144,3,2008
2880767,earthquake,2008-03-16 10:54:16.335000+00:00,2013-02-18T14:07:00.000Z,172.70621,-41.2956,2.515,139.2485,ML,,GROPE,reviewed,manual,nz1dr,12,7,3,0.487,108,0.19473,0.26,3,2008
2880573,earthquake,2008-03-16 10:54:02.803000+00:00,2013-02-18T14:07:00.000Z,168.89061,-43.95859,2.532,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,11,0.139,194,0.29355,0.222,3,2008
2880764,earthquake,2008-03-16 10:35:01.503000+00:00,2013-02-18T14:07:00.000Z,165.78052,-47.40174,2.878,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,6,1.612,328,0.29226,0.204,3,2008
2880566,earthquake,2008-03-16 10:34:15.671000+00:00,2013-02-18T14:07:00.000Z,178.34714,-37.61947,3.63,67.5171,ML,,GROPE,reviewed,manual,nz1dr,17,11,8,0.064,217,0.2247,0.163,3,2008
2880560,earthquake,2008-03-16 10:20:40.814000+00:00,2013-03-13T11:22:00.000Z,173.83823,-40.69614,4.2,95.239,Mw,,GROPE,reviewed,manual,nz1dr,64,59,0,0.124,96,0.21495,0.0,3,2008
