publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
2206717,earthquake,2004-03-30 11:38:39.758000+00:00,2010-01-13T22:37:00.000Z,177.85309,-37.99629,2.507,73.9146,ML,,GROPE,reviewed,manual,nz1dr,9,4,4,0.328,155,0.20767,0.067,3,2004
2206714,earthquake,2004-03-30 11:33:46.469000+00:00,2010-01-13T22:37:00.000Z,179.21017,-37.78519,3.146,18.608,ML,,GROPE,reviewed,manual,nz1dr,6,4,4,0.75,301,0.07373,0.156,3,2004
2206711,earthquake,2004-03-30 11:27:36.206000+00:00,2010-01-13T22:37:00.000Z,174.57907,-41.38644,1.673,27.0429,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.121,319,0.07051,0.077,3,2004
2206709,earthquake,2004-03-30 11:23:54.698000+00:00,2010-01-13T22:37:00.000Z,167.49948,-45.07201,2.692,84.5217,ML,,GROPE,reviewed,manual,nz1dr,10,5,3,0.302,125,0.16206,0.24,3,2004
2206706,earthquake,2004-03-30 11:13:17.205000+00:00,2010-01-13T22:37:00.000Z,177.86499,-36.72775,2.93,139.271,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.906,316,0.11639,0.185,3,2004
2206682,earthquake,2004-03-30 09:53:56.503000+00:00,2010-01-13T22:37:00.000Z,172.97433,-41.34843,2.43,96.4935,ML,,GROPE,reviewed,manual,nz1dr,14,8,3,0.332,100,0.20246,0.322,3,2004
2206680,earthquake,2004-03-30 09:43:09.138000+00:00,2010-01-13T22:37:00.000Z,166.98836,-45.66034,1.73,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.226,281,0.09748,0.054,3,2004
2206676,earthquake,2004-03-30 09:31:31.314000+00:00,2010-01-13T22:37:00.000Z,177.61711,-39.09969,2.376,10.7492,ML,,GROPE,reviewed,manual,nz1dr,9,5,4,0.088,231,0.212,0.164,3,2004
2206667,earthquake,2004-03-30 08:59:31.985000+00:00,2010-01-13T22:37:00.000Z,177.15556,-37.00564,3.173,274.9713,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,1.36,304,0.06352,0.045,3,2004
2206657,earthquake,2004-03-30 08:38:45.231000+00:00,2010-01-13T22:37:00.000Z,167.20644,-45.66434,1.753,12.0,ML,,GROPE,reviewed,manual,nz1dr,7,3,2,0.201,235,0.10108,0.105,3,2004
2206653,earthquake,2004-03-30 08:24:46.981000+00:00,2010-01-13T22:37:00.000Z,175.40421,-39.09161,2.943,123.4843,ML,,GROPE,reviewed,manual,nz1dr,13,8,5,0.138,204,0.17638,0.217,3,2004
2206636,earthquake,2004-03-30 07:18:22.385000+00:00,2010-01-13T22:37:00.000Z,167.0464,-45.13314,2.044,17.8953,ML,,GROPE,reviewed,manual,nz1dr,8,4,2,0.083,207,0.15724,0.02,3,2004
2206620,earthquake,2004-03-30 06:08:25.636000+00:00,2010-01-13T22:37:00.000Z,175.90137,-38.46997,3.419,168.8147,ML,,GROPE,reviewed,manual,nz1dr,16,11,10,0.602,229,0.20315,0.278,3,2004
2206608,earthquake,2004-03-30 05:34:25.411000+00:00,2010-01-13T22:37:00.000Z,178.24834,-38.14515,2.867,9.2029,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.072,194,0.06681,0.152,3,2004
2206603,earthquake,2004-03-30 05:24:05.641000+00:00,2010-01-13T22:37:00.000Z,175.58908,-40.97645,2.584,27.7847,ML,,GROPE,reviewed,manual,nz1dr,14,7,10,0.195,140,0.11523,0.152,3,2004
2206598,earthquake,2004-03-30 05:14:04.977000+00:00,2010-01-13T22:37:00.000Z,178.06807,-35.08567,3.887,152.4161,ML,,GROPE,reviewed,manual,nz1dr,13,7,9,2.481,339,0.18194,0.161,3,2004
2206594,earthquake,2004-03-30 05:03:53.344000+00:00,2010-01-13T22:37:00.000Z,172.66707,-41.12371,2.4,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,4,0.314,120,0.15946,0.319,3,2004
2206538,earthquake,2004-03-30 02:28:40.140000+00:00,2010-01-13T22:37:00.000Z,176.04274,-38.45119,3.184,158.568,ML,,GROPE,reviewed,manual,nz1dr,9,7,3,0.677,230,0.23887,0.149,3,2004
2206530,earthquake,2004-03-30 01:59:26.215000+00:00,2010-01-13T22:37:00.000Z,173.15465,-42.42406,2.358,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,3,0.286,152,0.08382,0.133,3,2004
2206509,earthquake,2004-03-30 00:45:11.783000+00:00,2010-01-13T22:37:00.000Z,177.05673,-39.49402,3.137,23.9589,ML,,GROPE,reviewed,manual,nz1dr,19,11,11,0.546,150,0.21937,0.263,3,2004
2206502,earthquake,2004-03-30 00:27:06.778000+00:00,2010-01-13T22:37:00.000Z,167.07573,-45.12873,2.467,21.1747,ML,,GROPE,reviewed,manual,nz1dr,10,5,4,0.076,125,0.29682,0.111,3,2004
2206493,earthquake,2004-03-29 23:58:29.504000+00:00,2010-01-13T22:37:00.000Z,173.5614,-41.17527,2.369,64.7031,ML,,GROPE,reviewed,manual,nz1dr,15,7,3,0.144,139,0.14828,0.126,3,2004
2206488,earthquake,2004-03-29 23:46:46.766000+00:00,2010-01-13T22:37:00.000Z,173.75285,-42.29459,2.623,45.1056,ML,,GROPE,reviewed,manual,nz1dr,8,3,1,0.199,282,0.04065,0.0,3,2004
2206461,earthquake,2004-03-29 22:37:45.829000+00:00,2010-01-13T22:37:00.000Z,168.24039,-44.64065,2.843,79.6539,ML,,GROPE,reviewed,manual,nz1dr,14,7,7,0.227,149,0.30203,0.152,3,2004
2206455,earthquake,2004-03-29 22:21:57.394000+00:00,2010-01-13T22:37:00.000Z,178.16826,-38.33239,2.313,42.6686,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.268,254,0.18738,0.213,3,2004
2206435,earthquake,2004-03-29 21:15:12.075000+00:00,2010-01-13T22:37:00.000Z,175.8877,-38.7447,3.371,121.2851,ML,,GROPE,reviewed,manual,nz1dr,15,10,4,0.374,206,0.18144,0.253,3,2004
2206412,earthquake,2004-03-29 19:58:01.135000+00:00,2010-01-13T22:37:00.000Z,174.97571,-40.121,2.367,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,18,13,11,0.364,166,0.34753,0.231,3,2004
2206407,earthquake,2004-03-29 19:41:08.947000+00:00,2010-01-13T22:37:00.000Z,175.55153,-40.97879,3.156,20.1592,ML,,GROPE,reviewed,manual,nz1dr,21,15,10,0.185,131,0.30878,0.128,3,2004
2206397,earthquake,2004-03-29 19:19:26.782000+00:00,2010-01-13T22:37:00.000Z,177.83971,-36.82877,4.356,103.444,ML,,GROPE,reviewed,manual,nz1dr,17,11,7,0.823,241,0.13781,0.156,3,2004
2206369,earthquake,2004-03-29 18:09:09.380000+00:00,2010-01-13T22:37:00.000Z,172.91959,-42.6729,2.038,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,0.491,130,0.39485,0.315,3,2004
2206351,earthquake,2004-03-29 17:02:39.317000+00:00,2010-01-13T22:37:00.000Z,172.90485,-42.66929,2.268,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,7,7,0.481,128,0.38534,0.274,3,2004
2206339,earthquake,2004-03-29 16:19:33.418000+00:00,2010-01-13T22:37:00.000Z,174.9126,-40.07737,2.262,27.2496,ML,,GROPE,reviewed,manual,nz1dr,19,12,15,0.325,165,0.30772,0.206,3,2004
2206333,earthquake,2004-03-29 16:05:03.851000+00:00,2010-01-13T22:37:00.000Z,173.03616,-42.55527,1.803,20.9126,ML,,GROPE,reviewed,manual,nz1dr,8,3,3,0.398,178,0.18598,0.144,3,2004
2206328,earthquake,2004-03-29 15:34:56.282000+00:00,2010-01-13T22:37:00.000Z,176.8732,-39.71562,2.481,49.1697,ML,,GROPE,reviewed,manual,nz1dr,7,3,3,0.315,210,0.1007,0.157,3,2004
2206313,earthquake,2004-03-29 14:43:07.432000+00:00,2010-01-13T22:37:00.000Z,176.06654,-40.40171,2.367,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,6,0.311,139,0.28917,0.231,3,2004
2206301,earthquake,2004-03-29 14:07:26.603000+00:00,2010-01-13T22:37:00.000Z,177.83812,-39.21912,2.922,25.5796,ML,,GROPE,reviewed,manual,nz1dr,12,6,5,0.234,224,0.23813,0.289,3,2004
2206282,earthquake,2004-03-29 13:03:34.370000+00:00,2010-01-13T22:37:00.000Z,167.38618,-45.16685,2.719,92.901,ML,,GROPE,reviewed,manual,nz1dr,12,6,5,0.341,189,0.20457,0.172,3,2004
2206279,earthquake,2004-03-29 12:52:48.588000+00:00,2010-01-13T22:37:00.000Z,178.0873,-38.62092,1.813,25.6485,ML,,GROPE,reviewed,manual,nz1dr,8,3,2,0.04,331,0.12476,0.052,3,2004
2206269,earthquake,2004-03-29 12:02:16.516000+00:00,2010-01-13T22:37:00.000Z,167.00235,-45.63869,1.77,7.6949,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.203,281,0.19012,0.094,3,2004
2206267,earthquake,2004-03-29 11:54:11.539000+00:00,2010-01-13T22:37:00.000Z,166.9167,-45.13923,3.804,20.6341,ML,,GROPE,reviewed,manual,nz1dr,12,6,8,0.086,217,0.37695,0.119,3,2004
2206257,earthquake,2004-03-29 11:23:21.946000+00:00,2010-01-13T22:37:00.000Z,174.69498,-41.58304,2.112,27.6596,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.272,306,0.15078,0.213,3,2004
2206237,earthquake,2004-03-29 10:23:43.083000+00:00,2010-01-13T22:37:00.000Z,167.46904,-44.68517,2.291,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,2,0.326,252,0.1455,0.324,3,2004
2206238,earthquake,2004-03-29 10:22:55.418000+00:00,2010-01-13T22:37:00.000Z,177.70601,-38.17981,2.735,36.3087,ML,,GROPE,reviewed,manual,nz1dr,7,3,2,0.21,249,0.0586,0.428,3,2004
2206235,earthquake,2004-03-29 10:12:05.513000+00:00,2010-01-13T22:37:00.000Z,165.64212,-47.37077,3.056,10.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,3,2.637,337,0.02916,0.156,3,2004
2206228,earthquake,2004-03-29 09:44:34.407000+00:00,2010-01-13T22:37:00.000Z,174.25435,-41.68156,1.773,16.4806,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.076,259,0.12305,0.085,3,2004
2206222,earthquake,2004-03-29 09:22:55.261000+00:00,2010-01-13T22:37:00.000Z,172.76971,-42.77185,2.359,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,6,7,0.368,127,0.26414,0.226,3,2004
2206208,earthquake,2004-03-29 08:27:12.481000+00:00,2010-01-13T22:37:00.000Z,176.47186,-38.2237,1.764,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,3,0.03,186,0.31354,0.31,3,2004
2206204,earthquake,2004-03-29 08:09:05.195000+00:00,2010-01-13T22:37:00.000Z,176.97688,-39.57735,2.736,29.182,ML,,GROPE,reviewed,manual,nz1dr,15,10,13,0.462,172,0.45535,0.26,3,2004
2206198,earthquake,2004-03-29 07:48:22.212000+00:00,2010-01-13T22:37:00.000Z,166.84055,-45.25723,2.118,22.8364,ML,,GROPE,reviewed,manual,nz1dr,7,3,2,0.304,323,0.00472,0.085,3,2004
2206196,earthquake,2004-03-29 07:40:38.244000+00:00,2010-01-13T22:37:00.000Z,175.08214,-39.10026,3.039,214.0025,ML,,GROPE,reviewed,manual,nz1dr,11,9,3,0.369,207,0.3609,0.242,3,2004
2206194,earthquake,2004-03-29 07:31:25.576000+00:00,2010-01-13T22:37:00.000Z,166.87799,-45.18235,2.544,22.934,ML,,GROPE,reviewed,manual,nz1dr,11,5,5,0.19,261,0.16026,0.221,3,2004
2206190,earthquake,2004-03-29 07:14:03.419000+00:00,2010-01-13T22:37:00.000Z,167.10217,-45.03907,2.042,18.1404,ML,,GROPE,reviewed,manual,nz1dr,8,3,1,0.024,241,0.16014,0.0,3,2004
2206177,earthquake,2004-03-29 06:24:33.568000+00:00,2010-01-13T22:37:00.000Z,175.80949,-38.96486,2.948,86.9052,ML,,GROPE,reviewed,manual,nz1dr,19,11,8,0.214,156,0.16609,0.166,3,2004
2206151,earthquake,2004-03-29 05:19:38.645000+00:00,2010-01-13T22:37:00.000Z,174.73267,-40.87618,2.538,12.2988,ML,,GROPE,reviewed,manual,nz1dr,19,10,4,0.135,119,0.16448,0.158,3,2004
2206129,earthquake,2004-03-29 04:35:29.037000+00:00,2010-01-13T22:37:00.000Z,175.41614,-39.65248,2.82,69.0716,ML,,GROPE,reviewed,manual,nz1dr,31,16,8,0.348,74,0.18448,0.249,3,2004
2206104,earthquake,2004-03-29 03:51:00.500000+00:00,2010-01-13T22:37:00.000Z,175.95389,-38.22771,3.05,147.2023,ML,,GROPE,reviewed,manual,nz1dr,9,3,3,0.911,296,0.11925,0.145,3,2004
2206095,earthquake,2004-03-29 03:33:22.695000+00:00,2010-01-13T22:37:00.000Z,178.57617,-38.19318,2.675,37.2498,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.279,258,0.25302,0.062,3,2004
