publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
2202963,earthquake,2004-03-22 17:57:27.720000+00:00,2010-01-13T22:37:00.000Z,178.40254,-38.28294,2.173,7.065,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.239,271,0.05996,0.218,3,2004
2202962,earthquake,2004-03-22 17:56:17.991000+00:00,2010-01-13T22:37:00.000Z,177.87883,-39.21662,2.388,26.1809,ML,,GROPE,reviewed,manual,nz1dr,7,3,1,0.25,308,0.14133,0.0,3,2004
2202955,earthquake,2004-03-22 17:24:00.712000+00:00,2010-01-13T22:37:00.000Z,174.81898,-39.33852,1.862,30.0602,ML,,GROPE,reviewed,manual,nz1dr,14,7,7,0.217,184,0.24538,0.119,3,2004
2202953,earthquake,2004-03-22 17:13:49.753000+00:00,2010-01-13T22:37:00.000Z,177.92581,-38.64891,2.433,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,3,0.092,138,0.32497,0.16,3,2004
2202940,earthquake,2004-03-22 16:27:14.975000+00:00,2010-01-13T22:37:00.000Z,167.81906,-44.90426,2.144,64.7142,ML,,GROPE,reviewed,manual,nz1dr,9,4,4,0.242,222,0.27151,0.138,3,2004
2202930,earthquake,2004-03-22 15:56:44.331000+00:00,2010-01-13T22:37:00.000Z,168.20631,-44.53143,2.321,69.2483,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.246,271,0.38025,0.187,3,2004
2202923,earthquake,2004-03-22 15:32:48.490000+00:00,2010-01-13T22:37:00.000Z,178.22514,-35.494,3.241,209.1638,ML,,GROPE,reviewed,manual,nz1dr,9,5,4,2.067,340,0.08869,0.142,3,2004
2202914,earthquake,2004-03-22 14:59:09.504000+00:00,2010-01-13T22:37:00.000Z,175.6947,-38.63583,3.881,163.8131,ML,,GROPE,reviewed,manual,nz1dr,36,28,7,0.08,121,0.15976,0.085,3,2004
2202913,earthquake,2004-03-22 14:56:37.336000+00:00,2010-01-13T22:37:00.000Z,176.67476,-39.62318,2.162,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,6,6,0.432,178,0.49001,0.171,3,2004
2202902,earthquake,2004-03-22 14:15:00.468000+00:00,2010-01-13T22:37:00.000Z,175.52322,-38.66097,3.039,242.8768,ML,,GROPE,reviewed,manual,nz1dr,8,5,6,0.519,207,0.16719,0.189,3,2004
2202897,earthquake,2004-03-22 13:52:50.200000+00:00,2010-01-13T22:37:00.000Z,173.45667,-40.7762,3.315,104.143,ML,,GROPE,reviewed,manual,nz1dr,39,28,5,0.706,106,0.23992,0.171,3,2004
2202893,earthquake,2004-03-22 13:34:51.324000+00:00,2010-01-13T22:37:00.000Z,177.78442,-39.24592,2.132,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,3,2,0.238,287,0.38726,0.173,3,2004
2202890,earthquake,2004-03-22 13:20:51.195000+00:00,2010-01-13T22:37:00.000Z,176.41399,-38.26542,1.846,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.081,161,0.22794,0.073,3,2004
2202888,earthquake,2004-03-22 13:14:40.301000+00:00,2010-01-13T22:37:00.000Z,166.99727,-45.69474,2.226,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,2,0.254,287,0.29592,0.099,3,2004
2359164,earthquake,2004-03-22 13:13:15.433000+00:00,2010-01-13T22:37:00.000Z,176.38902,-38.25139,1.565,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,0.095,171,0.22629,0.251,3,2004
2359159,earthquake,2004-03-22 13:13:01.197000+00:00,2010-01-13T22:37:00.000Z,176.40919,-38.21657,1.886,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,3,0.079,174,0.20142,0.282,3,2004
2359167,earthquake,2004-03-22 13:12:53.438000+00:00,2010-01-13T22:37:00.000Z,176.45959,-38.31233,1.651,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,3,0.088,220,0.18303,0.273,3,2004
2202887,earthquake,2004-03-22 13:09:03.905000+00:00,2010-01-13T22:37:00.000Z,167.05292,-45.01917,2.316,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,2,0.453,281,0.15761,0.095,3,2004
2202877,earthquake,2004-03-22 12:38:42.928000+00:00,2010-01-13T22:37:00.000Z,177.20294,-37.40999,2.6,152.4897,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.853,328,0.10082,0.239,3,2004
2202875,earthquake,2004-03-22 12:31:28.273000+00:00,2010-01-13T22:37:00.000Z,166.6656,-45.05682,2.415,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,4,4,0.535,287,0.22452,0.231,3,2004
2202873,earthquake,2004-03-22 12:18:38.378000+00:00,2010-01-13T22:37:00.000Z,166.83508,-45.30108,2.388,20.3937,ML,,GROPE,reviewed,manual,nz1dr,9,4,4,0.086,256,0.38623,0.145,3,2004
2202870,earthquake,2004-03-22 12:04:07.056000+00:00,2010-01-13T22:37:00.000Z,166.91812,-45.42574,2.95,22.0863,ML,,GROPE,reviewed,manual,nz1dr,10,7,7,0.171,281,0.27454,0.165,3,2004
2202869,earthquake,2004-03-22 12:00:24.935000+00:00,2010-01-13T22:37:00.000Z,177.98029,-38.5443,2.402,28.5517,ML,,GROPE,reviewed,manual,nz1dr,8,4,2,0.086,209,0.36092,0.146,3,2004
2202867,earthquake,2004-03-22 11:51:06.056000+00:00,2010-01-13T22:37:00.000Z,177.87883,-38.57021,2.564,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,5,0.133,98,0.44861,0.213,3,2004
2202855,earthquake,2004-03-22 11:02:50.145000+00:00,2010-01-13T22:37:00.000Z,171.18704,-43.52561,3.071,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,9,0.557,120,0.24522,0.178,3,2004
2202854,earthquake,2004-03-22 11:00:17.117000+00:00,2010-01-13T22:37:00.000Z,174.896,-40.16638,2.91,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,39,27,6,0.415,97,0.40829,0.136,3,2004
2202845,earthquake,2004-03-22 10:13:50.103000+00:00,2010-01-13T22:37:00.000Z,172.54257,-41.06876,2.303,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,3,3,0.242,161,0.09404,0.287,3,2004
2202844,earthquake,2004-03-22 10:09:57.466000+00:00,2010-01-13T22:37:00.000Z,167.05991,-45.77874,1.849,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,2,0.319,297,0.38238,0.017,3,2004
2202834,earthquake,2004-03-22 09:18:04.238000+00:00,2010-01-13T22:37:00.000Z,176.36174,-40.35455,2.168,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,5,5,0.338,145,0.37042,0.149,3,2004
2202828,earthquake,2004-03-22 08:55:08.348000+00:00,2010-01-13T22:37:00.000Z,172.53671,-41.06961,2.276,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,4,4,0.242,140,0.10779,0.229,3,2004
2202827,earthquake,2004-03-22 08:50:14.551000+00:00,2010-01-13T22:37:00.000Z,177.61552,-36.99257,3.019,84.828,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.793,294,0.22127,0.307,3,2004
2202822,earthquake,2004-03-22 08:38:13.211000+00:00,2010-01-13T22:37:00.000Z,172.77779,-42.45263,1.792,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,0.499,141,0.07799,0.069,3,2004
2202807,earthquake,2004-03-22 07:57:53.572000+00:00,2010-01-13T22:37:00.000Z,178.10953,-36.17027,3.217,188.6994,ML,,GROPE,reviewed,manual,nz1dr,11,6,5,1.4,331,0.20856,0.261,3,2004
2202796,earthquake,2004-03-22 07:18:30.198000+00:00,2010-01-13T22:37:00.000Z,172.72334,-42.28963,2.225,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.542,112,0.42246,0.093,3,2004
2202793,earthquake,2004-03-22 07:10:02.346000+00:00,2010-01-13T22:37:00.000Z,175.56,-39.28001,0.524,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.004,306,0.50751,0.182,3,2004
2202789,earthquake,2004-03-22 06:49:11.150000+00:00,2010-01-13T22:37:00.000Z,176.07266,-40.37562,2.376,38.1191,ML,,GROPE,reviewed,manual,nz1dr,14,8,2,0.326,149,0.25411,0.389,3,2004
2202785,earthquake,2004-03-22 06:43:12.363000+00:00,2010-01-13T22:37:00.000Z,166.83157,-45.20206,2.973,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,0.349,277,0.15824,0.287,3,2004
2202774,earthquake,2004-03-22 06:00:33.702000+00:00,2010-01-13T22:37:00.000Z,172.70888,-42.25718,2.197,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,4,5,0.514,106,0.17506,0.119,3,2004
2358783,earthquake,2004-03-22 05:49:39.737000+00:00,2010-01-13T22:37:00.000Z,176.9216,-36.88271,3.941,265.582,ML,,GROPE,reviewed,manual,nz1dr,17,14,11,1.298,271,0.3026,0.14,3,2004
2202771,earthquake,2004-03-22 05:49:07.211000+00:00,2010-01-13T22:37:00.000Z,176.75133,-38.0848,3.079,124.0878,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.333,282,0.13961,0.137,3,2004
2202768,earthquake,2004-03-22 05:39:09.349000+00:00,2010-01-13T22:37:00.000Z,174.05499,-39.71413,2.685,123.9886,ML,,GROPE,reviewed,manual,nz1dr,12,9,5,1.265,193,0.15208,0.267,3,2004
2202741,earthquake,2004-03-22 03:51:12.422000+00:00,2010-01-13T22:37:00.000Z,174.58214,-39.88552,3.556,114.5365,ML,,GROPE,reviewed,manual,nz1dr,44,32,6,0.336,79,0.26335,0.097,3,2004
2202734,earthquake,2004-03-22 03:28:25.675000+00:00,2010-01-13T22:37:00.000Z,176.06905,-40.44063,2.685,35.1809,ML,,GROPE,reviewed,manual,nz1dr,18,12,5,0.389,196,0.20191,0.28,3,2004
2202716,earthquake,2004-03-22 02:52:21.133000+00:00,2010-01-13T22:37:00.000Z,177.99051,-38.50899,2.059,29.8669,ML,,GROPE,reviewed,manual,nz1dr,8,3,1,0.115,227,0.36599,0.0,3,2004
2202706,earthquake,2004-03-22 02:33:21.186000+00:00,2010-01-13T22:37:00.000Z,178.00984,-38.50668,1.947,29.9217,ML,,GROPE,reviewed,manual,nz1dr,7,3,1,0.113,235,0.30271,0.0,3,2004
2202705,earthquake,2004-03-22 02:30:21.672000+00:00,2010-01-13T22:37:00.000Z,167.67398,-44.91864,2.645,89.5379,ML,,GROPE,reviewed,manual,nz1dr,10,5,3,0.303,182,0.26876,0.301,3,2004
2202685,earthquake,2004-03-22 01:25:11.619000+00:00,2010-01-13T22:37:00.000Z,173.14766,-42.58001,2.259,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,3,3,0.334,149,0.17002,0.187,3,2004
2202647,earthquake,2004-03-21 23:39:57.557000+00:00,2010-01-13T22:37:00.000Z,172.07982,-41.96326,1.982,87.3408,ML,,GROPE,reviewed,manual,nz1dr,7,4,1,0.299,149,0.10714,0.0,3,2004
2202634,earthquake,2004-03-21 23:11:11.911000+00:00,2010-01-13T22:37:00.000Z,178.10112,-38.62153,2.537,25.1208,ML,,GROPE,reviewed,manual,nz1dr,7,4,2,0.051,278,0.16304,0.121,3,2004
2202624,earthquake,2004-03-21 22:46:29.799000+00:00,2010-01-13T22:37:00.000Z,173.95602,-42.28997,2.629,16.7932,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.333,178,0.11862,0.308,3,2004
2202598,earthquake,2004-03-21 21:37:46.999000+00:00,2010-01-13T22:37:00.000Z,171.92496,-42.93033,2.552,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,7,0.294,96,0.17414,0.16,3,2004
2202596,earthquake,2004-03-21 21:35:12.199000+00:00,2010-01-13T22:37:00.000Z,173.95604,-42.01574,2.567,19.7388,ML,,GROPE,reviewed,manual,nz1dr,17,9,11,0.305,170,0.23232,0.133,3,2004
2202583,earthquake,2004-03-21 20:57:06.735000+00:00,2010-01-13T22:37:00.000Z,167.37415,-45.10669,3.324,108.7007,ML,,GROPE,reviewed,manual,nz1dr,11,6,5,0.392,199,0.13769,0.126,3,2004
2202579,earthquake,2004-03-21 20:37:36.455000+00:00,2010-01-13T22:37:00.000Z,177.81291,-39.18607,2.212,23.7037,ML,,GROPE,reviewed,manual,nz1dr,7,3,2,0.195,286,0.04081,0.256,3,2004
2202573,earthquake,2004-03-21 20:15:02.425000+00:00,2010-01-13T22:37:00.000Z,168.09146,-44.7476,2.756,83.744,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.138,158,0.20301,0.083,3,2004
2202537,earthquake,2004-03-21 18:02:38.536000+00:00,2010-01-13T22:37:00.000Z,175.84554,-38.82503,2.448,101.7837,ML,,GROPE,reviewed,manual,nz1dr,15,10,3,0.297,171,0.12908,0.196,3,2004
2202528,earthquake,2004-03-21 17:28:41.852000+00:00,2010-01-13T22:37:00.000Z,176.95549,-39.84998,2.74,43.8182,ML,,GROPE,reviewed,manual,nz1dr,11,6,5,0.195,168,0.14781,0.245,3,2004
2202517,earthquake,2004-03-21 16:49:57.786000+00:00,2010-01-13T22:37:00.000Z,174.90759,-39.29087,2.104,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,8,0.201,152,0.1109,0.188,3,2004
2202516,earthquake,2004-03-21 16:45:18.689000+00:00,2010-01-13T22:37:00.000Z,174.04169,-40.30098,2.707,110.1751,ML,,GROPE,reviewed,manual,nz1dr,21,14,6,0.906,140,0.16981,0.141,3,2004
2202515,earthquake,2004-03-21 16:43:31.431000+00:00,2010-01-13T22:37:00.000Z,173.95807,-39.08657,2.008,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,10,0.111,210,0.14767,0.331,3,2004
2202507,earthquake,2004-03-21 16:04:07.442000+00:00,2010-01-13T22:37:00.000Z,173.88612,-39.86452,2.92,140.7046,ML,,GROPE,reviewed,manual,nz1dr,24,17,8,0.528,132,0.20822,0.251,3,2004
2202504,earthquake,2004-03-21 15:50:00.671000+00:00,2010-01-13T22:37:00.000Z,175.72334,-39.48911,1.892,9.2322,ML,,GROPE,reviewed,manual,nz1dr,14,9,7,0.226,100,0.12564,0.154,3,2004
2202492,earthquake,2004-03-21 15:16:32.110000+00:00,2010-01-13T22:37:00.000Z,172.95442,-42.59327,1.536,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,3,0.468,181,0.16356,0.086,3,2004
2202489,earthquake,2004-03-21 15:02:57.029000+00:00,2010-01-13T22:37:00.000Z,178.1705,-35.70322,3.107,203.7124,ML,,GROPE,reviewed,manual,nz1dr,9,6,6,1.861,336,0.20758,0.141,3,2004
2202478,earthquake,2004-03-21 14:27:06.938000+00:00,2010-01-13T22:37:00.000Z,176.07471,-40.74276,2.839,44.0062,ML,,GROPE,reviewed,manual,nz1dr,33,24,14,0.144,158,0.17026,0.291,3,2004
2202439,earthquake,2004-03-21 12:10:39.317000+00:00,2010-01-13T22:37:00.000Z,177.42029,-38.71278,1.958,56.3522,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.368,184,0.17303,0.14,3,2004
2202437,earthquake,2004-03-21 12:06:25.198000+00:00,2010-01-13T22:37:00.000Z,175.41992,-39.14021,1.604,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,7,0.096,206,0.08686,0.202,3,2004
2202435,earthquake,2004-03-21 12:01:04.608000+00:00,2010-01-13T22:37:00.000Z,167.451,-44.86091,2.097,33.0,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.386,260,0.08553,0.147,3,2004
2202414,earthquake,2004-03-21 10:36:19.940000+00:00,2007-11-13T14:11:00.000Z,173.90192,-40.05047,-9.0,87.2947,ML,,GROPE,reviewed,manual,nz1dr,6,3,0,1.233,326,0.06116,0.0,3,2004
2202411,earthquake,2004-03-21 10:22:56.212000+00:00,2010-01-13T22:37:00.000Z,166.89363,-45.08084,2.902,20.1312,ML,,GROPE,reviewed,manual,nz1dr,13,7,7,0.131,266,0.09976,0.224,3,2004
2202407,earthquake,2004-03-21 10:00:47.900000+00:00,2010-01-13T22:37:00.000Z,167.54045,-44.41016,2.542,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,5,0.382,337,0.10592,0.192,3,2004
2202396,earthquake,2004-03-21 09:14:09.818000+00:00,2010-01-13T22:37:00.000Z,177.56784,-37.21397,3.627,100.5361,ML,,GROPE,reviewed,manual,nz1dr,18,15,6,1.106,238,0.1857,0.151,3,2004
2202392,earthquake,2004-03-21 09:01:21.001000+00:00,2007-11-13T14:11:00.000Z,173.90845,-40.3758,-9.0,104.3663,ML,,GROPE,reviewed,manual,nz1dr,6,3,0,0.933,319,0.09343,0.0,3,2004
2202386,earthquake,2004-03-21 08:47:33.273000+00:00,2010-01-13T22:37:00.000Z,172.74286,-40.88818,2.09,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,0.173,194,0.08754,0.304,3,2004
2202374,earthquake,2004-03-21 07:58:19.536000+00:00,2010-01-13T22:37:00.000Z,165.45514,-46.75813,3.092,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,4,1.751,327,0.42279,0.304,3,2004
2202373,earthquake,2004-03-21 07:52:36.131000+00:00,2010-01-13T22:37:00.000Z,174.2025,-41.43947,2.057,28.7404,ML,,GROPE,reviewed,manual,nz1dr,14,8,7,0.37,146,0.16712,0.116,3,2004
2202370,earthquake,2004-03-21 07:43:52.551000+00:00,2010-01-13T22:37:00.000Z,175.45377,-38.6624,4.107,220.3775,ML,,GROPE,reviewed,manual,nz1dr,48,33,12,0.346,121,0.23449,0.177,3,2004
2202283,earthquake,2004-03-21 02:14:27.524000+00:00,2010-01-13T22:37:00.000Z,177.87453,-38.49575,2.308,30.75,ML,,GROPE,reviewed,manual,nz1dr,6,4,2,0.176,103,0.17662,0.194,3,2004
2202239,earthquake,2004-03-20 23:59:46.842000+00:00,2010-01-13T22:37:00.000Z,167.17091,-44.96673,2.383,20.1405,ML,,GROPE,reviewed,manual,nz1dr,8,4,2,0.11,263,0.24345,0.011,3,2004
2202232,earthquake,2004-03-20 23:26:38.964000+00:00,2010-01-13T22:37:00.000Z,177.60413,-37.10986,2.844,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,0.72,306,0.17823,0.177,3,2004
2202192,earthquake,2004-03-20 21:31:56.842000+00:00,2010-01-13T22:37:00.000Z,176.95114,-37.42374,2.438,117.7704,ML,,GROPE,reviewed,manual,nz1dr,6,3,3,0.846,322,0.1866,0.039,3,2004
2202185,earthquake,2004-03-20 21:07:51.251000+00:00,2010-01-13T22:37:00.000Z,173.09114,-40.05035,2.187,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,3,0.887,320,0.28975,0.074,3,2004
2202169,earthquake,2004-03-20 20:17:56.704000+00:00,2010-01-13T22:37:00.000Z,175.32368,-39.68164,3.489,71.0798,ML,,GROPE,reviewed,manual,nz1dr,51,36,5,0.271,68,0.20634,0.16,3,2004
2202160,earthquake,2004-03-20 19:36:59.400000+00:00,2010-01-13T22:37:00.000Z,178.21429,-38.15715,2.532,9.3148,ML,,GROPE,reviewed,manual,nz1dr,6,4,3,0.09,175,0.23587,0.197,3,2004
2202158,earthquake,2004-03-20 19:26:09.699000+00:00,2010-01-13T22:37:00.000Z,168.08949,-44.75734,2.442,86.4387,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.143,155,0.25102,0.121,3,2004
2360477,earthquake,2004-03-20 19:09:34.976000+00:00,2010-01-13T22:37:00.000Z,178.16055,-38.1446,2.47,8.5301,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.104,145,0.26549,0.196,3,2004
2202151,earthquake,2004-03-20 19:08:42.263000+00:00,2010-01-13T22:37:00.000Z,178.17607,-38.14907,2.46,9.3155,ML,,GROPE,reviewed,manual,nz1dr,9,4,3,0.099,153,0.2408,0.255,3,2004
2202149,earthquake,2004-03-20 19:00:59.303000+00:00,2010-01-13T22:37:00.000Z,178.21973,-38.15699,2.52,11.0687,ML,,GROPE,reviewed,manual,nz1dr,11,5,4,0.089,178,0.24793,0.206,3,2004
2202141,earthquake,2004-03-20 18:34:50.425000+00:00,2010-01-13T22:37:00.000Z,176.30748,-38.88639,2.392,91.061,ML,,GROPE,reviewed,manual,nz1dr,12,8,4,0.315,146,0.17117,0.159,3,2004
2202136,earthquake,2004-03-20 18:13:03.673000+00:00,2010-01-13T22:37:00.000Z,176.53918,-40.25063,2.353,48.8688,ML,,GROPE,reviewed,manual,nz1dr,5,3,2,0.33,244,0.22314,0.241,3,2004
2360064,earthquake,2004-03-20 17:51:41.624000+00:00,2010-01-13T22:37:00.000Z,166.895,-45.28485,2.311,23.5921,ML,,GROPE,reviewed,manual,nz1dr,6,3,5,0.257,321,0.08262,0.169,3,2004
2360060,earthquake,2004-03-20 17:50:22.786000+00:00,2010-01-13T22:37:00.000Z,175.7458,-38.6995,2.896,149.5269,ML,,GROPE,reviewed,manual,nz1dr,11,8,5,0.343,195,0.28733,0.213,3,2004
2202130,earthquake,2004-03-20 17:47:59.104000+00:00,2010-01-13T22:37:00.000Z,-179.35869,-36.45938,2.982,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,2.17,350,0.04298,0.14,3,2004
2202122,earthquake,2004-03-20 17:09:40.591000+00:00,2010-01-13T22:37:00.000Z,173.2724,-41.16126,2.014,111.4191,ML,,GROPE,reviewed,manual,nz1dr,10,6,1,0.654,127,0.27244,0.0,3,2004
2202119,earthquake,2004-03-20 17:02:54.940000+00:00,2010-01-13T22:37:00.000Z,175.37189,-39.3055,1.355,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,8,7,0.149,209,0.24243,0.107,3,2004
2202110,earthquake,2004-03-20 16:23:53.703000+00:00,2010-01-13T22:37:00.000Z,176.98569,-39.59387,2.384,29.3641,ML,,GROPE,reviewed,manual,nz1dr,10,7,9,0.447,149,0.19517,0.316,3,2004
2202093,earthquake,2004-03-20 15:26:47.096000+00:00,2007-11-14T11:31:00.000Z,173.30316,-41.29885,-9.0,75.914,ML,,GROPE,reviewed,manual,nz1dr,6,3,0,0.098,177,0.13383,0.0,3,2004
2202092,earthquake,2004-03-20 15:22:29.684000+00:00,2010-01-13T22:37:00.000Z,174.27794,-40.28253,2.036,83.3128,ML,,GROPE,reviewed,manual,nz1dr,8,4,1,0.756,166,0.22271,0.0,3,2004
2202084,earthquake,2004-03-20 14:56:41.801000+00:00,2010-01-13T22:37:00.000Z,174.8326,-39.25299,2.074,30.7369,ML,,GROPE,reviewed,manual,nz1dr,15,9,11,0.139,168,0.16633,0.213,3,2004
2202079,earthquake,2004-03-20 14:36:53.545000+00:00,2010-01-13T22:37:00.000Z,177.52406,-37.82339,2.559,54.6778,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.512,211,0.21563,0.167,3,2004
2202072,earthquake,2004-03-20 14:08:41.088000+00:00,2010-01-13T22:37:00.000Z,179.88251,-35.98865,2.936,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,2.018,348,0.09753,0.101,3,2004
2358709,earthquake,2004-03-20 12:32:20.828000+00:00,2010-01-13T22:37:00.000Z,174.06064,-38.84059,2.135,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,6,5,0.614,305,0.17674,0.28,3,2004
2358710,earthquake,2004-03-20 12:31:22.364000+00:00,2010-01-13T22:37:00.000Z,177.97105,-38.40025,2.807,29.5116,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.223,132,0.28147,0.216,3,2004
2202046,earthquake,2004-03-20 12:29:21.707000+00:00,2010-01-13T22:37:00.000Z,167.02513,-45.67504,2.268,3.2492,ML,,GROPE,reviewed,manual,nz1dr,6,3,5,0.227,274,0.07355,0.125,3,2004
2202045,earthquake,2004-03-20 12:23:56.802000+00:00,2010-01-13T22:37:00.000Z,167.95244,-44.5831,2.506,83.3349,ML,,GROPE,reviewed,manual,nz1dr,7,3,5,0.094,341,0.14111,0.237,3,2004
2202042,earthquake,2004-03-20 12:09:31.319000+00:00,2010-01-13T22:37:00.000Z,177.55295,-37.81666,3.063,43.6153,ML,,GROPE,reviewed,manual,nz1dr,16,11,5,0.408,112,0.26178,0.137,3,2004
2202041,earthquake,2004-03-20 12:06:28.360000+00:00,2010-01-13T22:37:00.000Z,178.63293,-38.57002,2.154,47.2083,ML,,GROPE,reviewed,manual,nz1dr,5,3,2,0.47,295,0.17645,0.396,3,2004
2202032,earthquake,2004-03-20 11:39:38.113000+00:00,2010-01-13T22:37:00.000Z,177.58615,-38.77829,1.585,31.7811,ML,,GROPE,reviewed,manual,nz1dr,6,4,2,0.254,109,0.19568,0.209,3,2004
2202024,earthquake,2004-03-20 11:10:08.128000+00:00,2010-01-13T22:37:00.000Z,170.73698,-43.3385,2.172,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.262,178,0.17021,0.328,3,2004
2202017,earthquake,2004-03-20 10:47:39.773000+00:00,2010-01-13T22:37:00.000Z,175.08249,-39.0062,3.308,201.2915,ML,,GROPE,reviewed,manual,nz1dr,20,12,12,0.279,181,0.26218,0.26,3,2004
2202009,earthquake,2004-03-20 10:23:18.028000+00:00,2010-01-13T22:37:00.000Z,166.86819,-45.36005,2.22,22.8705,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.227,325,0.13459,0.275,3,2004
2202001,earthquake,2004-03-20 10:01:24.590000+00:00,2010-01-13T22:37:00.000Z,172.61604,-41.65684,2.35,81.7576,ML,,GROPE,reviewed,manual,nz1dr,14,9,3,0.241,94,0.15298,0.265,3,2004
2201999,earthquake,2004-03-20 09:55:30.681000+00:00,2010-01-13T22:37:00.000Z,177.47331,-39.36014,1.709,30.8117,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.37,259,0.28822,0.107,3,2004
2201997,earthquake,2004-03-20 09:46:11.750000+00:00,2007-11-13T14:11:00.000Z,173.45784,-41.05946,-9.0,83.3452,ML,,GROPE,reviewed,manual,nz1dr,6,3,0,0.17,272,0.04433,0.0,3,2004
2201995,earthquake,2004-03-20 09:42:35.639000+00:00,2010-01-13T22:37:00.000Z,177.4408,-39.27459,2.01,29.8659,ML,,GROPE,reviewed,manual,nz1dr,9,4,3,0.309,242,0.17225,0.154,3,2004
2201984,earthquake,2004-03-20 09:11:26.094000+00:00,2010-01-13T22:37:00.000Z,171.59454,-42.90557,2.147,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,5,0.512,119,0.28328,0.23,3,2004
2201956,earthquake,2004-03-20 07:52:00.629000+00:00,2010-01-13T22:37:00.000Z,166.95798,-45.23091,3.505,22.2074,ML,,GROPE,reviewed,manual,nz1dr,12,6,4,0.052,129,0.31089,0.16,3,2004
2201944,earthquake,2004-03-20 07:16:09.705000+00:00,2010-01-13T22:37:00.000Z,172.3414,-41.41567,2.466,22.175,ML,,GROPE,reviewed,manual,nz1dr,8,4,5,0.521,144,0.12358,0.263,3,2004
2201940,earthquake,2004-03-20 07:07:56.467000+00:00,2010-01-13T22:37:00.000Z,178.15135,-38.21576,2.405,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,3,0.165,163,0.38175,0.128,3,2004
