publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
3279465,earthquake,2010-03-23 05:39:39.740000+00:00,2013-07-09T16:14:00.000Z,175.07457,-41.14164,1.991,18.9854,ML,,GROPE,reviewed,manual,nz1dr,12,8,8,0.033,117,0.15375,0.238,3,2010
3279445,earthquake,2010-03-23 04:56:00.153000+00:00,2013-07-09T16:14:00.000Z,175.07518,-39.31995,1.915,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,11,10,0.212,220,0.08224,0.288,3,2010
3279441,earthquake,2010-03-23 04:45:45.326000+00:00,2013-07-09T16:14:00.000Z,178.51172,-38.67275,2.482,27.0757,ML,,GROPE,reviewed,manual,nz1dr,10,7,4,0.303,229,0.26089,0.287,3,2010
3279433,earthquake,2010-03-23 04:22:06.139000+00:00,2013-07-09T16:14:00.000Z,175.68413,-39.50585,1.727,16.9703,ML,,GROPE,reviewed,manual,nz1dr,13,9,8,0.111,219,0.13408,0.255,3,2010
3279427,earthquake,2010-03-23 04:01:04.394000+00:00,2013-07-09T16:14:00.000Z,175.11818,-39.34369,2.155,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,22,15,6,0.184,152,0.13857,0.159,3,2010
3279415,earthquake,2010-03-23 03:29:25.307000+00:00,2013-07-09T16:14:00.000Z,174.49487,-40.37409,3.132,61.3889,ML,,GROPE,reviewed,manual,nz1dr,50,45,17,0.581,80,0.3544,0.137,3,2010
3279396,earthquake,2010-03-23 02:43:40.679000+00:00,2013-07-09T16:14:00.000Z,174.87787,-40.09126,2.379,27.543,ML,,GROPE,reviewed,manual,nz1dr,21,15,15,0.345,149,0.32527,0.14,3,2010
3279798,earthquake,2010-03-23 02:43:33.241000+00:00,2013-07-09T16:15:00.000Z,166.83983,-45.35655,2.933,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,4,0.901,322,0.29533,0.284,3,2010
3279470,quarry blast,2010-03-23 02:32:01.102000+00:00,2013-07-09T16:14:00.000Z,170.42999,-45.36,2.092,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,3,0.349,197,0.29366,0.284,3,2010
3279392,earthquake,2010-03-23 02:31:28.709000+00:00,2013-07-09T16:14:00.000Z,175.20218,-41.2368,2.716,29.1077,ML,,GROPE,reviewed,manual,nz1dr,29,24,15,0.164,62,0.17652,0.156,3,2010
3279388,earthquake,2010-03-23 02:21:47.507000+00:00,2013-07-09T16:14:00.000Z,177.39195,-40.46361,3.804,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,71,63,59,0.592,111,0.21278,0.227,3,2010
3279359,earthquake,2010-03-23 01:31:37.781000+00:00,2013-07-09T16:14:00.000Z,177.74214,-39.40625,2.14,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,8,6,0.282,217,0.261,0.119,3,2010
3279356,earthquake,2010-03-23 01:25:21.527000+00:00,2013-07-09T16:14:00.000Z,176.07315,-38.30512,3.393,138.7616,ML,,GROPE,reviewed,manual,nz1dr,19,14,21,0.818,221,0.23312,0.367,3,2010
3279334,earthquake,2010-03-23 00:38:00.338000+00:00,2013-07-09T16:14:00.000Z,174.48366,-40.79764,2.493,23.8869,ML,,GROPE,reviewed,manual,nz1dr,18,13,5,0.33,172,0.24119,0.112,3,2010
3279328,earthquake,2010-03-23 00:18:09.461000+00:00,2013-07-09T16:14:00.000Z,178.35608,-35.93092,3.681,203.0939,ML,,GROPE,reviewed,manual,nz1dr,12,9,4,1.881,336,0.17906,0.139,3,2010
3279317,earthquake,2010-03-22 23:46:52.157000+00:00,2013-07-09T16:14:00.000Z,177.85258,-38.69054,2.162,17.0835,ML,,GROPE,reviewed,manual,nz1dr,9,7,4,0.073,120,0.39772,0.035,3,2010
3279269,earthquake,2010-03-22 21:41:30.005000+00:00,2013-07-09T16:14:00.000Z,177.34526,-37.11531,3.28,182.964,ML,,GROPE,reviewed,manual,nz1dr,10,6,6,1.159,299,0.17181,0.19,3,2010
3279246,earthquake,2010-03-22 20:31:54.493000+00:00,2013-07-09T16:14:00.000Z,175.84467,-39.44125,2.161,56.7951,ML,,GROPE,reviewed,manual,nz1dr,15,9,2,0.078,145,0.28473,0.119,3,2010
3279213,earthquake,2010-03-22 18:55:45.252000+00:00,2013-07-09T16:14:00.000Z,175.84178,-39.32277,2.53,58.8883,ML,,GROPE,reviewed,manual,nz1dr,17,12,5,0.11,78,0.27928,0.229,3,2010
3286650,earthquake,2010-03-22 18:55:14.102000+00:00,2013-07-09T16:21:00.000Z,171.42905,-42.96568,2.074,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,3,0.52,177,0.28765,0.074,3,2010
3279187,earthquake,2010-03-22 17:31:12.112000+00:00,2013-07-09T16:14:00.000Z,175.70291,-39.30787,1.534,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,5,4,0.127,307,0.22583,0.257,3,2010
3279169,earthquake,2010-03-22 16:48:54.908000+00:00,2013-07-09T16:14:00.000Z,175.94191,-40.50608,1.899,24.8232,ML,,GROPE,reviewed,manual,nz1dr,14,7,7,0.055,84,0.2307,0.231,3,2010
3279151,earthquake,2010-03-22 16:02:51.803000+00:00,2013-07-09T16:14:00.000Z,172.37799,-41.70763,2.349,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,9,0.398,102,0.28204,0.259,3,2010
3279144,earthquake,2010-03-22 15:35:17.686000+00:00,2013-07-09T16:14:00.000Z,176.30035,-40.69705,2.299,30.3187,ML,,GROPE,reviewed,manual,nz1dr,14,8,7,0.044,242,0.15964,0.241,3,2010
3279129,earthquake,2010-03-22 14:56:31.292000+00:00,2013-07-09T16:14:00.000Z,178.41068,-38.94467,2.307,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,8,4,0.445,242,0.29942,0.179,3,2010
3286643,earthquake,2010-03-22 14:52:31.890000+00:00,2013-07-09T16:21:00.000Z,175.56,-39.28001,1.102,0.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.004,246,0.30528,0.238,3,2010
3279126,earthquake,2010-03-22 14:50:55.576000+00:00,2013-07-09T16:14:00.000Z,165.81047,-46.16609,3.171,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,8,9,1.513,305,0.40769,0.183,3,2010
3279125,earthquake,2010-03-22 14:46:11.194000+00:00,2013-07-09T16:14:00.000Z,176.60457,-40.38258,1.761,22.217,ML,,GROPE,reviewed,manual,nz1dr,10,5,5,0.117,220,0.23109,0.088,3,2010
3279119,earthquake,2010-03-22 14:29:28.446000+00:00,2013-07-09T16:14:00.000Z,176.92274,-39.73343,2.033,36.8558,ML,,GROPE,reviewed,manual,nz1dr,12,8,7,0.072,131,0.21692,0.18,3,2010
3279116,earthquake,2010-03-22 14:22:24.129000+00:00,2013-07-09T16:14:00.000Z,177.75763,-37.37237,2.289,87.6994,ML,,GROPE,reviewed,manual,nz1dr,6,4,3,0.385,301,0.16148,0.183,3,2010
3279112,earthquake,2010-03-22 14:12:03.162000+00:00,2013-07-09T16:14:00.000Z,175.04979,-39.74166,2.16,29.8478,ML,,GROPE,reviewed,manual,nz1dr,17,13,12,0.052,86,0.21383,0.139,3,2010
3286634,earthquake,2010-03-22 13:05:53.168000+00:00,2013-07-09T16:21:00.000Z,175.4053,-39.2388,1.792,21.3596,ML,,GROPE,reviewed,manual,nz1dr,12,8,6,0.113,245,0.08864,0.248,3,2010
3279085,earthquake,2010-03-22 13:05:50.683000+00:00,2013-07-09T16:14:00.000Z,170.99463,-43.09022,2.795,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,6,0.19,110,0.16064,0.282,3,2010
3286617,earthquake,2010-03-22 12:26:35.684000+00:00,2013-07-09T16:21:00.000Z,173.09596,-40.6898,2.694,163.0284,ML,,GROPE,reviewed,manual,nz1dr,11,7,2,0.452,206,0.20081,0.078,3,2010
3279071,earthquake,2010-03-22 12:25:36.568000+00:00,2013-07-09T16:14:00.000Z,165.66673,-47.63483,3.904,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,8,1.774,327,0.24427,0.216,3,2010
3279047,earthquake,2010-03-22 11:08:33.600000+00:00,2013-07-09T16:14:00.000Z,167.1882,-44.56638,3.221,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,9,9,0.538,264,0.26645,0.259,3,2010
3279044,earthquake,2010-03-22 10:59:52.431000+00:00,2013-07-09T16:14:00.000Z,167.12463,-44.29517,3.68,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,11,15,0.688,266,0.45093,0.163,3,2010
3279040,earthquake,2010-03-22 10:48:41.029000+00:00,2013-07-09T16:14:00.000Z,167.11354,-44.33401,3.373,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,9,0.674,278,0.31028,0.192,3,2010
3286609,earthquake,2010-03-22 10:48:29.978000+00:00,2013-07-09T16:21:00.000Z,172.83913,-41.06701,2.238,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,0.336,156,0.22624,0.378,3,2010
3279028,earthquake,2010-03-22 10:04:29.991000+00:00,2013-07-09T16:14:00.000Z,-179.66153,-38.70845,3.155,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,12,4,1.685,301,0.23171,0.107,3,2010
3279021,earthquake,2010-03-22 09:43:28.027000+00:00,2013-07-09T16:14:00.000Z,177.13757,-39.70325,2.442,47.1116,ML,,GROPE,reviewed,manual,nz1dr,10,6,3,0.063,181,0.10151,0.073,3,2010
3279018,earthquake,2010-03-22 09:34:41.545000+00:00,2013-07-09T16:14:00.000Z,177.86974,-38.99253,2.238,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,5,0.069,161,0.35563,0.111,3,2010
3279010,earthquake,2010-03-22 09:14:30.046000+00:00,2013-07-09T16:14:00.000Z,175.86618,-38.22652,3.107,186.5112,ML,,GROPE,reviewed,manual,nz1dr,10,7,10,0.98,240,0.16701,0.392,3,2010
3278999,earthquake,2010-03-22 08:48:49.774000+00:00,2013-07-09T16:14:00.000Z,177.82243,-38.9169,2.49,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,5,0.048,97,0.19132,0.216,3,2010
3278990,earthquake,2010-03-22 08:25:07.567000+00:00,2013-07-09T16:14:00.000Z,176.3802,-40.07761,2.503,57.8458,ML,,GROPE,reviewed,manual,nz1dr,31,19,6,0.048,51,0.26532,0.093,3,2010
3278978,earthquake,2010-03-22 07:51:22.519000+00:00,2013-07-09T16:14:00.000Z,174.16069,-41.38041,2.597,34.0741,ML,,GROPE,reviewed,manual,nz1dr,22,16,7,0.172,101,0.26756,0.116,3,2010
3278969,earthquake,2010-03-22 07:31:23.659000+00:00,2013-07-09T16:14:00.000Z,177.86847,-38.96616,1.938,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,3,2,0.043,234,0.21992,0.14,3,2010
3278958,earthquake,2010-03-22 07:04:03.038000+00:00,2013-07-09T16:14:00.000Z,175.60912,-40.96491,2.119,27.4993,ML,,GROPE,reviewed,manual,nz1dr,11,6,4,0.097,128,0.09279,0.129,3,2010
3278952,earthquake,2010-03-22 06:45:10.321000+00:00,2013-07-09T16:14:00.000Z,171.95618,-41.76011,2.478,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.114,110,0.14345,0.336,3,2010
3278947,earthquake,2010-03-22 06:30:43.369000+00:00,2013-07-09T16:14:00.000Z,171.93596,-41.76135,3.18,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,20,14,7,0.098,108,0.36649,0.284,3,2010
3278913,earthquake,2010-03-22 04:58:49.269000+00:00,2013-07-09T16:14:00.000Z,176.82378,-40.14383,2.38,14.5636,ML,,GROPE,reviewed,manual,nz1dr,15,9,6,0.115,198,0.33682,0.162,3,2010
3278880,earthquake,2010-03-22 03:39:21.174000+00:00,2013-07-09T16:14:00.000Z,176.04318,-38.37061,3.356,146.4634,ML,,GROPE,reviewed,manual,nz1dr,13,9,8,0.87,238,0.1745,0.269,3,2010
3278867,earthquake,2010-03-22 03:11:59.154000+00:00,2013-07-09T16:14:00.000Z,173.65057,-41.65733,2.529,46.7078,ML,,GROPE,reviewed,manual,nz1dr,14,9,6,0.179,90,0.33996,0.118,3,2010
3278844,earthquake,2010-03-22 02:15:24.341000+00:00,2013-07-10T13:51:00.000Z,178.37952,-38.82119,2.505,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,2,0.496,282,0.32369,0.119,3,2010
3278836,earthquake,2010-03-22 01:54:00.763000+00:00,2013-07-09T16:14:00.000Z,177.00464,-39.79033,2.36,47.2716,ML,,GROPE,reviewed,manual,nz1dr,13,8,6,0.099,181,0.23898,0.171,3,2010
3278835,earthquake,2010-03-22 01:51:51.984000+00:00,2013-07-09T16:14:00.000Z,178.47516,-38.0677,2.238,17.5859,ML,,GROPE,reviewed,manual,nz1dr,6,3,1,0.172,279,0.07489,0.12,3,2010
3278827,earthquake,2010-03-22 01:30:07.054000+00:00,2013-07-09T16:14:00.000Z,176.35767,-40.06358,2.495,58.8022,ML,,GROPE,reviewed,manual,nz1dr,18,11,11,0.063,55,0.20823,0.136,3,2010
3278813,earthquake,2010-03-22 00:59:38.862000+00:00,2013-07-09T16:14:00.000Z,178.36081,-38.36396,2.449,22.483,ML,,GROPE,reviewed,manual,nz1dr,9,5,3,0.171,241,0.13427,0.056,3,2010
3278798,earthquake,2010-03-22 00:23:32.517000+00:00,2013-07-09T16:13:00.000Z,176.76511,-40.06709,2.674,45.6047,ML,,GROPE,reviewed,manual,nz1dr,25,14,5,0.082,141,0.24601,0.208,3,2010
3278796,earthquake,2010-03-22 00:18:04.921000+00:00,2013-07-09T16:13:00.000Z,172.97607,-42.31103,2.409,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,5,5,0.432,119,0.40711,0.353,3,2010
3278788,earthquake,2010-03-21 23:51:05.482000+00:00,2013-07-09T16:13:00.000Z,176.06664,-37.72418,3.293,161.4396,ML,,GROPE,reviewed,manual,nz1dr,23,17,18,0.984,254,0.17638,0.326,3,2010
3278786,earthquake,2010-03-21 23:46:28.871000+00:00,2013-07-09T16:13:00.000Z,177.83124,-38.99483,2.431,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,4,0.081,130,0.29038,0.113,3,2010
3278785,earthquake,2010-03-21 23:42:45.526000+00:00,2013-07-09T16:13:00.000Z,171.00253,-43.08428,2.903,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,4,0.195,112,0.14639,0.254,3,2010
3278776,earthquake,2010-03-21 23:15:06.850000+00:00,2013-07-09T16:13:00.000Z,175.45457,-38.97192,1.818,13.4401,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.101,303,0.12519,0.165,3,2010
3278745,earthquake,2010-03-21 21:59:11.106000+00:00,2013-07-09T16:13:00.000Z,175.74187,-38.50515,3.413,153.8733,ML,,GROPE,reviewed,manual,nz1dr,26,20,20,0.843,221,0.3358,0.189,3,2010
3278721,earthquake,2010-03-21 20:55:13.974000+00:00,2013-07-09T16:13:00.000Z,175.59186,-40.99374,2.379,30.1626,ML,,GROPE,reviewed,manual,nz1dr,15,10,5,0.111,119,0.21092,0.086,3,2010
3278715,earthquake,2010-03-21 20:40:42.178000+00:00,2013-07-09T16:13:00.000Z,176.65074,-39.91784,2.032,43.1948,ML,,GROPE,reviewed,manual,nz1dr,9,5,4,0.199,130,0.28802,0.055,3,2010
3278712,earthquake,2010-03-21 20:32:07.418000+00:00,2013-07-09T16:13:00.000Z,178.75694,-38.66101,2.872,23.9496,ML,,GROPE,reviewed,manual,nz1dr,20,13,8,0.465,251,0.27183,0.352,3,2010
3278703,earthquake,2010-03-21 20:11:49.860000+00:00,2013-07-09T16:13:00.000Z,176.69601,-39.63342,1.917,30.5445,ML,,GROPE,reviewed,manual,nz1dr,12,7,6,0.187,105,0.28733,0.081,3,2010
3278680,earthquake,2010-03-21 19:10:10.557000+00:00,2013-07-09T16:13:00.000Z,175.66702,-39.70364,2.106,22.9415,ML,,GROPE,reviewed,manual,nz1dr,11,7,7,0.302,209,0.10442,0.199,3,2010
3278678,earthquake,2010-03-21 19:05:10.748000+00:00,2013-07-09T16:13:00.000Z,172.29573,-41.91787,2.51,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,4,0.405,223,0.2118,0.365,3,2010
3278656,earthquake,2010-03-21 17:52:40.828000+00:00,2013-07-10T13:50:00.000Z,177.03546,-39.53425,2.147,36.4416,ML,,GROPE,reviewed,manual,nz1dr,9,6,5,0.13,215,0.26864,0.146,3,2010
3278630,earthquake,2010-03-21 16:37:38.221000+00:00,2013-07-09T16:13:00.000Z,177.52954,-36.27392,3.241,178.8185,ML,,GROPE,reviewed,manual,nz1dr,15,9,9,1.43,315,0.29904,0.374,3,2010
3287610,earthquake,2010-03-21 16:30:27.685000+00:00,2013-07-09T16:21:00.000Z,176.77353,-40.10107,2.1,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,5,0.096,167,0.39169,0.18,3,2010
3278627,earthquake,2010-03-21 16:27:41.689000+00:00,2013-07-09T16:13:00.000Z,174.96262,-40.16291,1.483,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,0.406,179,0.17571,0.218,3,2010
3278624,earthquake,2010-03-21 16:15:26.761000+00:00,2013-07-09T16:13:00.000Z,172.92836,-42.14103,2.675,49.2518,ML,,GROPE,reviewed,manual,nz1dr,16,10,4,0.377,78,0.30808,0.099,3,2010
3278618,earthquake,2010-03-21 15:58:59.708000+00:00,2013-07-09T16:13:00.000Z,175.97734,-38.61431,1.357,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,7,3,0.048,149,0.24898,0.149,3,2010
3278611,earthquake,2010-03-21 15:42:00.677000+00:00,2013-07-09T16:13:00.000Z,175.6553,-39.53249,1.634,16.1863,ML,,GROPE,reviewed,manual,nz1dr,10,6,7,0.145,163,0.12328,0.215,3,2010
3278607,earthquake,2010-03-21 15:28:43.913000+00:00,2013-07-09T16:13:00.000Z,176.32352,-40.53732,2.761,23.8057,ML,,GROPE,reviewed,manual,nz1dr,38,31,16,0.138,145,0.31294,0.154,3,2010
3278581,earthquake,2010-03-21 14:07:07.284000+00:00,2013-07-09T16:13:00.000Z,177.90929,-38.5406,2.429,24.8311,ML,,GROPE,reviewed,manual,nz1dr,22,16,4,0.11,103,0.33804,0.093,3,2010
3278578,earthquake,2010-03-21 14:01:30.591000+00:00,2013-07-09T16:13:00.000Z,166.94765,-44.52373,2.868,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,8,1.185,272,0.4233,0.279,3,2010
3278577,earthquake,2010-03-21 13:57:03.067000+00:00,2013-07-09T16:13:00.000Z,177.90637,-38.54254,2.377,25.3275,ML,,GROPE,reviewed,manual,nz1dr,21,16,8,0.111,103,0.30055,0.18,3,2010
3278573,earthquake,2010-03-21 13:44:26.285000+00:00,2013-07-09T16:13:00.000Z,174.63368,-37.82157,1.791,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,8,4,0.693,191,0.22569,0.183,3,2010
3278571,earthquake,2010-03-21 13:38:11.414000+00:00,2013-07-09T16:13:00.000Z,174.77757,-40.75541,2.119,18.0959,ML,,GROPE,reviewed,manual,nz1dr,13,9,9,0.146,180,0.17289,0.182,3,2010
3278570,earthquake,2010-03-21 13:34:35.021000+00:00,2013-07-09T16:13:00.000Z,179.40205,-37.46499,2.376,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,5,0.861,330,0.17037,0.168,3,2010
3278565,earthquake,2010-03-21 13:25:33.223000+00:00,2013-07-09T16:13:00.000Z,179.37224,-37.47461,2.222,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,4,0.835,332,0.20478,0.107,3,2010
3278563,earthquake,2010-03-21 13:20:52.913000+00:00,2013-07-09T16:13:00.000Z,177.91795,-38.53994,2.554,24.2258,ML,,GROPE,reviewed,manual,nz1dr,26,18,4,0.113,104,0.24144,0.094,3,2010
3278559,earthquake,2010-03-21 13:08:58.084000+00:00,2013-07-09T16:13:00.000Z,166.82253,-44.36549,2.835,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,1.362,312,0.2557,0.266,3,2010
3287555,earthquake,2010-03-21 13:07:08.888000+00:00,2013-07-09T16:21:00.000Z,173.59692,-40.26065,3.021,200.194,ML,,GROPE,reviewed,manual,nz1dr,10,6,3,0.971,190,0.27092,0.146,3,2010
3278553,earthquake,2010-03-21 12:48:30.035000+00:00,2013-07-09T16:13:00.000Z,177.89917,-34.96447,3.699,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,3,2.615,347,0.13728,0.118,3,2010
3278548,earthquake,2010-03-21 12:34:29.382000+00:00,2013-07-09T16:13:00.000Z,177.65994,-39.04924,1.662,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,3,0.028,233,0.28971,0.137,3,2010
3278543,earthquake,2010-03-21 12:16:46.478000+00:00,2013-07-09T16:13:00.000Z,177.89906,-38.5373,1.757,24.9036,ML,,GROPE,reviewed,manual,nz1dr,12,7,3,0.104,169,0.39083,0.164,3,2010
3278541,earthquake,2010-03-21 12:10:29.035000+00:00,2013-07-09T16:13:00.000Z,178.41878,-38.81191,2.336,27.5987,ML,,GROPE,reviewed,manual,nz1dr,14,8,5,0.433,255,0.38832,0.245,3,2010
3278537,earthquake,2010-03-21 11:59:53.586000+00:00,2013-07-09T16:13:00.000Z,177.91278,-38.53653,2.124,24.1426,ML,,GROPE,reviewed,manual,nz1dr,18,11,4,0.108,123,0.29532,0.134,3,2010
3278535,earthquake,2010-03-21 11:55:28.935000+00:00,2013-07-09T16:13:00.000Z,167.0826,-44.54833,2.887,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,10,0.616,268,0.32033,0.229,3,2010
3283565,earthquake,2010-03-21 11:37:50.487000+00:00,2013-07-09T16:20:00.000Z,167.04254,-44.45481,3.552,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,10,7,0.669,270,0.23564,0.161,3,2010
3278526,earthquake,2010-03-21 11:37:15.255000+00:00,2013-07-09T16:13:00.000Z,167.06119,-44.53481,2.611,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,9,0.634,268,0.35908,0.29,3,2010
3278520,earthquake,2010-03-21 11:25:28.028000+00:00,2013-07-09T16:13:00.000Z,178.54063,-38.63757,1.827,28.6867,ML,,GROPE,reviewed,manual,nz1dr,10,5,3,0.302,270,0.28909,0.255,3,2010
3278513,earthquake,2010-03-21 11:10:24.255000+00:00,2013-07-09T16:13:00.000Z,166.97475,-44.4923,3.245,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,7,0.704,253,0.20697,0.211,3,2010
3278511,earthquake,2010-03-21 11:04:02.868000+00:00,2013-07-09T16:13:00.000Z,175.88751,-38.22641,2.844,151.1469,ML,,GROPE,reviewed,manual,nz1dr,15,9,8,0.964,260,0.18404,0.317,3,2010
3278507,earthquake,2010-03-21 10:50:21.581000+00:00,2013-07-09T16:13:00.000Z,177.94325,-38.34106,2.397,37.2039,ML,,GROPE,reviewed,manual,nz1dr,12,6,2,0.125,158,0.25799,0.182,3,2010
3278505,earthquake,2010-03-21 10:44:08.477000+00:00,2013-07-09T16:13:00.000Z,175.64841,-39.52597,1.796,17.2409,ML,,GROPE,reviewed,manual,nz1dr,27,22,5,0.142,90,0.13967,0.034,3,2010
3278490,earthquake,2010-03-21 09:59:54.586000+00:00,2013-07-09T16:13:00.000Z,175.70392,-39.50119,1.785,13.4762,ML,,GROPE,reviewed,manual,nz1dr,20,16,16,0.1,84,0.15537,0.232,3,2010
3278489,earthquake,2010-03-21 09:54:03.759000+00:00,2013-07-09T16:13:00.000Z,177.95772,-38.92636,1.967,23.2748,ML,,GROPE,reviewed,manual,nz1dr,17,11,6,0.058,200,0.30646,0.164,3,2010
3278487,earthquake,2010-03-21 09:46:07.436000+00:00,2013-07-09T16:13:00.000Z,172.73398,-41.15646,-9.0,125.6826,ML,,GROPE,reviewed,manual,nz1dr,7,3,0,0.364,167,0.1159,0.0,3,2010
3278478,earthquake,2010-03-21 09:22:13.901000+00:00,2013-07-09T16:13:00.000Z,177.55658,-39.08588,1.679,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,2,0.11,279,0.37382,0.04,3,2010
3278477,earthquake,2010-03-21 09:20:06.757000+00:00,2013-07-09T16:13:00.000Z,177.06532,-37.04499,3.391,163.6157,ML,,GROPE,reviewed,manual,nz1dr,25,19,20,0.912,256,0.1541,0.17,3,2010
3278473,earthquake,2010-03-21 09:07:21.347000+00:00,2013-07-09T16:13:00.000Z,167.00594,-45.78141,2.249,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,6,0.332,231,0.20511,0.248,3,2010
3278468,earthquake,2010-03-21 08:51:43.371000+00:00,2013-07-09T16:13:00.000Z,177.93729,-39.0955,1.898,19.8808,ML,,GROPE,reviewed,manual,nz1dr,11,6,3,0.064,216,0.39708,0.113,3,2010
3278455,earthquake,2010-03-21 08:21:32.498000+00:00,2013-07-09T16:13:00.000Z,176.62924,-39.9773,2.487,46.0785,ML,,GROPE,reviewed,manual,nz1dr,35,26,6,0.17,72,0.27763,0.139,3,2010
3278443,earthquake,2010-03-21 07:49:29.943000+00:00,2013-07-09T16:13:00.000Z,173.85413,-39.23079,1.253,24.7926,ML,,GROPE,reviewed,manual,nz1dr,8,4,1,0.045,257,0.08736,0.0,3,2010
3283503,earthquake,2010-03-21 07:37:35.616000+00:00,2013-07-09T16:20:00.000Z,178.26465,-38.81832,2.129,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,18,11,5,0.316,213,0.32979,0.167,3,2010
3278440,earthquake,2010-03-21 07:36:44.411000+00:00,2013-07-09T16:13:00.000Z,176.93654,-39.74829,2.314,44.675,ML,,GROPE,reviewed,manual,nz1dr,17,10,8,0.066,140,0.19348,0.187,3,2010
3278437,earthquake,2010-03-21 07:31:14.087000+00:00,2013-07-09T16:13:00.000Z,175.3652,-39.15725,1.344,15.1855,ML,,GROPE,reviewed,manual,nz1dr,14,9,7,0.102,234,0.10858,0.289,3,2010
3278435,earthquake,2010-03-21 07:27:48.285000+00:00,2013-07-09T16:13:00.000Z,176.32452,-37.44112,2.821,189.9106,ML,,GROPE,reviewed,manual,nz1dr,15,11,7,1.028,274,0.14417,0.25,3,2010
3278434,earthquake,2010-03-21 07:25:48.580000+00:00,2013-07-09T16:13:00.000Z,176.95851,-37.17352,2.82,142.4561,ML,,GROPE,reviewed,manual,nz1dr,12,9,7,0.878,290,0.23112,0.431,3,2010
3278427,earthquake,2010-03-21 07:10:10.712000+00:00,2013-07-09T16:13:00.000Z,178.38284,-38.8038,2.601,29.4485,ML,,GROPE,reviewed,manual,nz1dr,28,21,12,0.346,226,0.26985,0.199,3,2010
3278414,earthquake,2010-03-21 06:36:29.522000+00:00,2013-07-09T16:13:00.000Z,176.35402,-40.38418,2.57,31.1063,ML,,GROPE,reviewed,manual,nz1dr,27,24,10,0.12,68,0.32367,0.139,3,2010
3278413,earthquake,2010-03-21 06:34:38.409000+00:00,2013-07-09T16:13:00.000Z,174.5242,-40.44633,2.184,51.2436,ML,,GROPE,reviewed,manual,nz1dr,14,9,5,0.509,163,0.23214,0.092,3,2010
