publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
3283803,earthquake,2010-03-31 15:09:48.321000+00:00,2013-07-09T16:20:00.000Z,176.55078,-37.77551,2.124,118.8245,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.656,311,0.06506,0.076,3,2010
3283799,earthquake,2010-03-31 14:58:59.266000+00:00,2013-07-09T16:20:00.000Z,177.34311,-39.31081,1.888,29.1026,ML,,GROPE,reviewed,manual,nz1dr,10,7,5,0.247,238,0.17749,0.164,3,2010
3283798,earthquake,2010-03-31 14:54:04.241000+00:00,2013-07-09T16:20:00.000Z,169.57552,-44.46348,2.128,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.443,144,0.18695,0.356,3,2010
3283774,earthquake,2010-03-31 13:50:39.158000+00:00,2013-07-09T16:20:00.000Z,177.47719,-39.29589,2.141,27.0243,ML,,GROPE,reviewed,manual,nz1dr,17,13,9,0.288,153,0.22117,0.101,3,2010
3283766,earthquake,2010-03-31 13:25:32.405000+00:00,2013-07-09T16:20:00.000Z,176.06902,-40.6547,1.912,28.4769,ML,,GROPE,reviewed,manual,nz1dr,15,9,6,0.123,96,0.14525,0.11,3,2010
3283763,earthquake,2010-03-31 13:16:06.001000+00:00,2013-07-09T16:20:00.000Z,174.91409,-40.12405,2.089,45.424,ML,,GROPE,reviewed,manual,nz1dr,17,12,7,0.371,165,0.14621,0.149,3,2010
3283762,earthquake,2010-03-31 13:12:55.409000+00:00,2013-07-09T16:20:00.000Z,166.96776,-45.18061,2.737,25.4488,ML,,GROPE,reviewed,manual,nz1dr,7,4,10,0.314,272,0.21369,0.193,3,2010
3283745,earthquake,2010-03-31 12:16:04.026000+00:00,2013-07-09T16:20:00.000Z,177.48108,-39.29358,2.419,28.7855,ML,,GROPE,reviewed,manual,nz1dr,20,17,12,0.288,153,0.19339,0.142,3,2010
3283743,earthquake,2010-03-31 12:11:29.461000+00:00,2013-07-09T16:20:00.000Z,176.52406,-40.2841,2.085,13.9444,ML,,GROPE,reviewed,manual,nz1dr,15,12,5,0.086,113,0.27075,0.193,3,2010
3283726,earthquake,2010-03-31 11:16:14.463000+00:00,2013-07-09T16:20:00.000Z,175.05721,-41.07091,1.949,26.4334,ML,,GROPE,reviewed,manual,nz1dr,10,8,8,0.038,86,0.04014,0.201,3,2010
3283724,earthquake,2010-03-31 11:09:13.418000+00:00,2013-07-09T16:20:00.000Z,175.64992,-39.85379,2.195,39.298,ML,,GROPE,reviewed,manual,nz1dr,20,17,9,0.316,97,0.1903,0.215,3,2010
3283722,earthquake,2010-03-31 11:02:00.329000+00:00,2013-07-09T16:20:00.000Z,175.88118,-40.62468,1.971,34.3402,ML,,GROPE,reviewed,manual,nz1dr,8,5,5,0.097,134,0.14745,0.133,3,2010
3283719,earthquake,2010-03-31 10:50:02.977000+00:00,2013-07-09T16:20:00.000Z,173.17871,-41.78126,2.757,90.2611,ML,,GROPE,reviewed,manual,nz1dr,11,9,3,0.205,126,0.23186,0.02,3,2010
3283714,earthquake,2010-03-31 10:34:06.957000+00:00,2013-07-09T16:20:00.000Z,170.9859,-43.09068,2.658,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,3,0.183,115,0.14432,0.394,3,2010
3283704,earthquake,2010-03-31 09:59:14.756000+00:00,2013-07-09T16:20:00.000Z,177.2988,-35.69386,3.081,204.8363,ML,,GROPE,reviewed,manual,nz1dr,10,6,2,2.096,345,0.15272,0.247,3,2010
3283703,earthquake,2010-03-31 09:57:15.385000+00:00,2013-07-09T16:20:00.000Z,175.40775,-41.13572,1.801,19.2051,ML,,GROPE,reviewed,manual,nz1dr,10,6,6,0.075,167,0.14302,0.253,3,2010
3283698,earthquake,2010-03-31 09:33:09.504000+00:00,2013-07-09T16:20:00.000Z,177.48311,-38.42215,2.236,29.8754,ML,,GROPE,reviewed,manual,nz1dr,9,7,2,0.093,102,0.23987,0.294,3,2010
3283697,earthquake,2010-03-31 09:29:42.314000+00:00,2013-07-09T16:20:00.000Z,174.03658,-41.61779,2.136,36.5142,ML,,GROPE,reviewed,manual,nz1dr,11,7,3,0.156,174,0.13356,0.124,3,2010
3283696,earthquake,2010-03-31 09:23:54.139000+00:00,2013-07-09T16:20:00.000Z,177.59398,-38.2827,2.333,66.0527,ML,,GROPE,reviewed,manual,nz1dr,9,7,2,0.074,142,0.15873,0.038,3,2010
3283687,earthquake,2010-03-31 08:51:54.290000+00:00,2013-07-09T16:20:00.000Z,172.37823,-42.41669,1.613,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,2,0.375,161,0.11049,0.314,3,2010
3283676,earthquake,2010-03-31 08:21:13.572000+00:00,2013-07-09T16:20:00.000Z,177.70407,-38.90316,2.097,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,10,5,0.123,85,0.21894,0.041,3,2010
3283675,earthquake,2010-03-31 08:14:49.360000+00:00,2013-07-09T16:20:00.000Z,178.39787,-37.30021,2.162,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,3,0.273,312,0.15414,0.151,3,2010
3283669,earthquake,2010-03-31 07:56:56.402000+00:00,2013-07-09T16:20:00.000Z,176.63258,-38.52022,2.034,62.2968,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.456,220,0.17871,0.074,3,2010
3283665,earthquake,2010-03-31 07:41:27.756000+00:00,2013-07-09T16:20:00.000Z,176.76118,-38.47934,2.339,51.8225,ML,,GROPE,reviewed,manual,nz1dr,13,10,5,0.35,212,0.31122,0.141,3,2010
3283663,earthquake,2010-03-31 07:35:18.949000+00:00,2013-07-09T16:20:00.000Z,175.82256,-38.63092,2.76,144.6534,ML,,GROPE,reviewed,manual,nz1dr,21,14,13,0.651,193,0.20455,0.297,3,2010
3283661,earthquake,2010-03-31 07:30:17.970000+00:00,2013-07-09T16:20:00.000Z,175.57539,-41.32771,1.747,12.8299,ML,,GROPE,reviewed,manual,nz1dr,8,6,6,0.111,95,0.18004,0.135,3,2010
3283659,earthquake,2010-03-31 07:24:02.314000+00:00,2013-07-09T16:20:00.000Z,176.29204,-40.40483,1.999,25.1134,ML,,GROPE,reviewed,manual,nz1dr,15,10,10,0.142,75,0.20978,0.196,3,2010
3283652,earthquake,2010-03-31 06:57:03.392000+00:00,2013-07-09T16:20:00.000Z,173.89369,-40.89809,2.331,72.5962,ML,,GROPE,reviewed,manual,nz1dr,13,8,3,0.097,90,0.2001,0.121,3,2010
3283650,earthquake,2010-03-31 06:49:37.338000+00:00,2013-07-09T16:20:00.000Z,172.43494,-41.54279,2.367,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,4,0.416,124,0.06973,0.408,3,2010
3291685,earthquake,2010-03-31 06:48:35.590000+00:00,2013-07-09T16:21:00.000Z,174.89764,-40.67374,2.154,33.7749,ML,,GROPE,reviewed,manual,nz1dr,9,6,5,0.189,228,0.08146,0.255,3,2010
3283646,earthquake,2010-03-31 06:40:41.098000+00:00,2013-07-09T16:20:00.000Z,176.44576,-40.19306,2.519,48.2738,ML,,GROPE,reviewed,manual,nz1dr,23,19,7,0.127,58,0.16914,0.106,3,2010
3283633,earthquake,2010-03-31 06:04:28.893000+00:00,2013-07-09T16:20:00.000Z,176.24971,-40.18756,2.129,18.4534,ML,,GROPE,reviewed,manual,nz1dr,14,10,5,0.13,73,0.15806,0.147,3,2010
3283619,earthquake,2010-03-31 05:16:16.266000+00:00,2013-07-09T16:20:00.000Z,171.96756,-42.14991,2.512,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,5,0.421,119,0.3204,0.243,3,2010
3283603,earthquake,2010-03-31 04:26:08.099000+00:00,2013-07-09T16:20:00.000Z,177.82318,-38.92565,1.821,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,4,2,0.047,118,0.31412,0.23,3,2010
3283585,earthquake,2010-03-31 03:36:35.868000+00:00,2013-07-09T16:20:00.000Z,177.77773,-38.90335,2.368,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,6,0.085,107,0.2349,0.2,3,2010
3283573,earthquake,2010-03-31 03:00:21.794000+00:00,2013-07-09T16:20:00.000Z,176.7408,-39.87787,2.172,38.6981,ML,,GROPE,reviewed,manual,nz1dr,8,6,5,0.133,104,0.18359,0.128,3,2010
3283562,earthquake,2010-03-31 02:30:52.396000+00:00,2013-07-09T16:20:00.000Z,177.98929,-38.98301,1.962,13.3451,ML,,GROPE,reviewed,manual,nz1dr,6,3,1,0.101,294,0.14613,0.16,3,2010
3283540,earthquake,2010-03-31 01:39:37.201000+00:00,2013-07-09T16:20:00.000Z,177.83458,-38.89735,2.219,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,6,0.046,143,0.21857,0.082,3,2010
3283522,earthquake,2010-03-31 00:46:22.208000+00:00,2013-07-09T16:20:00.000Z,167.53091,-45.17258,2.917,122.5836,ML,,GROPE,reviewed,manual,nz1dr,10,5,5,0.459,295,0.21401,0.143,3,2010
3283518,earthquake,2010-03-31 00:34:08.081000+00:00,2013-07-09T16:20:00.000Z,175.79993,-39.51365,2.513,55.6576,ML,,GROPE,reviewed,manual,nz1dr,23,21,11,0.111,89,0.22261,0.195,3,2010
3283516,earthquake,2010-03-31 00:31:06.850000+00:00,2013-07-09T16:20:00.000Z,177.94766,-38.81253,2.473,24.5373,ML,,GROPE,reviewed,manual,nz1dr,16,11,6,0.123,153,0.29193,0.191,3,2010
3283515,earthquake,2010-03-31 00:29:54.249000+00:00,2013-07-09T16:20:00.000Z,178.61896,-38.51687,2.109,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,6,3,0.325,268,0.23073,0.152,3,2010
3283497,earthquake,2010-03-30 23:37:50.583000+00:00,2013-07-09T16:20:00.000Z,175.85303,-41.07716,1.993,26.08,ML,,GROPE,reviewed,manual,nz1dr,7,4,4,0.042,165,0.10273,0.103,3,2010
3283486,earthquake,2010-03-30 23:09:23.291000+00:00,2013-07-09T16:20:00.000Z,169.21758,-44.76203,2.176,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,6,7,0.157,177,0.12638,0.338,3,2010
3283482,earthquake,2010-03-30 22:55:44.178000+00:00,2013-07-09T16:20:00.000Z,174.09145,-41.71691,2.409,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,11,11,0.162,186,0.19397,0.255,3,2010
3283453,earthquake,2010-03-30 21:42:54.447000+00:00,2013-07-09T16:20:00.000Z,178.96042,-37.18839,3.051,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,5,0.642,327,0.28823,0.107,3,2010
3283420,earthquake,2010-03-30 19:56:56.277000+00:00,2013-07-09T16:20:00.000Z,177.78574,-36.62133,3.208,64.4213,ML,,GROPE,reviewed,manual,nz1dr,6,3,4,1.134,342,0.05611,0.064,3,2010
3283413,earthquake,2010-03-30 19:44:35.127000+00:00,2013-07-09T16:20:00.000Z,166.73402,-45.51642,2.996,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,5,0.299,223,0.23953,0.136,3,2010
3283407,earthquake,2010-03-30 19:30:38.344000+00:00,2013-07-09T16:20:00.000Z,176.4189,-38.61983,2.4,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,30,27,6,0.081,58,0.24505,0.154,3,2010
3283400,earthquake,2010-03-30 19:00:06.324000+00:00,2013-07-09T16:20:00.000Z,177.20575,-37.28216,5.166,135.3758,ML,,GROPE,reviewed,manual,nz1dr,67,63,41,0.246,169,0.15627,0.162,3,2010
3283393,earthquake,2010-03-30 18:43:18.820000+00:00,2013-07-09T16:20:00.000Z,167.45039,-44.94103,2.54,69.7161,ML,,GROPE,reviewed,manual,nz1dr,11,9,9,0.431,243,0.0668,0.211,3,2010
3283389,earthquake,2010-03-30 18:26:27.226000+00:00,2013-07-09T16:20:00.000Z,177.82468,-38.90565,1.984,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,3,0.049,126,0.37733,0.117,3,2010
3283382,earthquake,2010-03-30 18:09:29.866000+00:00,2013-07-09T16:20:00.000Z,176.71214,-39.78909,2.218,44.8898,ML,,GROPE,reviewed,manual,nz1dr,17,11,10,0.127,70,0.18101,0.166,3,2010
3283366,earthquake,2010-03-30 17:22:30.866000+00:00,2013-07-09T16:20:00.000Z,178.2317,-34.89654,3.651,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,3,2.878,342,0.36153,0.193,3,2010
3283365,earthquake,2010-03-30 17:20:53.397000+00:00,2013-07-09T16:20:00.000Z,174.86179,-40.18534,2.205,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,21,18,20,0.439,131,0.26209,0.24,3,2010
3290143,earthquake,2010-03-30 17:09:13.072000+00:00,2013-07-09T16:21:00.000Z,167.13499,-44.53814,2.415,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.582,266,0.335,0.232,3,2010
3283355,earthquake,2010-03-30 16:50:22.573000+00:00,2013-07-09T16:20:00.000Z,167.06656,-44.36176,3.164,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,4,0.69,270,0.26473,0.187,3,2010
3283351,earthquake,2010-03-30 16:35:26.582000+00:00,2013-07-09T16:20:00.000Z,167.10747,-44.37503,2.995,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,4,0.658,269,0.26122,0.202,3,2010
3283330,earthquake,2010-03-30 15:38:11.709000+00:00,2013-07-09T16:20:00.000Z,173.88329,-41.42434,2.065,41.8336,ML,,GROPE,reviewed,manual,nz1dr,13,9,7,0.045,116,0.22929,0.262,3,2010
3290124,earthquake,2010-03-30 15:35:24.036000+00:00,2013-07-09T16:21:00.000Z,174.41132,-39.63176,2.916,212.2812,ML,,GROPE,reviewed,manual,nz1dr,14,12,12,0.46,234,0.18537,0.178,3,2010
3283329,earthquake,2010-03-30 15:34:45.246000+00:00,2013-07-09T16:20:00.000Z,171.56834,-42.93968,2.133,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,7,7,0.54,111,0.13449,0.179,3,2010
3283328,earthquake,2010-03-30 15:30:18.567000+00:00,2013-07-09T16:19:00.000Z,177.92484,-38.87576,1.884,16.1038,ML,,GROPE,reviewed,manual,nz1dr,8,5,3,0.059,244,0.35128,0.169,3,2010
3283326,earthquake,2010-03-30 15:23:47.663000+00:00,2013-07-09T16:19:00.000Z,176.18655,-37.85947,2.771,152.6897,ML,,GROPE,reviewed,manual,nz1dr,10,7,6,0.832,261,0.32242,0.38,3,2010
3283323,earthquake,2010-03-30 15:17:47.495000+00:00,2013-07-09T16:19:00.000Z,174.11018,-40.46945,2.533,67.0375,ML,,GROPE,reviewed,manual,nz1dr,21,18,10,0.363,97,0.30789,0.178,3,2010
3283322,earthquake,2010-03-30 15:15:43.161000+00:00,2013-07-09T16:19:00.000Z,176.1606,-40.59538,1.838,36.4523,ML,,GROPE,reviewed,manual,nz1dr,9,6,6,0.108,86,0.22494,0.285,3,2010
3283321,earthquake,2010-03-30 15:12:42.401000+00:00,2013-07-09T16:19:00.000Z,175.70557,-38.66851,3.219,144.9121,ML,,GROPE,reviewed,manual,nz1dr,33,29,22,0.547,202,0.35929,0.333,3,2010
3283320,earthquake,2010-03-30 15:10:40.885000+00:00,2013-07-09T16:19:00.000Z,176.75658,-40.0075,2.119,47.7449,ML,,GROPE,reviewed,manual,nz1dr,14,10,10,0.085,93,0.2349,0.183,3,2010
3283316,earthquake,2010-03-30 14:59:04.468000+00:00,2013-07-09T16:19:00.000Z,176.43385,-40.0047,2.056,31.691,ML,,GROPE,reviewed,manual,nz1dr,18,13,14,0.062,55,0.26442,0.263,3,2010
3283312,earthquake,2010-03-30 14:47:00.640000+00:00,2013-07-10T14:42:00.000Z,179.36559,-37.86306,2.215,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,2,0.754,342,0.33499,0.268,3,2010
3283289,earthquake,2010-03-30 13:35:27.635000+00:00,2013-07-09T16:19:00.000Z,177.56319,-39.14194,2.128,30.3073,ML,,GROPE,reviewed,manual,nz1dr,10,7,3,0.146,191,0.38046,0.11,3,2010
3283273,earthquake,2010-03-30 12:39:19.865000+00:00,2013-07-09T16:19:00.000Z,175.29327,-41.28575,1.974,25.4537,ML,,GROPE,reviewed,manual,nz1dr,9,6,6,0.136,135,0.11733,0.141,3,2010
3283252,earthquake,2010-03-30 11:27:55.995000+00:00,2013-07-10T14:41:00.000Z,174.02921,-40.28025,1.972,86.9045,ML,,GROPE,reviewed,manual,nz1dr,11,6,2,0.888,171,0.21338,0.083,3,2010
3283243,earthquake,2010-03-30 10:57:09.363000+00:00,2013-07-09T16:19:00.000Z,167.52504,-45.12089,2.442,94.8745,ML,,GROPE,reviewed,manual,nz1dr,9,6,7,0.487,280,0.3292,0.297,3,2010
3283239,earthquake,2010-03-30 10:47:13.877000+00:00,2013-07-09T16:19:00.000Z,176.24825,-40.59377,2.216,23.8909,ML,,GROPE,reviewed,manual,nz1dr,19,15,5,0.088,128,0.27517,0.114,3,2010
3283237,earthquake,2010-03-30 10:40:48.196000+00:00,2013-07-09T16:19:00.000Z,173.87718,-39.24373,1.363,24.1383,ML,,GROPE,reviewed,manual,nz1dr,7,4,1,0.098,241,0.1092,0.0,3,2010
3283235,earthquake,2010-03-30 10:32:17.789000+00:00,2013-07-09T16:19:00.000Z,175.60139,-37.65039,3.113,265.0319,ML,,GROPE,reviewed,manual,nz1dr,11,8,9,1.34,238,0.07165,0.189,3,2010
3283227,earthquake,2010-03-30 10:01:53.768000+00:00,2013-07-09T16:19:00.000Z,176.96722,-39.6042,2.175,57.3678,ML,,GROPE,reviewed,manual,nz1dr,10,7,6,0.204,187,0.11646,0.239,3,2010
3283220,earthquake,2010-03-30 09:37:45.237000+00:00,2013-07-09T16:19:00.000Z,172.10223,-41.7114,2.372,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,0.226,119,0.28574,0.336,3,2010
3283197,earthquake,2010-03-30 08:29:56.660000+00:00,2013-07-09T16:19:00.000Z,171.02681,-43.14142,2.745,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,10,0.222,96,0.25202,0.264,3,2010
3283182,earthquake,2010-03-30 07:50:22.338000+00:00,2013-07-09T16:19:00.000Z,176.66312,-39.91687,1.864,42.6105,ML,,GROPE,reviewed,manual,nz1dr,15,11,10,0.192,76,0.19275,0.148,3,2010
3283179,earthquake,2010-03-30 07:40:22.654000+00:00,2013-07-09T16:19:00.000Z,167.93982,-44.72374,2.528,88.3907,ML,,GROPE,reviewed,manual,nz1dr,9,6,6,0.657,280,0.2063,0.284,3,2010
3283177,earthquake,2010-03-30 07:32:45.564000+00:00,2013-07-09T16:19:00.000Z,178.65887,-38.22341,2.592,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,11,6,0.35,256,0.27255,0.135,3,2010
3283170,earthquake,2010-03-30 07:19:22.532000+00:00,2013-07-09T16:19:00.000Z,178.68626,-37.41753,2.649,25.2472,ML,,GROPE,reviewed,manual,nz1dr,10,7,5,0.336,315,0.19648,0.145,3,2010
3283167,earthquake,2010-03-30 07:12:52.221000+00:00,2013-07-09T16:19:00.000Z,178.58995,-38.90665,2.364,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,4,0.516,281,0.25183,0.031,3,2010
3283144,earthquake,2010-03-30 06:09:02.851000+00:00,2013-07-09T16:19:00.000Z,175.13045,-40.74669,2.708,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,44,38,20,0.204,63,0.33271,0.135,3,2010
3283126,earthquake,2010-03-30 05:23:06.574000+00:00,2013-07-09T16:19:00.000Z,166.83115,-45.44285,2.362,21.8149,ML,,GROPE,reviewed,manual,nz1dr,6,3,4,0.228,326,0.0277,0.146,3,2010
3283123,earthquake,2010-03-30 05:10:44.985000+00:00,2013-07-09T16:19:00.000Z,172.49319,-41.49887,3.107,101.9863,ML,,GROPE,reviewed,manual,nz1dr,15,12,10,0.407,118,0.17818,0.294,3,2010
3283122,earthquake,2010-03-30 05:08:28.047000+00:00,2013-07-09T16:19:00.000Z,176.70825,-40.02141,2.111,48.0765,ML,,GROPE,reviewed,manual,nz1dr,12,8,8,0.119,98,0.16995,0.161,3,2010
3290051,earthquake,2010-03-30 04:59:48.632000+00:00,2013-07-09T16:21:00.000Z,166.26759,-45.4037,2.441,2.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.627,290,0.23405,0.157,3,2010
3283117,earthquake,2010-03-30 04:57:21.334000+00:00,2013-07-09T16:19:00.000Z,177.31268,-37.01373,2.394,59.8394,ML,,GROPE,reviewed,manual,nz1dr,5,3,2,0.832,326,0.02638,0.134,3,2010
3283100,earthquake,2010-03-30 04:04:45.022000+00:00,2013-07-09T16:19:00.000Z,178.11668,-35.80184,3.579,193.5445,ML,,GROPE,reviewed,manual,nz1dr,15,12,9,1.971,327,0.1275,0.328,3,2010
3283098,earthquake,2010-03-30 03:58:35.664000+00:00,2013-07-09T16:19:00.000Z,177.8847,-38.81762,2.251,38.1861,ML,,GROPE,reviewed,manual,nz1dr,12,9,4,0.107,140,0.26015,0.143,3,2010
